gewest;drg_36;drg_beschrijving;mdc_36;soort_drg;klassieke_hospitalisatie;daghospitalisatie
Vlaams Gewest;144;144 Respiratoire tekens, symptomen en mineure diagnosen;04;Medisch;8 940;2 504
Vlaams Gewest;145;145 Acute bronchitis en gerelateerde symptomen;04;Medisch;3 883;511
Vlaams Gewest;160;160 Majeur cardiothoracaal herstel van hartanomalie;05;Chirurgisch;59;0
Vlaams Gewest;161;161 Implantatie van hartdefibrillator en hartassistentiesyteem;05;Chirurgisch;1 422;8
Vlaams Gewest;162;162 Procedures op hartkleppen met AMI of complexe hoofddiagnose;05;Chirurgisch;275;0
Vlaams Gewest;163;163 Procedures op hartkleppen zonder AMI of complexe hoofddiagnose;05;Chirurgisch;2 308;0
Vlaams Gewest;165;165 Coronaire overbrugging met AMI of complexe hoofddiagnose;05;Chirurgisch;513;< 5
Vlaams Gewest;166;166 Coronaire overbrugging zonder AMI of complexe hoofddiagnose;05;Chirurgisch;2 468;0
Vlaams Gewest;167;167 Andere cardiothoracale procedures en thoracovasculaire procedures;05;Chirurgisch;1 024;213
Vlaams Gewest;169;169 Majeure abdominale vasculaire procedures;05;Chirurgisch;989;10
Vlaams Gewest;170;170 Implantatie van permanente pacemaker met AMI, hartdecompensatie of shock;05;Chirurgisch;60;0
Vlaams Gewest;171;171 Implanteren van permanente pacemaker zonder AMI, hartdecompensatie of shock;05;Chirurgisch;4 815;17
Vlaams Gewest;174;174 Percutane coronaire procedures met AMI;05;Chirurgisch;5 169;572
Vlaams Gewest;175;175 Percutane coronaire procedures zonder AMI;05;Chirurgisch;17 733;4 108
Vlaams Gewest;176;176 Vervangen van pacemaker of defibrillator;05;Chirurgisch;1 094;215
Vlaams Gewest;177;177 Revisie van pacemaker of defibrillator behalve vervanging van hulpmiddel;05;Chirurgisch;390;7
Vlaams Gewest;180;180 Andere procedures op circulatoir systeem;05;Chirurgisch;1 124;12 306
Vlaams Gewest;181;181 Procedures op arteries van onderste ledematen;05;Chirurgisch;11 558;1 309
Vlaams Gewest;182;182 Andere perifere vasculaire procedures;05;Chirurgisch;2 412;2 318
Vlaams Gewest;190;190 Acuut myocardinfarct;05;Medisch;3 463;563
Vlaams Gewest;191;191 Hartkatheterisatie voor coronaire ziekten;05;Medisch;4 801;16 011
Vlaams Gewest;192;192 Hartkatheterisatie voor andere niet-coronaire aandoeningen;05;Medisch;7 097;6 485
Vlaams Gewest;193;193 Acute en subacute endocarditis;05;Medisch;131;< 5
Vlaams Gewest;194;194 Hartfalen;05;Medisch;13 536;80
Vlaams Gewest;196;196 Hartstilstand en shock;05;Medisch;548;86
Vlaams Gewest;197;197 Perifere en andere vasculaire stoornissen;05;Medisch;2 290;923
Vlaams Gewest;198;198 Angina pectoris en coronaire atherosclerose;05;Medisch;2 015;63
Vlaams Gewest;199;199 Hypertensie;05;Medisch;1 131;40
Vlaams Gewest;200;200 Structurele hartaandoeningen en kleplijden;05;Medisch;556;208
Vlaams Gewest;201;201 Hartaritmie en geleidingsstoornissen;05;Medisch;9 272;6 191
Vlaams Gewest;203;203 Thoracale pijn;05;Medisch;2 183;78
Vlaams Gewest;204;204 Syncope en collaps;05;Medisch;6 942;164
Vlaams Gewest;205;205 Cardiomyopathie;05;Medisch;141;19
Vlaams Gewest;206;206 Dysfunctie, reactie op en compl. op cardiaal of vasc. hulpmiddel of procedure;05;Medisch;751;390
Vlaams Gewest;207;207 Andere diagnosen van het circulatoir systeem;05;Medisch;3 220;557
Vlaams Gewest;220;220 Majeure procedures op oesofagus, maag en duodenum;06;Chirurgisch;1 890;30
Vlaams Gewest;222;222 Andere procedures op oesofagus, maag, duodenum;06;Chirurgisch;729;179
Vlaams Gewest;223;223 Andere procedures op dunne en dikke darm;06;Chirurgisch;871;1 168
Vlaams Gewest;224;224 Peritoneale adhesiolyse;06;Chirurgisch;1 240;136
Vlaams Gewest;226;226 Procedures op anus;06;Chirurgisch;1 931;5 966
Vlaams Gewest;227;227 Procedures voor hernia behalve voor hernia inguinalis, femoralis en umbilicalis;06;Chirurgisch;3 369;2 240
Vlaams Gewest;228;228 Procedures voor hernia inguinalis, femoralis en umbilicalis;06;Chirurgisch;5 532;9 474
Vlaams Gewest;229;229 Andere procedures op spijsverteringsstelsel en abdomen;06;Chirurgisch;1 480;482
Vlaams Gewest;230;230 Majeure procedures op dunne darm;06;Chirurgisch;3 674;29
Vlaams Gewest;231;231 Majeure procedures op dikke darm;06;Chirurgisch;7 068;158
Vlaams Gewest;232;232 Fundoplicatie van maag;06;Chirurgisch;383;9
Vlaams Gewest;233;233 Appendectomie met complexe hoofddiagnose;06;Chirurgisch;1 206;10
Vlaams Gewest;234;234 Appendectomie zonder complexe hoofddiagnose;06;Chirurgisch;6 254;202
Vlaams Gewest;240;240 Maligne aandoeningen van spijsverteringsstelsel;06;Medisch;3 480;5 737
Vlaams Gewest;241;241 Peptisch ulcus en gastritis;06;Medisch;4 231;10 038
Vlaams Gewest;242;242 Majeure slokdarmstoorinissen;06;Medisch;623;370
Vlaams Gewest;243;243 Andere slokdarmstoornissen;06;Medisch;2 795;10 709
Vlaams Gewest;244;244 Diverticulitis en diverticulosis;06;Medisch;5 158;12 871
Vlaams Gewest;245;245 Inflammatoire darmziekten;06;Medisch;1 871;6 610
Vlaams Gewest;246;246 Gastro-intestinale vasculaire insufficientie;06;Medisch;816;114
Vlaams Gewest;247;247 Intestinale obstructie;06;Medisch;4 769;225
Vlaams Gewest;248;248 Majeure gastro-intestinale en peritoneale infecties;06;Medisch;3 035;113
Vlaams Gewest;249;249 Andere gastro-enteritis, misselijkheid en braken;06;Medisch;18 485;7 109
Vlaams Gewest;251;251 Abdominale pijn;06;Medisch;2 928;5 180
Vlaams Gewest;252;252 Dysfunctie, reactie op en complic, van gastro-intestinaal hulpmiddel of procedure;06;Medisch;1 579;656
Vlaams Gewest;253;253 Andere en niet gespecificeerde gastro-intestinale hemorragie;06;Medisch;1 699;1 130
Vlaams Gewest;254;254 Andere diagnosen van spijsverteringsstelsel;06;Medisch;11 713;77 965
Vlaams Gewest;260;260 Majeure pancreas-, lever- en shuntprocedures;07;Chirurgisch;1 352;48
Vlaams Gewest;261;261 Majeure procedures op galwegen;07;Chirurgisch;239;< 5
Vlaams Gewest;263;263 Cholecystectomie;07;Chirurgisch;10 953;1 914
Vlaams Gewest;264;264 Andere procedures op hepatobiliair stelsel en pancreas, abdominaal;07;Chirurgisch;791;223
Vlaams Gewest;279;279 Hepatisch coma en andere majeure acute leverstoornissen;07;Medisch;942;29
Vlaams Gewest;280;280 Alcoholische leverziekte;07;Medisch;2 065;230
Vlaams Gewest;281;281 Maligne aandoening van hepatobiliair stelsel en pancreas;07;Medisch;2 493;2 367
Vlaams Gewest;282;282 Stoornissen van pancreas behalve maligne aandoeningen;07;Medisch;3 902;869
Vlaams Gewest;283;283 Andere leverstoornissen;07;Medisch;1 426;963
Vlaams Gewest;284;284 Stoornissen van galblaas en galwegen;07;Medisch;7 167;966
Vlaams Gewest;301;301 Vervanging van heupgewricht;08;Chirurgisch;19 796;31
Vlaams Gewest;302;302 Vervanging van kniegewricht;08;Chirurgisch;16 528;45
Vlaams Gewest;303;303 Dorsale en lumbale arthrodese bij wervelkolomafwijkingen;08;Chirurgisch;225;0
Vlaams Gewest;304;304 Dorsale en lumbale arthrodese behalve bij wervelkolomafwijkingen;08;Chirurgisch;4 851;< 5
Vlaams Gewest;305;305 Amputatie van onderste lidmaat behalve tenen;08;Chirurgisch;525;7
Vlaams Gewest;308;308 Herstellen fractuur van heup en femur;08;Chirurgisch;6 290;13
Vlaams Gewest;309;309 Andere significante chirurgie op heup en femur;08;Chirurgisch;2 210;1 514
Vlaams Gewest;310;310 Excisie en decompressie van discus intervertebralis;08;Chirurgisch;9 935;99
Vlaams Gewest;312;312 Huidgreffe, behalve van hand, voor musculoskeletale en bindweefseldiagnosen;08;Chirurgisch;335;453
Vlaams Gewest;313;313 Procedures op knie en onderbeen, behalve op voet;08;Chirurgisch;10 096;22 365
Vlaams Gewest;314;314 Procedures op voet en tenen;08;Chirurgisch;7 701;5 844
Vlaams Gewest;315;315 Procedures op schouder, arm en voorarm behalve gewrichtsvervanging;08;Chirurgisch;18 232;13 663
Vlaams Gewest;316;316 Procedures op hand en pols;08;Chirurgisch;2 766;22 633
Vlaams Gewest;317;317 Procedures op pees, spier en andere weke weefsels;08;Chirurgisch;3 941;7 168
Vlaams Gewest;320;320 Andere procedures op musculoskeletaal stelsel en bindweefsel;08;Chirurgisch;6 640;6 436
Vlaams Gewest;321;321 Cervicale artrodese en andere procedures op nek/rug, behalve exc./decompr. Wervel;08;Chirurgisch;4 361;173
Vlaams Gewest;322;322 Vervanging van schouder en elleboog gewricht;08;Chirurgisch;3 389;10
Vlaams Gewest;340;340 Femurfractuur;08;Medisch;974;7
Vlaams Gewest;341;341 Fractuur van bekken of luxatie van heup;08;Medisch;2 111;6
Vlaams Gewest;342;342 Fracturen of luxatie, behalve van femur, heup en bekken;08;Medisch;4 460;2 435
Vlaams Gewest;343;343 Maligne aandoeningen van musculoskeletaal stelsel en pathologische fracturen hierdoor.;08;Medisch;1 402;827
Vlaams Gewest;344;344 Osteomyelitis, septische arthritis en andere musculoskeletale infecties;08;Medisch;806;70
Vlaams Gewest;346;346 Stoornissen van bindweefsel;08;Medisch;1 793;1 059
Vlaams Gewest;347;347 Andere stoornissen, breuken en letsels van rug en van nek;08;Medisch;9 589;14 429
Vlaams Gewest;349;349 Dysfunctie, reactie op en compl. van orthopedisch hulpmiddel of procedure;08;Medisch;1 176;436
Vlaams Gewest;351;351 Andere diagnosen van musculoskeletaal stelsel en bindweefsel;08;Medisch;6 732;4 533
Vlaams Gewest;361;361 Huidgreffe voor diagnosen van huid en subcutaan weefsel;09;Chirurgisch;2 252;6 290
Vlaams Gewest;362;362 Mastectomie procedures;09;Chirurgisch;3 084;310
Vlaams Gewest;363;363 Procedures op borst, behalve mastectomie;09;Chirurgisch;9 029;4 836
Vlaams Gewest;364;364 Andere procedures op huid, subcutaan weefsel en gerelateerde procedures;09;Chirurgisch;3 408;4 209
Vlaams Gewest;380;380 Huidulcera;09;Medisch;871;62
Vlaams Gewest;381;381 Majeure aandoeningen van huid;09;Medisch;362;421
Vlaams Gewest;382;382 Maligne aandoeningen van mamma;09;Medisch;433;3 748
Vlaams Gewest;383;383 Cellulitis en andere huidinfecties;09;Medisch;5 884;1 678
Vlaams Gewest;384;384 Contusie, open wonde en andere traumata van huid en van subcutaan weefsel;09;Medisch;3 900;1 489
Vlaams Gewest;385;385 Andere aandoeningen van huid, subcutaan weefsel en mamma;09;Medisch;2 661;10 586
Vlaams Gewest;401;401 Procedures op bijnieren en hypofyse;10;Chirurgisch;189;< 5
Vlaams Gewest;403;403 Procedures voor obesitas;10;Chirurgisch;8 515;103
Vlaams Gewest;404;404 Procedures op schildklier, bijschildklieren en ductus thyreoglossus;10;Chirurgisch;3 560;52
Vlaams Gewest;405;405 Andere procedures bij endocriene, nutritionele en metabole stoornissen;10;Chirurgisch;134;10
Vlaams Gewest;420;420 Diabetes;10;Medisch;5 332;29
Vlaams Gewest;421;421 Malnutritie, ¿'failure to thrive¿' en andere nutritionele stoornissen;10;Medisch;4 149;1 082
Vlaams Gewest;422;422 Hypovolemie en gerelateerde electrolytenstoornissen;10;Medisch;1 835;< 5
Vlaams Gewest;423;423 Congenitale afwijkingen van metabolisme;10;Medisch;304;237
Vlaams Gewest;424;424 Andere endocriene stoornissen;10;Medisch;730;144
Vlaams Gewest;425;425 Andere niet-hypovolemische elektrolytenstoornissen;10;Medisch;1 253;12
Vlaams Gewest;426;426 Niet-hypovolemische stoornissen van natriumhuishouding;10;Medisch;1 814;< 5
Vlaams Gewest;427;427 Schildklierstoornissen;10;Medisch;685;35
Vlaams Gewest;440;440 Niertransplantatie;11;Chirurgisch;216;0
Vlaams Gewest;441;441 Majeure procedures op blaas;11;Chirurgisch;661;< 5
Vlaams Gewest;442;442 Procedures op nier en urinewegen voor maligne aandoening;11;Chirurgisch;1 301;43
Vlaams Gewest;443;443 Procedures op nier en urinewegen voor niet maligne aandoening;11;Chirurgisch;2 778;977
Vlaams Gewest;444;444 Procedure voor plaatsen van hulpmiddel voor toegangsweg voor nierdialyse et vaatherstel;11;Chirurgisch;443;251
Vlaams Gewest;445;445 Andere procedures op blaas;11;Chirurgisch;1 494;545
Vlaams Gewest;446;446 Transurethrale en urethrale procedures;11;Chirurgisch;10 491;4 289
Vlaams Gewest;447;447 Andere procedures op nieren, urinewegen en gerelateerde procedures;11;Chirurgisch;176;31
Vlaams Gewest;461;461 Maligne aandoening van nier en urinewegen;11;Medisch;963;2 896
Vlaams Gewest;462;462 Nefritis en nefrose;11;Medisch;465;159
Vlaams Gewest;463;463 Infecties van nier en urinewegen;11;Medisch;12 913;787
Vlaams Gewest;465;465 Urinaire stenen en verworven bovenste urinewegobstructie;11;Medisch;5 987;8 294
Vlaams Gewest;466;466 Dysfunctie, reactie op en compl. van urogenitaal hulpmiddel of procedure;11;Medisch;1 752;660
Vlaams Gewest;468;468 Andere nier en urinewegen diagnosen, tekens en symptomen;11;Medisch;6 626;21 229
Vlaams Gewest;469;469 Acuut niertrauma;11;Medisch;1 346;6
Vlaams Gewest;470;470 Chronische nierziekte;11;Medisch;1 081;441
Vlaams Gewest;480;480 Majeure procedures op mannelijk bekken;12;Chirurgisch;3 120;< 5
Vlaams Gewest;482;482 Transurethrale prostatectomie;12;Chirurgisch;5 502;234
Vlaams Gewest;483;483 Procedures op penis, testes en scrotum;12;Chirurgisch;1 263;4 364
Vlaams Gewest;484;484 Andere procedures op mannelijk voortplantingsstelsel en gerelateerde procedures;12;Chirurgisch;805;138
Vlaams Gewest;500;500 Maligne aandoening van mannelijk voortplantingsstelsel;12;Medisch;673;3 163
Vlaams Gewest;501;501 Diagnosen van mannelijk voortplantingsstelsel behalve maligne aandoeningen;12;Medisch;2 767;19 051
Vlaams Gewest;510;510 Evisceratie van bekken, radicale hysterectomie en andere radicale gyneco. procedures;13;Chirurgisch;364;< 5
Vlaams Gewest;511;511 Procedures op uterus/adnexen voor maligne aandoening van ovaria en adnexen;13;Chirurgisch;430;48
Vlaams Gewest;512;512 Procedures op uterus/adnexen voor maligne aandoening behalve van ovaria en adnexen;13;Chirurgisch;724;62
Vlaams Gewest;513;513 Procedures op uterus/adnexen voor niet-maligne aandoening behalve leiomyoma;13;Chirurgisch;6 041;5 542
Vlaams Gewest;514;514 Reconstructieve procedures op vrouwelijk voortplantingsstelsel;13;Chirurgisch;1 626;121
Vlaams Gewest;517;517 Dilatatie en curettage voor niet-verloskundige diagnoses;13;Chirurgisch;282;3 944
Vlaams Gewest;518;518 Andere procedures op vrouwelijk voortplantingsstelsel en gerelateerde procedures;13;Chirurgisch;860;1 983
Vlaams Gewest;519;519 Procedures op uterus/adnexen voor leiomyoma;13;Chirurgisch;2 430;767
Vlaams Gewest;530;530 Maligne aandoening van vrouwelijk voortplantingsstelsel;13;Medisch;674;1 209
Vlaams Gewest;531;531 Infecties van vrouwelijk voortplantingsstelsel;13;Medisch;368;251
Vlaams Gewest;532;532 Menstruatiestoornissen en andere stoornissen van vrouwelijk voortplantingsstelsel;13;Medisch;799;6 406
Vlaams Gewest;540;540 Bevalling met sectio caesarea;14;Chirurgisch;14 271;34
Vlaams Gewest;541;541 Vaginale bevalling met sterilisatie en/of dilatatie en curettage;14;Chirurgisch;1 591;74
Vlaams Gewest;542;542 Vaginale bevalling met gecompl. procedures behalve sterilisatie en/of dilatatie en curettage;14;Chirurgisch;960;14
Vlaams Gewest;544;544 Dilatatie en curettage, curettage via aspiratie of hysterotomie voor verloskundige diagnosen;14;Chirurgisch;718;4 275
Vlaams Gewest;545;545 Procedure voor ectopische zwangerschap;14;Chirurgisch;604;110
Vlaams Gewest;546;546 Andere operatiezaal procedures voor verloskundige diagnoses behalve bevalling;14;Chirurgisch;270;152
Vlaams Gewest;560;560 Vaginale bevalling;14;Medisch;47 141;1 397
Vlaams Gewest;561;561 Diagnosen in postpartum en post abortus, zonder procedure;14;Medisch;1 006;80
Vlaams Gewest;563;563 Vroegtijdige arbeid;14;Medisch;950;5
Vlaams Gewest;564;564 Abortus, zonder dilatatie en curettage, curettagevia aspiratie of hysterotomie;14;Medisch;448;178
Vlaams Gewest;565;565 Valse arbeid;14;Medisch;598;8
Vlaams Gewest;566;566 Andere diagnosen in antepartum;14;Medisch;6 687;1 042
Vlaams Gewest;580;580 Pasgeborene, getransfereerd binnen 5 dagen, elders geboren;15;Medisch;69;0
Vlaams Gewest;581;581 Pasgeborene, getransfereerd binnen 5 dagen, hier geboren;15;Medisch;26;< 5
Vlaams Gewest;583;583 Pasgeborene, met ECMO;15;Chirurgisch;8;0
Vlaams Gewest;588;588 Pasgeborene, geboortegewicht < 1500g, met majeure procedure;15;Chirurgisch;18;0
Vlaams Gewest;589;589 Pasgeborene, geboortegewicht < 500g, of geboortegew. 500-999g en zw.duur < 24 weken, of geboortegew. 500-749g met majeure anomalie of zonder levensreddende interventie;15;Medisch;15;0
Vlaams Gewest;591;591 Pasgeborene, geboortegewicht 500-749g zonder majeure procedure;15;Medisch;56;0
Vlaams Gewest;593;593 Pasgeborene, geboortegewicht 750 - 999g zonder majeure procedure;15;Medisch;104;0
Vlaams Gewest;602;602 Pasgeborene, geboortegewicht 1000-1249g met resp. distr. syndr./andere maj. resp. anom. of maj. anom.;15;Medisch;102;0
Vlaams Gewest;603;603 Pasgeborene, geboortegewicht 1000-1249g met of zonder andere significante aandoening;15;Medisch;10;0
Vlaams Gewest;607;607 Pasgeborene, geboortegewicht 1250-1499g met resp. distr. syndr./andere maj. resp. anom. of maj. anom.;15;Medisch;156;0
Vlaams Gewest;608;608 Pasgeborene, geboortegewicht 1250-1499g met of zonder andere significante aandoening;15;Medisch;45;0
Vlaams Gewest;609;609 Pasgeborene, geboortegewicht 1500-2499g met majeure procedure;15;Chirurgisch;25;0
Vlaams Gewest;611;611 Pasgeborene, geboortegewicht 1500-1999g met majeure anomalie;15;Medisch;92;0
Vlaams Gewest;612;612 Pasgeborene, geboortegewicht 1500-1999g met resp. distr. syndr./ andere maj. resp. aandoening;15;Medisch;218;0
Vlaams Gewest;613;613 Pasgeborene, geboortegewicht 1500-1999g met congenitale of perinatale infecties;15;Medisch;18;0
Vlaams Gewest;614;614 Pasgeborene, geboortegewicht : 1500-1999g met of zonder andere significante aandoening;15;Medisch;176;0
Vlaams Gewest;621;621 Pasgeborene, geboortegewicht 2000-2499g met majeure anomalie;15;Medisch;72;0
Vlaams Gewest;622;622 Pasgeborene, geboortegewicht 2000-2499g met resp. distr. syndr./ andere maj. resp. aandoening;15;Medisch;145;0
Vlaams Gewest;623;623 Pasgeborene, geboortegewicht 2000-2499g met congenitale of perinatale infecties;15;Medisch;27;0
Vlaams Gewest;625;625 Pasgeborene, geboortegewicht 2000-2499g, hier geboren, met andere significante aandoening;15;Medisch;105;0
Vlaams Gewest;626;626 Pasgeborene, geboortegewicht 2000-2499g, normale pasgeborene of pasgeborene met ander probleem;15;Medisch;139;0
Vlaams Gewest;630;630 Pasgeborene, geboortegewicht > 2499g met majeure cardiovasculaire procedures;15;Chirurgisch;47;0
Vlaams Gewest;631;631 Pasgeborene, geboortegewicht > 2499g met andere majeure procedure;15;Chirurgisch;51;0
Vlaams Gewest;633;633 Pasgeborene, geboortegewicht > 2499g met majeure anomalie;15;Medisch;245;0
Vlaams Gewest;634;634 Pasgeborene, geboortegewicht > 2499g  met resp. distr. syndr./ andere maj. resp. aandoening;15;Medisch;347;0
Vlaams Gewest;636;636 Pasgeborene, geboortegewicht > 2499g met congenitale of perinatale infecties;15;Medisch;129;0
Vlaams Gewest;639;639 Pasgeborene, geboortegewicht > 2499g hier geboren, met andere significante aandoening;15;Medisch;377;0
Vlaams Gewest;640;640 Pasgeborene, geboortegewicht > 2499g normale pasgeborene of met andere problemen;15;Medisch;1 139;6
Vlaams Gewest;650;650 Splenectomie;16;Chirurgisch;81;< 5
Vlaams Gewest;651;651 Andere procedures op bloed en bloedvormende organen;16;Chirurgisch;311;475
Vlaams Gewest;660;660 Majeure hemato/immunologische diagnosen behalve crisis van sikkelcelanemie en coagulatie;16;Medisch;1 784;3 832
Vlaams Gewest;661;661 Bloedstollingsstoornissen en bloedplaatjes;16;Medisch;635;1 158
Vlaams Gewest;662;662 Crisis van sikkelcelanemie;16;Medisch;341;55
Vlaams Gewest;663;663 Andere anemia en bloedstoornissen en hematopoietische organen;16;Medisch;5 879;12 861
Vlaams Gewest;680;680 Majeure operatiezaal procedures voor lymfatische/hematopoietische/andere neoplasma;17;Chirurgisch;564;21
Vlaams Gewest;681;681 Andere operatiezaal procedures voor lymfatisch/hematopoietisch/andere neoplasma;17;Chirurgisch;1 571;1 028
Vlaams Gewest;690;690 Acute leukemie;17;Medisch;664;3 243
Vlaams Gewest;691;691 Lymfoom, myeloom en niet-acute leukemie;17;Medisch;1 756;5 086
Vlaams Gewest;692;692 Radiotherapie;17;Medisch;155;210
Vlaams Gewest;694;694 Lymphatisch en andere maligne aandoeningen en neoplasmata met onzeker gedrag;17;Medisch;1 435;8 535
Vlaams Gewest;695;695 Chemotherapie voor acute leukemie;17;Medisch;711;7 133
Vlaams Gewest;696;696 Andere chemotherapie;17;Medisch;11 836;286 084
Vlaams Gewest;710;710 Infectieuze en parasitaire ziekten, HIV met operatiezaal procedures inbegrepen;18;Chirurgisch;1 040;98
