code;beschrijving;medisch_of_chirurgicsh;mdc;soort_hospitalisatie;aantal_verblijven
049;Bacteriële en tuberculeuze infecties van het zenuwstelsel;Medisch;01;Klass. hosp;747
049;Bacteriële en tuberculeuze infecties van het zenuwstelsel;Medisch;01;Daghosp.;15
050;Niet bacteriële infecties van het zenuwstelsel behalve virale meningitis;Medisch;01;Klass. hosp;758
050;Niet bacteriële infecties van het zenuwstelsel behalve virale meningitis;Medisch;01;Daghosp.;107
051;Virale meningitis;Medisch;01;Klass. hosp;923
052;Niet-traumatische stupor en coma;Medisch;01;Klass. hosp;2506
052;Niet-traumatische stupor en coma;Medisch;01;Daghosp.;35
053;Epileptisch insult;Medisch;01;Klass. hosp;15372
053;Epileptisch insult;Medisch;01;Daghosp.;277
054;Migraine en hoofdpijn;Medisch;01;Klass. hosp;5262
054;Migraine en hoofdpijn;Medisch;01;Daghosp.;457
055;Schedeltrauma met coma > 1 uur of met bloeding;Medisch;01;Klass. hosp;2474
055;Schedeltrauma met coma > 1 uur of met bloeding;Medisch;01;Daghosp.;13
056;Schedelbreuk en gespecificeerd intracraniaal letsel, met coma < 1 uur of geen coma;Medisch;01;Klass. hosp;1635
056;Schedelbreuk en gespecificeerd intracraniaal letsel, met coma < 1 uur of geen coma;Medisch;01;Daghosp.;11
057;Hersenschudding en niet gespecificeerd intracraniaal letsel, met coma < 1 uur of geen coma;Medisch;01;Klass. hosp;10147
057;Hersenschudding en niet gespecificeerd intracraniaal letsel, met coma < 1 uur of geen coma;Medisch;01;Daghosp.;11
058;Andere aandoeningen van het zenuwstelsel;Medisch;01;Klass. hosp;30525
058;Andere aandoeningen van het zenuwstelsel;Medisch;01;Daghosp.;1292
070;Ingrepen op de orbita;Chirurgisch;02;Klass. hosp;547
070;Ingrepen op de orbita;Chirurgisch;02;Daghosp.;124
071;Intra-oculaire ingrepen behalve op lens;Chirurgisch;02;Klass. hosp;6067
071;Intra-oculaire ingrepen behalve op lens;Chirurgisch;02;Daghosp.;3005
072;Extra-oculaire ingrepen behalve op orbita;Chirurgisch;02;Klass. hosp;2223
072;Extra-oculaire ingrepen behalve op orbita;Chirurgisch;02;Daghosp.;16902
073;Ingrepen op de lens met of zonder vitrectomie;Chirurgisch;02;Klass. hosp;5142
073;Ingrepen op de lens met of zonder vitrectomie;Chirurgisch;02;Daghosp.;93015
080;Belangrijke acute ooginfecties;Medisch;02;Klass. hosp;416
080;Belangrijke acute ooginfecties;Medisch;02;Daghosp.;1
081;Neurologische aandoeningen van het oog;Medisch;02;Klass. hosp;829
081;Neurologische aandoeningen van het oog;Medisch;02;Daghosp.;75
082;Overige aandoeningen van het oog;Medisch;02;Klass. hosp;2352
082;Overige aandoeningen van het oog;Medisch;02;Daghosp.;1885
090;Majeure ingrepen op larynx en trachea, behalve tracheostomie;Chirurgisch;03;Klass. hosp;327
090;Majeure ingrepen op larynx en trachea, behalve tracheostomie;Chirurgisch;03;Daghosp.;56
091;Overige belangrijke ingrepen op hoofd en hals;Chirurgisch;03;Klass. hosp;663
091;Overige belangrijke ingrepen op hoofd en hals;Chirurgisch;03;Daghosp.;694
092;Ingrepen op faciaal bot, behalve majeure ingrepen op hoofd en hals;Chirurgisch;03;Klass. hosp;4025
092;Ingrepen op faciaal bot, behalve majeure ingrepen op hoofd en hals;Chirurgisch;03;Daghosp.;2378
093;Ingrepen op sinussen en mastoïd;Chirurgisch;03;Klass. hosp;7019
093;Ingrepen op sinussen en mastoïd;Chirurgisch;03;Daghosp.;4146
094;Ingrepen op de mond;Chirurgisch;03;Klass. hosp;1830
094;Ingrepen op de mond;Chirurgisch;03;Daghosp.;28515
095;Palatoplastie en herstel van hazelip;Chirurgisch;03;Klass. hosp;725
095;Palatoplastie en herstel van hazelip;Chirurgisch;03;Daghosp.;259
096;Ingrepen op de speekselklieren en sialoadenectomie;Chirurgisch;03;Klass. hosp;1021
096;Ingrepen op de speekselklieren en sialoadenectomie;Chirurgisch;03;Daghosp.;357
097;Adenoïd en amygdalectomie;Chirurgisch;03;Klass. hosp;8438
097;Adenoïd en amygdalectomie;Chirurgisch;03;Daghosp.;34867
098;Andere ingrepen op neus, keel, oren en mond;Chirurgisch;03;Klass. hosp;13887
098;Andere ingrepen op neus, keel, oren en mond;Chirurgisch;03;Daghosp.;28040
110;Maligne aandoeningen van neus, keel, oren en mond;Medisch;03;Klass. hosp;2119
110;Maligne aandoeningen van neus, keel, oren en mond;Medisch;03;Daghosp.;1129
111;Evenwichtsstoornissen;Medisch;03;Klass. hosp;4881
111;Evenwichtsstoornissen;Medisch;03;Daghosp.;46
112;Epistaxis;Medisch;03;Klass. hosp;1117
112;Epistaxis;Medisch;03;Daghosp.;215
113;Epiglottitis, otitis media, infectie bovenste luchtwegen en laryngotracheitis;Medisch;03;Klass. hosp;13907
113;Epiglottitis, otitis media, infectie bovenste luchtwegen en laryngotracheitis;Medisch;03;Daghosp.;987
114;Aandoeningen van tanden en mond;Medisch;03;Klass. hosp;4590
114;Aandoeningen van tanden en mond;Medisch;03;Daghosp.;83841
115;Andere aandoeningen van neus, keel, oren en mond;Medisch;03;Klass. hosp;6495
115;Andere aandoeningen van neus, keel, oren en mond;Medisch;03;Daghosp.;4981
120;Majeure ingrepen op het ademhalingsstelsel;Chirurgisch;04;Klass. hosp;1872
120;Majeure ingrepen op het ademhalingsstelsel;Chirurgisch;04;Daghosp.;11
121;Niet majeure ingrepen op het ademhalingsstelsel;Chirurgisch;04;Klass. hosp;4137
121;Niet majeure ingrepen op het ademhalingsstelsel;Chirurgisch;04;Daghosp.;672
122;Andere ingrepen op het ademhalingsstelsel;Chirurgisch;04;Klass. hosp;675
122;Andere ingrepen op het ademhalingsstelsel;Chirurgisch;04;Daghosp.;277
130;Ziekten van het ademhalingsstelsel met kunstmatige beademing 96+ uur;Medisch;04;Klass. hosp;1826
131;Mucoviscidose;Medisch;04;Klass. hosp;797
131;Mucoviscidose;Medisch;04;Daghosp.;16
132;Bronchopulmonale en andere chronische respiratoire aandoeningen, uit de perinatale periode;Medisch;04;Klass. hosp;93
133;Longoedeem en respiratoire insufficiëntie;Medisch;04;Klass. hosp;2209
133;Longoedeem en respiratoire insufficiëntie;Medisch;04;Daghosp.;30
134;Longembolie;Medisch;04;Klass. hosp;4779
134;Longembolie;Medisch;04;Daghosp.;18
135;Majeur trauma van de thorax;Medisch;04;Klass. hosp;1890
135;Majeur trauma van de thorax;Medisch;04;Daghosp.;7
136;Nieuwvormingen van het ademhalingsstelsel;Medisch;04;Klass. hosp;9801
136;Nieuwvormingen van het ademhalingsstelsel;Medisch;04;Daghosp.;3654
137;Ontstekingen en infecties van het ademhalingsstelsel;Medisch;04;Klass. hosp;7570
137;Ontstekingen en infecties van het ademhalingsstelsel;Medisch;04;Daghosp.;198
138;RSV pneumonie en kinkhoest;Medisch;04;Klass. hosp;676
138;RSV pneumonie en kinkhoest;Medisch;04;Daghosp.;1
139;Gewone pneumonie;Medisch;04;Klass. hosp;32637
139;Gewone pneumonie;Medisch;04;Daghosp.;264
140;Chronische obstructieve longaandoeningen;Medisch;04;Klass. hosp;25901
140;Chronische obstructieve longaandoeningen;Medisch;04;Daghosp.;991
141;Bronchiolitis en astma;Medisch;04;Klass. hosp;15626
141;Bronchiolitis en astma;Medisch;04;Daghosp.;443
142;Interstitiële longaandoeningen;Medisch;04;Klass. hosp;1481
142;Interstitiële longaandoeningen;Medisch;04;Daghosp.;438
143;Pneumothorax en pleurale uitstorting;Medisch;04;Klass. hosp;3527
143;Pneumothorax en pleurale uitstorting;Medisch;04;Daghosp.;89
144;Respiratoire tekens en symptomen en andere aandoeningen van het ademhalingsstelsel;Medisch;04;Klass. hosp;25650
144;Respiratoire tekens en symptomen en andere aandoeningen van het ademhalingsstelsel;Medisch;04;Daghosp.;2569
160;Majeure cardiothoracale ingrepen voor hartafwijkingen;Chirurgisch;05;Klass. hosp;217
161;Implantatie van hartdefibrillator;Chirurgisch;05;Klass. hosp;1164
161;Implantatie van hartdefibrillator;Chirurgisch;05;Daghosp.;12
162;Ingrepen op hartkleppen, met hartkatheterisatie;Chirurgisch;05;Klass. hosp;905
163;Ingrepen op hartkleppen, zonder hartkatheterisatie;Chirurgisch;05;Klass. hosp;3226
164;Coronaire overbrugging, met complicaties van de coronaire overbrugging greffe;Chirurgisch;05;Klass. hosp;1
165;Coronaire overbrugging, zonder complicaties van de coronaire overbrugging, met hartkatheterisatie;Chirurgisch;05;Klass. hosp;2309
166;Coronaire overbrugging, zonder complicaties van de coronaire overbrugging, zonder hartkatheterisatie;Chirurgisch;05;Klass. hosp;3872
167;Andere cardiothoracale ingrepen;Chirurgisch;05;Klass. hosp;1068
167;Andere cardiothoracale ingrepen;Chirurgisch;05;Daghosp.;6
168;Majeure thoracovasculaire ingrepen;Chirurgisch;05;Klass. hosp;3726
168;Majeure thoracovasculaire ingrepen;Chirurgisch;05;Daghosp.;57
169;Majeure abdominale vasculaire ingrepen;Chirurgisch;05;Klass. hosp;858
169;Majeure abdominale vasculaire ingrepen;Chirurgisch;05;Daghosp.;4
170;Plaatsen van permanente pacemaker met AMI, hartdecompensatie of shock;Chirurgisch;05;Klass. hosp;483
171;Plaatsen van permanente pacemaker zonder AMI, hartdecompensatie of shock;Chirurgisch;05;Klass. hosp;7059
171;Plaatsen van permanente pacemaker zonder AMI, hartdecompensatie of shock;Chirurgisch;05;Daghosp.;56
172;Amputatie, wegens circulatoire aandoeningen, behalve van de bovenste ledematen en teen;Chirurgisch;05;Klass. hosp;929
173;Andere vasculaire ingrepen;Chirurgisch;05;Klass. hosp;19036
173;Andere vasculaire ingrepen;Chirurgisch;05;Daghosp.;3651
174;Percutane cardiovasculaire ingrepen met hartinfarct;Chirurgisch;05;Klass. hosp;6791
174;Percutane cardiovasculaire ingrepen met hartinfarct;Chirurgisch;05;Daghosp.;365
175;Percutane cardiovasculaire ingrepen zonder hartinfarct;Chirurgisch;05;Klass. hosp;22563
175;Percutane cardiovasculaire ingrepen zonder hartinfarct;Chirurgisch;05;Daghosp.;2014
176;Vervangen van pacemaker en defibrillator;Chirurgisch;05;Klass. hosp;2661
176;Vervangen van pacemaker en defibrillator;Chirurgisch;05;Daghosp.;564
177;Revisie van pacemaker en defibrillator behalve vervangen apparaat;Chirurgisch;05;Klass. hosp;889
177;Revisie van pacemaker en defibrillator behalve vervangen apparaat;Chirurgisch;05;Daghosp.;91
178;Amputatie, wegens circulatoire aandoeningen, van de bovenste ledematen en teen;Chirurgisch;05;Klass. hosp;491
178;Amputatie, wegens circulatoire aandoeningen, van de bovenste ledematen en teen;Chirurgisch;05;Daghosp.;44
179;Onderbinden en strippen van venen;Chirurgisch;05;Klass. hosp;5403
179;Onderbinden en strippen van venen;Chirurgisch;05;Daghosp.;17030
180;Andere chirurgische ingrepen op het circulatoire systeem;Chirurgisch;05;Klass. hosp;1032
180;Andere chirurgische ingrepen op het circulatoire systeem;Chirurgisch;05;Daghosp.;157
190;Circulatoire aandoeningen, met AMI;Medisch;05;Klass. hosp;10984
190;Circulatoire aandoeningen, met AMI;Medisch;05;Daghosp.;553
191;Hartkatheterisatie met circulatoire aandoening behalve ischemische hartaandoening;Medisch;05;Klass. hosp;9516
191;Hartkatheterisatie met circulatoire aandoening behalve ischemische hartaandoening;Medisch;05;Daghosp.;2026
192;Hartkatheterisatie wegens ischemische hartaandoening;Medisch;05;Klass. hosp;22013
192;Hartkatheterisatie wegens ischemische hartaandoening;Medisch;05;Daghosp.;7762
193;Acute en subacute endocarditis;Medisch;05;Klass. hosp;230
194;Hartinsufficiëntie;Medisch;05;Klass. hosp;20408
194;Hartinsufficiëntie;Medisch;05;Daghosp.;26
195;Diepe veneuze thromboflebitis;Medisch;05;Klass. hosp;1087
195;Diepe veneuze thromboflebitis;Medisch;05;Daghosp.;4
196;Hartstilstand zonder gekende oorzaak;Medisch;05;Klass. hosp;928
196;Hartstilstand zonder gekende oorzaak;Medisch;05;Daghosp.;129
197;Perifere en andere vasculaire aandoeningen;Medisch;05;Klass. hosp;6393
197;Perifere en andere vasculaire aandoeningen;Medisch;05;Daghosp.;2435
198;Atherosclerose;Medisch;05;Klass. hosp;3837
198;Atherosclerose;Medisch;05;Daghosp.;34
199;Hypertensie;Medisch;05;Klass. hosp;3074
199;Hypertensie;Medisch;05;Daghosp.;51
200;Congenitale hart en klepaandoeningen;Medisch;05;Klass. hosp;1324
200;Congenitale hart en klepaandoeningen;Medisch;05;Daghosp.;79
201;Hartarythmie en geleidingsaandoeningen;Medisch;05;Klass. hosp;19688
201;Hartarythmie en geleidingsaandoeningen;Medisch;05;Daghosp.;3889
202;Angina pectoris;Medisch;05;Klass. hosp;3039
202;Angina pectoris;Medisch;05;Daghosp.;19
203;Thoracale pijn;Medisch;05;Klass. hosp;6799
203;Thoracale pijn;Medisch;05;Daghosp.;145
204;Syncope en collaps;Medisch;05;Klass. hosp;8893
204;Syncope en collaps;Medisch;05;Daghosp.;25
205;Cardiomyopathie;Medisch;05;Klass. hosp;421
205;Cardiomyopathie;Medisch;05;Daghosp.;15
206;Dysfunctie, reactie en complicatie op cardio- of vasculair hulpmiddel of ingreep;Medisch;05;Klass. hosp;1409
206;Dysfunctie, reactie en complicatie op cardio- of vasculair hulpmiddel of ingreep;Medisch;05;Daghosp.;389
207;Andere aandoeningen van het circulatoire systeem;Medisch;05;Klass. hosp;5779
207;Andere aandoeningen van het circulatoire systeem;Medisch;05;Daghosp.;273
220;Majeure ingrepen op oesofagus, maag, duodenum;Chirurgisch;06;Klass. hosp;5033
220;Majeure ingrepen op oesofagus, maag, duodenum;Chirurgisch;06;Daghosp.;149
221;Majeure ingrepen op dunne en dikke darm;Chirurgisch;06;Klass. hosp;15074
221;Majeure ingrepen op dunne en dikke darm;Chirurgisch;06;Daghosp.;29
222;Mineure ingrepen op oesofagus, maag, duodenum;Chirurgisch;06;Klass. hosp;645
222;Mineure ingrepen op oesofagus, maag, duodenum;Chirurgisch;06;Daghosp.;100
223;Mineure ingrepen op dunne en dikke darm;Chirurgisch;06;Klass. hosp;2128
223;Mineure ingrepen op dunne en dikke darm;Chirurgisch;06;Daghosp.;110
224;Peritoneale adhesiolyse;Chirurgisch;06;Klass. hosp;2149
224;Peritoneale adhesiolyse;Chirurgisch;06;Daghosp.;108
225;Appendectomie;Chirurgisch;06;Klass. hosp;13801
225;Appendectomie;Chirurgisch;06;Daghosp.;54
226;Ingrepen op de anus en gastro-intestinaal stoma;Chirurgisch;06;Klass. hosp;9908
226;Ingrepen op de anus en gastro-intestinaal stoma;Chirurgisch;06;Daghosp.;6977
227;Ingrepen voor hernia behalve inguinalis en cruris;Chirurgisch;06;Klass. hosp;9165
227;Ingrepen voor hernia behalve inguinalis en cruris;Chirurgisch;06;Daghosp.;2881
228;Ingrepen voor hernia inguinalis en cruris;Chirurgisch;06;Klass. hosp;17512
228;Ingrepen voor hernia inguinalis en cruris;Chirurgisch;06;Daghosp.;6129
229;Andere ingrepen op het spijsverteringsstelsel;Chirurgisch;06;Klass. hosp;2174
229;Andere ingrepen op het spijsverteringsstelsel;Chirurgisch;06;Daghosp.;272
240;Maligne aandoeningen van het spijsverteringsstelsel;Medisch;06;Klass. hosp;7860
240;Maligne aandoeningen van het spijsverteringsstelsel;Medisch;06;Daghosp.;6855
241;Peptisch ulcus en gastritis;Medisch;06;Klass. hosp;9646
241;Peptisch ulcus en gastritis;Medisch;06;Daghosp.;7577
242;Majeure slokdarmaandoeningen;Medisch;06;Klass. hosp;957
242;Majeure slokdarmaandoeningen;Medisch;06;Daghosp.;290
243;Andere slokdarmaandoeningen;Medisch;06;Klass. hosp;10289
243;Andere slokdarmaandoeningen;Medisch;06;Daghosp.;16897
244;Diverticulitis en diverticulosis;Medisch;06;Klass. hosp;8931
244;Diverticulitis en diverticulosis;Medisch;06;Daghosp.;14744
245;Ontstekingen van de darmen;Medisch;06;Klass. hosp;2964
245;Ontstekingen van de darmen;Medisch;06;Daghosp.;6274
246;Gastro-intestinale vasculaire insufficiëntie;Medisch;06;Klass. hosp;1416
246;Gastro-intestinale vasculaire insufficiëntie;Medisch;06;Daghosp.;134
247;Gastro-intestinale obstructie;Medisch;06;Klass. hosp;8444
247;Gastro-intestinale obstructie;Medisch;06;Daghosp.;450
248;Majeure gastro-intestinale bacteriële infecties;Medisch;06;Klass. hosp;770
248;Majeure gastro-intestinale bacteriële infecties;Medisch;06;Daghosp.;19
249;Niet bacteriële gastro-enteritis en buikpijn;Medisch;06;Klass. hosp;29389
249;Niet bacteriële gastro-enteritis en buikpijn;Medisch;06;Daghosp.;8328
250;Andere aandoeningen van het spijsverteringsstelsel;Medisch;06;Klass. hosp;30385
250;Andere aandoeningen van het spijsverteringsstelsel;Medisch;06;Daghosp.;62993
260;Intra-abdominale shunt en ingrepen op lever en pancreas;Chirurgisch;07;Klass. hosp;2108
260;Intra-abdominale shunt en ingrepen op lever en pancreas;Chirurgisch;07;Daghosp.;10
261;Majeure ingrepen op de galwegen;Chirurgisch;07;Klass. hosp;665
261;Majeure ingrepen op de galwegen;Chirurgisch;07;Daghosp.;41
262;Cholecystectomie, behalve laparoscopie;Chirurgisch;07;Klass. hosp;821
262;Cholecystectomie, behalve laparoscopie;Chirurgisch;07;Daghosp.;1
263;Laparoscopische cholecystectomie;Chirurgisch;07;Klass. hosp;17571
263;Laparoscopische cholecystectomie;Chirurgisch;07;Daghosp.;425
264;Andere ingrepen hepatobiliair stelsel en pancreas;Chirurgisch;07;Klass. hosp;951
264;Andere ingrepen hepatobiliair stelsel en pancreas;Chirurgisch;07;Daghosp.;132
280;Cirrose en hepatitis door alcohol;Medisch;07;Klass. hosp;4340
280;Cirrose en hepatitis door alcohol;Medisch;07;Daghosp.;525
281;Maligne aandoeningen van het hepatobiliair stelsel of van de pancreas;Medisch;07;Klass. hosp;5195
281;Maligne aandoeningen van het hepatobiliair stelsel of van de pancreas;Medisch;07;Daghosp.;1651
282;Aandoeningen van de pancreas behalve maligne aandoeningen;Medisch;07;Klass. hosp;6138
282;Aandoeningen van de pancreas behalve maligne aandoeningen;Medisch;07;Daghosp.;658
283;Aandoeningen van de lever behalve maligne aandoeningen, cirrose en hepatitis door alcohol;Medisch;07;Klass. hosp;4232
283;Aandoeningen van de lever behalve maligne aandoeningen, cirrose en hepatitis door alcohol;Medisch;07;Daghosp.;1254
284;Aandoeningen van de galwegen;Medisch;07;Klass. hosp;9293
284;Aandoeningen van de galwegen;Medisch;07;Daghosp.;954
300;Bilaterale of multipele majeure ingrepen op gewrichten van de onderste ledematen;Chirurgisch;08;Klass. hosp;359
301;Majeure ingrepen op gewrichten en heraanhechten onderste ledematen bij trauma;Chirurgisch;08;Klass. hosp;6182
302;Majeure ingrepen op gewrichten en heraanhechten onderste ledematen behalve bij trauma;Chirurgisch;08;Klass. hosp;37921
302;Majeure ingrepen op gewrichten en heraanhechten onderste ledematen behalve bij trauma;Chirurgisch;08;Daghosp.;19
303;Dorso en lumbale arthrodese bij deviatie van rugkromming;Chirurgisch;08;Klass. hosp;252
304;Dorso en lumbale arthrodese behalve bij deviatie van rugkromming;Chirurgisch;08;Klass. hosp;8783
304;Dorso en lumbale arthrodese behalve bij deviatie van rugkromming;Chirurgisch;08;Daghosp.;2
305;Amputatie voor aandoeningen van het musculoskeletaal stelsel en bindweefsel;Chirurgisch;08;Klass. hosp;268
305;Amputatie voor aandoeningen van het musculoskeletaal stelsel en bindweefsel;Chirurgisch;08;Daghosp.;2
306;Majeure ingrepen op gewrichten en heraanhechten van de bovenste ledematen;Chirurgisch;08;Klass. hosp;2251
306;Majeure ingrepen op gewrichten en heraanhechten van de bovenste ledematen;Chirurgisch;08;Daghosp.;42
307;Reconstructieve ingrepen op craniale en faciale beenderen;Chirurgisch;08;Klass. hosp;383
307;Reconstructieve ingrepen op craniale en faciale beenderen;Chirurgisch;08;Daghosp.;249
308;Ingrepen op heup en femur behalve majeure ingrepen op gewricht, voor trauma;Chirurgisch;08;Klass. hosp;10296
308;Ingrepen op heup en femur behalve majeure ingrepen op gewricht, voor trauma;Chirurgisch;08;Daghosp.;7
309;Ingrepen op heup en femur behalve majeure ingrepen op gewricht, behalve voor trauma;Chirurgisch;08;Klass. hosp;2281
309;Ingrepen op heup en femur behalve majeure ingrepen op gewricht, behalve voor trauma;Chirurgisch;08;Daghosp.;128
310;Ingrepen op rug en nek behalve spinale arthrodese;Chirurgisch;08;Klass. hosp;23904
310;Ingrepen op rug en nek behalve spinale arthrodese;Chirurgisch;08;Daghosp.;2603
311;Debridisatie en huidgreffe voor open wonde, musculoskeletaal en bindweefsel aandoeningen, behalve hand;Chirurgisch;08;Klass. hosp;104
311;Debridisatie en huidgreffe voor open wonde, musculoskeletaal en bindweefsel aandoeningen, behalve hand;Chirurgisch;08;Daghosp.;53
312;Debridisatie en huidgreffe behalve open wonde, voor musculoskeletaal en bindweefsel aandoeningen, behalve hand;Chirurgisch;08;Klass. hosp;1002
312;Debridisatie en huidgreffe behalve open wonde, voor musculoskeletaal en bindweefsel aandoeningen, behalve hand;Chirurgisch;08;Daghosp.;259
313;Ingrepen onderste extremiteiten knie en onderbeen, behalve voet;Chirurgisch;08;Klass. hosp;24605
313;Ingrepen onderste extremiteiten knie en onderbeen, behalve voet;Chirurgisch;08;Daghosp.;42426
314;Ingrepen op voet;Chirurgisch;08;Klass. hosp;12565
314;Ingrepen op voet;Chirurgisch;08;Daghosp.;4807
315;Ingrepen op schouder, elleboog en voorarm;Chirurgisch;08;Klass. hosp;31990
315;Ingrepen op schouder, elleboog en voorarm;Chirurgisch;08;Daghosp.;7882
316;Ingrepen op hand en pols;Chirurgisch;08;Klass. hosp;6405
316;Ingrepen op hand en pols;Chirurgisch;08;Daghosp.;28181
317;Ingrepen op de weke weefsels;Chirurgisch;08;Klass. hosp;8334
317;Ingrepen op de weke weefsels;Chirurgisch;08;Daghosp.;9275
318;Verwijderen van inwendige fixatoren;Chirurgisch;08;Klass. hosp;4767
318;Verwijderen van inwendige fixatoren;Chirurgisch;08;Daghosp.;17653
319;Locale excisie van musculoskeletaal stelsel;Chirurgisch;08;Klass. hosp;3435
319;Locale excisie van musculoskeletaal stelsel;Chirurgisch;08;Daghosp.;6368
320;Andere ingrepen op musculoskeletaal stelsel en bindweefsel;Chirurgisch;08;Klass. hosp;5422
320;Andere ingrepen op musculoskeletaal stelsel en bindweefsel;Chirurgisch;08;Daghosp.;5406
340;Femurfracturen;Medisch;08;Klass. hosp;1426
340;Femurfracturen;Medisch;08;Daghosp.;22
341;Fracturen van bekken of luxatie van de heup;Medisch;08;Klass. hosp;3698
341;Fracturen van bekken of luxatie van de heup;Medisch;08;Daghosp.;33
342;Fracturen of luxatie, behalve heup en bekken;Medisch;08;Klass. hosp;9754
342;Fracturen of luxatie, behalve heup en bekken;Medisch;08;Daghosp.;4440
343;Pathologische fracturen en maligne aandoeningen van bindweefsel en musculoskeletaal stelsel;Medisch;08;Klass. hosp;6468
343;Pathologische fracturen en maligne aandoeningen van bindweefsel en musculoskeletaal stelsel;Medisch;08;Daghosp.;2151
344;Osteomyelitis;Medisch;08;Klass. hosp;493
344;Osteomyelitis;Medisch;08;Daghosp.;21
345;Septische arthritis;Medisch;08;Klass. hosp;433
345;Septische arthritis;Medisch;08;Daghosp.;5
346;Aandoeningen van het bindweefsel;Medisch;08;Klass. hosp;3143
346;Aandoeningen van het bindweefsel;Medisch;08;Daghosp.;1637
347;Medische rugproblemen;Medisch;08;Klass. hosp;21859
347;Medische rugproblemen;Medisch;08;Daghosp.;154699
348;Andere beenderziekten;Medisch;08;Klass. hosp;3991
348;Andere beenderziekten;Medisch;08;Daghosp.;1543
349;Dysfunctie, reactie en complicaties van orthopedische hulpmiddelen of ingreep;Medisch;08;Klass. hosp;2287
349;Dysfunctie, reactie en complicaties van orthopedische hulpmiddelen of ingreep;Medisch;08;Daghosp.;264
350;Tekens, symptomen, kneuzingen en mineure ontsteking van het musculoskeletaal stelsel en bindweefsel;Medisch;08;Klass. hosp;4849
350;Tekens, symptomen, kneuzingen en mineure ontsteking van het musculoskeletaal stelsel en bindweefsel;Medisch;08;Daghosp.;1172
351;Andere aandoeningen van het musculoskeletaal stelsel en bindweefsel;Medisch;08;Klass. hosp;5300
351;Andere aandoeningen van het musculoskeletaal stelsel en bindweefsel;Medisch;08;Daghosp.;4767
360;Huidgreffe en/of debridisatie voor ulcus of cellulitis;Chirurgisch;09;Klass. hosp;1095
