code;beschrijving;medisch_of_chirurgicsh;mdc;soort_hospitalisatie;aantal_verblijven
080;Acute majeure ooginfecties;Medisch;02;Daghosp.;11
082;Oogstoornissen behalve majeure infecties;Medisch;02;Klass. hosp;2935
082;Oogstoornissen behalve majeure infecties;Medisch;02;Daghosp.;2050
089;Majeure procedures op aangezichts- en schedelbeenderen;Chirurgisch;03;Klass. hosp;1704
089;Majeure procedures op aangezichts- en schedelbeenderen;Chirurgisch;03;Daghosp.;370
090;Majeure procedures op larynx en trachea;Chirurgisch;03;Klass. hosp;259
090;Majeure procedures op larynx en trachea;Chirurgisch;03;Daghosp.;11
091;Andere majeure procedures op hoofd en hals;Chirurgisch;03;Klass. hosp;604
091;Andere majeure procedures op hoofd en hals;Chirurgisch;03;Daghosp.;343
092;Procedures op aangezichtsbeenderen, behalve majeure procedures op aangezichts- en schedelbeenderen;Chirurgisch;03;Klass. hosp;3408
092;Procedures op aangezichtsbeenderen, behalve majeure procedures op aangezichts- en schedelbeenderen;Chirurgisch;03;Daghosp.;8456
093;Procedures op sinussen en mastoïd;Chirurgisch;03;Klass. hosp;7008
093;Procedures op sinussen en mastoïd;Chirurgisch;03;Daghosp.;4489
095;Palatoplastie en herstel van hazelip;Chirurgisch;03;Klass. hosp;852
095;Palatoplastie en herstel van hazelip;Chirurgisch;03;Daghosp.;353
097;Procedures op tonsillen en adenoïden;Chirurgisch;03;Klass. hosp;8215
097;Procedures op tonsillen en adenoïden;Chirurgisch;03;Daghosp.;37526
098;Andere procedures op oren, neus, mond en keel;Chirurgisch;03;Klass. hosp;14927
098;Andere procedures op oren, neus, mond en keel;Chirurgisch;03;Daghosp.;69200
110;Maligne aandoeningen van oren, neus, mond, keel, schedel/aangezicht;Medisch;03;Klass. hosp;1991
110;Maligne aandoeningen van oren, neus, mond, keel, schedel/aangezicht;Medisch;03;Daghosp.;1280
111;Vertigo en andere labyrinthstoornissen;Medisch;03;Klass. hosp;5076
111;Vertigo en andere labyrinthstoornissen;Medisch;03;Daghosp.;47
113;Infecties bovenste luchtwegen;Medisch;03;Klass. hosp;16202
113;Infecties bovenste luchtwegen;Medisch;03;Daghosp.;832
114;Dentale en orale ziekten en letsels;Medisch;03;Klass. hosp;4484
114;Dentale en orale ziekten en letsels;Medisch;03;Daghosp.;96657
115;Andere diagnosen van oren, neus, mond, keel en schedel/aangezicht;Medisch;03;Klass. hosp;44405
115;Andere diagnosen van oren, neus, mond, keel en schedel/aangezicht;Medisch;03;Daghosp.;5897
120;Majeure thoracale en respiratoire procedures;Chirurgisch;04;Klass. hosp;2413
120;Majeure thoracale en respiratoire procedures;Chirurgisch;04;Daghosp.;13
121;Andere respiratoire en thoracale procedures;Chirurgisch;04;Klass. hosp;4426
121;Andere respiratoire en thoracale procedures;Chirurgisch;04;Daghosp.;421
130;Diagnose van het respiratoire stelsel met kunstmatige beademing 96+ uur;Medisch;04;Klass. hosp;1747
131;Mucoviscidose (cystic fibrosis) - longziekte;Medisch;04;Klass. hosp;825
131;Mucoviscidose (cystic fibrosis) - longziekte;Medisch;04;Daghosp.;20
132;Bronchopulmonale dysplasie en andere chronische respiratoire ziekten ontstaan in de perinatale periode;Medisch;04;Klass. hosp;104
132;Bronchopulmonale dysplasie en andere chronische respiratoire ziekten ontstaan in de perinatale periode;Medisch;04;Daghosp.;3
133;Longoedeem en respiratoire insufficiëntie;Medisch;04;Klass. hosp;1446
133;Longoedeem en respiratoire insufficiëntie;Medisch;04;Daghosp.;13
134;Longembolie;Medisch;04;Klass. hosp;5263
134;Longembolie;Medisch;04;Daghosp.;15
135;Majeur thoracaal en respiratoir trauma;Medisch;04;Klass. hosp;2848
135;Majeur thoracaal en respiratoir trauma;Medisch;04;Daghosp.;6
136;Maligne respiratoire aandoening;Medisch;04;Klass. hosp;8900
136;Maligne respiratoire aandoening;Medisch;04;Daghosp.;4104
137;Majeure respiratoire infecties en inflammaties;Medisch;04;Klass. hosp;7464
137;Majeure respiratoire infecties en inflammaties;Medisch;04;Daghosp.;201
138;Bronchiolitis en RSV pneumonie;Medisch;04;Klass. hosp;11968
138;Bronchiolitis en RSV pneumonie;Medisch;04;Daghosp.;19
139;Andere pneumonie;Medisch;04;Klass. hosp;34741
139;Andere pneumonie;Medisch;04;Daghosp.;184
140;Chronische obstructieve longaandoeningen;Medisch;04;Klass. hosp;28639
140;Chronische obstructieve longaandoeningen;Medisch;04;Daghosp.;793
141;Astma;Medisch;04;Klass. hosp;5896
141;Astma;Medisch;04;Daghosp.;115
142;Interstitiële longziekte;Medisch;04;Klass. hosp;1821
142;Interstitiële longziekte;Medisch;04;Daghosp.;408
143;Andere respiratoire diagnosen behalve tekens, symptomen en mineure diagnosen;Medisch;04;Klass. hosp;6205
143;Andere respiratoire diagnosen behalve tekens, symptomen en mineure diagnosen;Medisch;04;Daghosp.;1515
144;Respiratoire tekens, symptomen en mineure diagnosen;Medisch;04;Klass. hosp;27389
144;Respiratoire tekens, symptomen en mineure diagnosen;Medisch;04;Daghosp.;2832
160;Majeur cardiothoracaal herstel van hartanomalie;Chirurgisch;05;Klass. hosp;148
161;Inplantatie van hartdefibrillator en hartassistentiesyteem;Chirurgisch;05;Klass. hosp;1690
161;Inplantatie van hartdefibrillator en hartassistentiesyteem;Chirurgisch;05;Daghosp.;28
162;Procedures op hartkleppen met hartkatheterisatie;Chirurgisch;05;Klass. hosp;927
163;Procedures op hartkleppen zonder hartkatheterisatie;Chirurgisch;05;Klass. hosp;3978
165;Coronaire overbrugging met hartkatheterisatie of percutane hartprocedures;Chirurgisch;05;Klass. hosp;2000
165;Coronaire overbrugging met hartkatheterisatie of percutane hartprocedures;Chirurgisch;05;Daghosp.;1
166;Coronaire overbrugging zonder hartkatheterisatie of percutane hartprocedures;Chirurgisch;05;Klass. hosp;3585
167;Andere cardiothoracale procedures;Chirurgisch;05;Klass. hosp;810
167;Andere cardiothoracale procedures;Chirurgisch;05;Daghosp.;3
169;Majeure thoracale en abdominale vasculaire procedures;Chirurgisch;05;Klass. hosp;2735
169;Majeure thoracale en abdominale vasculaire procedures;Chirurgisch;05;Daghosp.;10
170;Implantatie van permanente pacemaker met AMI, hartdecompensatie of shock;Chirurgisch;05;Klass. hosp;409
170;Implantatie van permanente pacemaker met AMI, hartdecompensatie of shock;Chirurgisch;05;Daghosp.;1
171;Implanteren van permanente pacemaker zonder AMI, hartdecompensatie of shock;Chirurgisch;05;Klass. hosp;7463
171;Implanteren van permanente pacemaker zonder AMI, hartdecompensatie of shock;Chirurgisch;05;Daghosp.;56
173;Andere vasculaire procedures;Chirurgisch;05;Klass. hosp;21552
173;Andere vasculaire procedures;Chirurgisch;05;Daghosp.;3381
174;Percutane cardiovasculaire procedures met acuut hartinfarct;Chirurgisch;05;Klass. hosp;7699
174;Percutane cardiovasculaire procedures met acuut hartinfarct;Chirurgisch;05;Daghosp.;437
175;Percutane cardiovasculaire procedures zonder acuut hartinfarct;Chirurgisch;05;Klass. hosp;22396
175;Percutane cardiovasculaire procedures zonder acuut hartinfarct;Chirurgisch;05;Daghosp.;1933
176;Vervangen van pacemaker of defibrillator;Chirurgisch;05;Klass. hosp;2761
176;Vervangen van pacemaker of defibrillator;Chirurgisch;05;Daghosp.;329
177;Revisie van pacemaker of defibrillator behalve toestel vervanging;Chirurgisch;05;Klass. hosp;905
177;Revisie van pacemaker of defibrillator behalve toestel vervanging;Chirurgisch;05;Daghosp.;66
180;Andere procedures op het circulatoire systeem;Chirurgisch;05;Klass. hosp;4611
180;Andere procedures op het circulatoire systeem;Chirurgisch;05;Daghosp.;20521
190;Acuut myocardinfarct;Medisch;05;Klass. hosp;8462
190;Acuut myocardinfarct;Medisch;05;Daghosp.;466
191;Hartkatheterisatie met circulatoire stoornissen behalve ischemische hartziekte;Medisch;05;Klass. hosp;12656
191;Hartkatheterisatie met circulatoire stoornissen behalve ischemische hartziekte;Medisch;05;Daghosp.;2838
192;Hartkatheterisatie voor ischemische hartziekte;Medisch;05;Klass. hosp;21572
192;Hartkatheterisatie voor ischemische hartziekte;Medisch;05;Daghosp.;9852
193;Acute en subacute endocarditis;Medisch;05;Klass. hosp;196
194;Hartfalen;Medisch;05;Klass. hosp;21748
194;Hartfalen;Medisch;05;Daghosp.;21
196;Hartstilstand;Medisch;05;Klass. hosp;1070
196;Hartstilstand;Medisch;05;Daghosp.;117
197;Perifere en andere vasculaire stoornissen;Medisch;05;Klass. hosp;6547
197;Perifere en andere vasculaire stoornissen;Medisch;05;Daghosp.;1753
198;Angina pectoris en coronaire atherosclerose;Medisch;05;Klass. hosp;6321
198;Angina pectoris en coronaire atherosclerose;Medisch;05;Daghosp.;49
199;Hypertensie;Medisch;05;Klass. hosp;2781
199;Hypertensie;Medisch;05;Daghosp.;32
200;Structurele hartaandoeningen en kleplijden;Medisch;05;Klass. hosp;1350
200;Structurele hartaandoeningen en kleplijden;Medisch;05;Daghosp.;132
201;Hartaritmie en geleidingsstoornissen;Medisch;05;Klass. hosp;20508
201;Hartaritmie en geleidingsstoornissen;Medisch;05;Daghosp.;4842
203;Thoracale pijn;Medisch;05;Klass. hosp;5725
203;Thoracale pijn;Medisch;05;Daghosp.;134
204;Syncope en collaps;Medisch;05;Klass. hosp;9699
204;Syncope en collaps;Medisch;05;Daghosp.;34
205;Cardiomyopathie;Medisch;05;Klass. hosp;289
205;Cardiomyopathie;Medisch;05;Daghosp.;6
206;Dysfunctie, reactie en complicatie op cardiaal of vasculair toestel of procedure;Medisch;05;Klass. hosp;986
206;Dysfunctie, reactie en complicatie op cardiaal of vasculair toestel of procedure;Medisch;05;Daghosp.;360
207;Andere diagnosen van het circulatoir stelsel;Medisch;05;Klass. hosp;5323
207;Andere diagnosen van het circulatoir stelsel;Medisch;05;Daghosp.;253
220;Majeure procedures op oesofagus, maag en duodenum;Chirurgisch;06;Klass. hosp;3515
220;Majeure procedures op oesofagus, maag en duodenum;Chirurgisch;06;Daghosp.;139
221;Majeure procedures op dunne en dikke darm;Chirurgisch;06;Klass. hosp;16012
221;Majeure procedures op dunne en dikke darm;Chirurgisch;06;Daghosp.;61
222;Andere procedures op oesofagus, maag, duodenum;Chirurgisch;06;Klass. hosp;2347
222;Andere procedures op oesofagus, maag, duodenum;Chirurgisch;06;Daghosp.;185
223;Andere procedures op dunne en dikke darm;Chirurgisch;06;Klass. hosp;2943
223;Andere procedures op dunne en dikke darm;Chirurgisch;06;Daghosp.;281
224;Peritoneale adhesiolyse;Chirurgisch;06;Klass. hosp;1633
224;Peritoneale adhesiolyse;Chirurgisch;06;Daghosp.;95
225;Appendectomie;Chirurgisch;06;Klass. hosp;13820
225;Appendectomie;Chirurgisch;06;Daghosp.;98
226;Anale procedures;Chirurgisch;06;Klass. hosp;8502
226;Anale procedures;Chirurgisch;06;Daghosp.;8171
227;Procedures voor hernia behalve voor hernia inguinalis, femoralis en umbilicalis;Chirurgisch;06;Klass. hosp;6489
227;Procedures voor hernia behalve voor hernia inguinalis, femoralis en umbilicalis;Chirurgisch;06;Daghosp.;1066
228;Procedures voor hernia inguinalis, femoralis en umbilicalis;Chirurgisch;06;Klass. hosp;18761
228;Procedures voor hernia inguinalis, femoralis en umbilicalis;Chirurgisch;06;Daghosp.;10404
229;Andere procedures op het spijsverteringsstelsel en abdomen;Chirurgisch;06;Klass. hosp;2437
229;Andere procedures op het spijsverteringsstelsel en abdomen;Chirurgisch;06;Daghosp.;423
240;Maligne aandoeningen van het spijsverteringsstelsel;Medisch;06;Klass. hosp;7211
240;Maligne aandoeningen van het spijsverteringsstelsel;Medisch;06;Daghosp.;7459
241;Peptisch ulcus en gastritis;Medisch;06;Klass. hosp;9209
241;Peptisch ulcus en gastritis;Medisch;06;Daghosp.;10393
242;Majeure slokdarmstoornissen;Medisch;06;Klass. hosp;957
242;Majeure slokdarmstoornissen;Medisch;06;Daghosp.;410
243;Andere slokdarmstoornissen;Medisch;06;Klass. hosp;8624
243;Andere slokdarmstoornissen;Medisch;06;Daghosp.;17828
244;Diverticulitis en diverticulosis;Medisch;06;Klass. hosp;9468
244;Diverticulitis en diverticulosis;Medisch;06;Daghosp.;15137
245;Inflammatoire darmziekte;Medisch;06;Klass. hosp;3024
245;Inflammatoire darmziekte;Medisch;06;Daghosp.;6866
246;Gastro-intestinale vasculaire insufficiëntie;Medisch;06;Klass. hosp;1746
246;Gastro-intestinale vasculaire insufficiëntie;Medisch;06;Daghosp.;162
247;Intestinale obstructie;Medisch;06;Klass. hosp;8627
247;Intestinale obstructie;Medisch;06;Daghosp.;457
248;Majeure gastro-intestinale en peritoneale infecties;Medisch;06;Klass. hosp;5013
248;Majeure gastro-intestinale en peritoneale infecties;Medisch;06;Daghosp.;127
249;Niet bacteriële gastro-enteritis, misselijkheid en braken;Medisch;06;Klass. hosp;28461
249;Niet bacteriële gastro-enteritis, misselijkheid en braken;Medisch;06;Daghosp.;6468
251;Abdominale pijn;Medisch;06;Klass. hosp;6741
251;Abdominale pijn;Medisch;06;Daghosp.;6848
252;Dysfunctie, reactie op en complicatie van gastro-intestinaal toestel of procedure;Medisch;06;Klass. hosp;1732
252;Dysfunctie, reactie op en complicatie van gastro-intestinaal toestel of procedure;Medisch;06;Daghosp.;711
253;Andere en niet gespecificeerde gastro-intestinale hemorragie;Medisch;06;Klass. hosp;2550
253;Andere en niet gespecificeerde gastro-intestinale hemorragie;Medisch;06;Daghosp.;1884
254;Andere diagnosen van spijsverteringsstelsel;Medisch;06;Klass. hosp;22526
254;Andere diagnosen van spijsverteringsstelsel;Medisch;06;Daghosp.;69585
260;Majeure pancreas-, lever- en shuntprocedures;Chirurgisch;07;Klass. hosp;2283
260;Majeure pancreas-, lever- en shuntprocedures;Chirurgisch;07;Daghosp.;26
261;Majeure procedures op de galwegen;Chirurgisch;07;Klass. hosp;632
261;Majeure procedures op de galwegen;Chirurgisch;07;Daghosp.;38
262;Cholecystectomie, behalve laparoscopisch;Chirurgisch;07;Klass. hosp;1019
262;Cholecystectomie, behalve laparoscopisch;Chirurgisch;07;Daghosp.;11
263;Laparoscopische cholecystectomie;Chirurgisch;07;Klass. hosp;19211
263;Laparoscopische cholecystectomie;Chirurgisch;07;Daghosp.;844
264;Andere procedures op hepatobiliair stelsel en pancreas, abdominaal;Chirurgisch;07;Klass. hosp;1024
264;Andere procedures op hepatobiliair stelsel en pancreas, abdominaal;Chirurgisch;07;Daghosp.;284
279;Hepatisch coma en andere majeure acute leverstoornissen;Medisch;07;Klass. hosp;1672
279;Hepatisch coma en andere majeure acute leverstoornissen;Medisch;07;Daghosp.;82
280;Alcoholische leverziekte;Medisch;07;Klass. hosp;3865
280;Alcoholische leverziekte;Medisch;07;Daghosp.;372
281;Maligne aandoeningen van het hepatobiliair stelsel en de pancreas;Medisch;07;Klass. hosp;5025
281;Maligne aandoeningen van het hepatobiliair stelsel en de pancreas;Medisch;07;Daghosp.;1836
282;Stoornissen van de pancreas behalve maligne aandoeningen;Medisch;07;Klass. hosp;6719
282;Stoornissen van de pancreas behalve maligne aandoeningen;Medisch;07;Daghosp.;766
283;Andere leverstoornissen;Medisch;07;Klass. hosp;3348
283;Andere leverstoornissen;Medisch;07;Daghosp.;1518
284;Stoornissen van de galblaas en de galwegen;Medisch;07;Klass. hosp;10852
284;Stoornissen van de galblaas en de galwegen;Medisch;07;Daghosp.;1071
301;Vervanging van heupgewricht;Chirurgisch;08;Klass. hosp;27536
301;Vervanging van heupgewricht;Chirurgisch;08;Daghosp.;11
302;Kniegewricht vervanging;Chirurgisch;08;Klass. hosp;22321
302;Kniegewricht vervanging;Chirurgisch;08;Daghosp.;15
303;Dorsolumbale arthrodese bij wervelkolomafwijkingen;Chirurgisch;08;Klass. hosp;306
304;Dorsolumbale arthrodese behalve bij wervelkolomafwijkingen;Chirurgisch;08;Klass. hosp;9819
304;Dorsolumbale arthrodese behalve bij wervelkolomafwijkingen;Chirurgisch;08;Daghosp.;3
305;Amputatie van onderste lidmaat behalve tenen;Chirurgisch;08;Klass. hosp;1030
305;Amputatie van onderste lidmaat behalve tenen;Chirurgisch;08;Daghosp.;2
308;Procedures op heup en femur voor trauma behalve gewrichtsvervanging;Chirurgisch;08;Klass. hosp;10780
308;Procedures op heup en femur voor trauma behalve gewrichtsvervanging;Chirurgisch;08;Daghosp.;6
309;Procedures op heup en femur zonder trauma behalve gewrichtsvervanging;Chirurgisch;08;Klass. hosp;2795
309;Procedures op heup en femur zonder trauma behalve gewrichtsvervanging;Chirurgisch;08;Daghosp.;805
310;Excisie en decompressie van discus intervertebralis;Chirurgisch;08;Klass. hosp;19640
310;Excisie en decompressie van discus intervertebralis;Chirurgisch;08;Daghosp.;173
312;Huidgreffe behalve op de hand, voor musculo-skeletaal en bindweefsel diagnosen;Chirurgisch;08;Klass. hosp;371
312;Huidgreffe behalve op de hand, voor musculo-skeletaal en bindweefsel diagnosen;Chirurgisch;08;Daghosp.;280
313;Procedures op de knie en het onderbeen, behalve op de voet;Chirurgisch;08;Klass. hosp;24696
313;Procedures op de knie en het onderbeen, behalve op de voet;Chirurgisch;08;Daghosp.;47113
314;Procedures op voet en tenen;Chirurgisch;08;Klass. hosp;16131
314;Procedures op voet en tenen;Chirurgisch;08;Daghosp.;6391
315;Procedures op schouder, arm en voorarm;Chirurgisch;08;Klass. hosp;37902
315;Procedures op schouder, arm en voorarm;Chirurgisch;08;Daghosp.;11009
316;Procedures op hand en pols;Chirurgisch;08;Klass. hosp;6751
316;Procedures op hand en pols;Chirurgisch;08;Daghosp.;31567
317;Procedures op pees, spier en andere weke weefsels;Chirurgisch;08;Klass. hosp;7579
317;Procedures op pees, spier en andere weke weefsels;Chirurgisch;08;Daghosp.;9257
320;Andere procedures op musculo-skeletaalstelsel en bindweefsel;Chirurgisch;08;Klass. hosp;9067
320;Andere procedures op musculo-skeletaalstelsel en bindweefsel;Chirurgisch;08;Daghosp.;22383
321;Cervicale artrodese en andere procedures op nek/rug, behalve excisie/decompressie discus intervertebralis;Chirurgisch;08;Klass. hosp;7443
321;Cervicale artrodese en andere procedures op nek/rug, behalve excisie/decompressie discus intervertebralis;Chirurgisch;08;Daghosp.;367
340;Femurfracturen;Medisch;08;Klass. hosp;1454
340;Femurfracturen;Medisch;08;Daghosp.;22
341;Fracturen van het bekken of luxatie van de heup;Medisch;08;Klass. hosp;3784
341;Fracturen van het bekken of luxatie van de heup;Medisch;08;Daghosp.;33
342;Fracturen of luxatie, behalve femur, heup en bekken;Medisch;08;Klass. hosp;9071
342;Fracturen of luxatie, behalve femur, heup en bekken;Medisch;08;Daghosp.;4221
343;Maligne aandoeningen van het musculoskeletaal stelsel en pathologische fracturen hierdoor.;Medisch;08;Klass. hosp;2270
343;Maligne aandoeningen van het musculoskeletaal stelsel en pathologische fracturen hierdoor.;Medisch;08;Daghosp.;1351
344;Osteomyelitis, septische arthritis en andere musculo-skeletale infecties;Medisch;08;Klass. hosp;1264
344;Osteomyelitis, septische arthritis en andere musculo-skeletale infecties;Medisch;08;Daghosp.;47
346;Stoornissen van het bindweefsel;Medisch;08;Klass. hosp;3662
346;Stoornissen van het bindweefsel;Medisch;08;Daghosp.;2025
347;Andere stoornissen, breuken en letsels van de rug en van de nek;Medisch;08;Klass. hosp;22462
347;Andere stoornissen, breuken en letsels van de rug en van de nek;Medisch;08;Daghosp.;142384
349;Dysfunctie, bijwerking en complicaties van orthopedisch toestel of procedure;Medisch;08;Klass. hosp;2116
349;Dysfunctie, bijwerking en complicaties van orthopedisch toestel of procedure;Medisch;08;Daghosp.;319
351;Andere diagnosen van het musculo-skeletaal stelsel en bindweefsel;Medisch;08;Klass. hosp;12944
351;Andere diagnosen van het musculo-skeletaal stelsel en bindweefsel;Medisch;08;Daghosp.;6658
361;Huidgreffe voor huid en subcutaan weefsel diagnosen;Chirurgisch;09;Klass. hosp;3583
361;Huidgreffe voor huid en subcutaan weefsel diagnosen;Chirurgisch;09;Daghosp.;4989
362;Mastectomie procedures;Chirurgisch;09;Klass. hosp;6310
362;Mastectomie procedures;Chirurgisch;09;Daghosp.;224
363;Procedures op de borst, behalve mastectomie;Chirurgisch;09;Klass. hosp;14846
363;Procedures op de borst, behalve mastectomie;Chirurgisch;09;Daghosp.;5621
364;Andere procedures op huid, subcutaan weefsel en gerelateerde procedures;Chirurgisch;09;Klass. hosp;9863
364;Andere procedures op huid, subcutaan weefsel en gerelateerde procedures;Chirurgisch;09;Daghosp.;8535
380;Huidulcera;Medisch;09;Klass. hosp;2386
380;Huidulcera;Medisch;09;Daghosp.;142
381;Majeure aandoeningen van de huid;Medisch;09;Klass. hosp;1358
381;Majeure aandoeningen van de huid;Medisch;09;Daghosp.;340
382;Maligne aandoeningen van de mamma;Medisch;09;Klass. hosp;1297
382;Maligne aandoeningen van de mamma;Medisch;09;Daghosp.;3547
383;Cellulitis en andere bacteriële huidinfecties;Medisch;09;Klass. hosp;11078
383;Cellulitis en andere bacteriële huidinfecties;Medisch;09;Daghosp.;1795
384;Contusie, open wonde en andere trauma van de huid en van het subcutaan weefsel;Medisch;09;Klass. hosp;8702
384;Contusie, open wonde en andere trauma van de huid en van het subcutaan weefsel;Medisch;09;Daghosp.;5918
385;Andere aandoeningen van de huid, het subcutaan weefsel en de mamma;Medisch;09;Klass. hosp;5047
385;Andere aandoeningen van de huid, het subcutaan weefsel en de mamma;Medisch;09;Daghosp.;18732
401;Procedures op bijnieren en hypofyse;Chirurgisch;10;Klass. hosp;593
403;Procedures voor obesitas;Chirurgisch;10;Klass. hosp;12615
403;Procedures voor obesitas;Chirurgisch;10;Daghosp.;83
404;Procedures op schildklier, bijschildklieren en ductus thyreoglossus;Chirurgisch;10;Klass. hosp;7466
404;Procedures op schildklier, bijschildklieren en ductus thyreoglossus;Chirurgisch;10;Daghosp.;68
405;Andere procedures bij endocriene, nutritionele en metabole stoornissen;Chirurgisch;10;Klass. hosp;654
405;Andere procedures bij endocriene, nutritionele en metabole stoornissen;Chirurgisch;10;Daghosp.;148
420;Diabetes;Medisch;10;Klass. hosp;12310
420;Diabetes;Medisch;10;Daghosp.;32
421;Malnutritie, “failure to thrive” en andere nutritionele stoornissen;Medisch;10;Klass. hosp;5947
421;Malnutritie, “failure to thrive” en andere nutritionele stoornissen;Medisch;10;Daghosp.;1649
422;Hypovolemie en gerelateerde electrolytenstoornissen;Medisch;10;Klass. hosp;4363
422;Hypovolemie en gerelateerde electrolytenstoornissen;Medisch;10;Daghosp.;17
423;Congenitale afwijkingen van het metabolisme;Medisch;10;Klass. hosp;516
423;Congenitale afwijkingen van het metabolisme;Medisch;10;Daghosp.;312
