région;drg_34;libellé_drg;mdc_34;type_de_diagnostic;hospitalisation_classique;hospitalisation_de_jour
Région flamande;200;Maladies cardiaques structurelles et valvulaires;5;Médical;692;134
Région flamande;201;Arythmie cardiaque et troubles de conduction;5;Médical;12.233;4.544
Région flamande;203;Douleur thoracique;5;Médical;3.513;101
Région flamande;204;Syncope et collapsus;5;Médical;7.910;75
Région flamande;205;Cardiomyopathie;5;Médical;203;9
Région flamande;206;Dysfonctionnement, réaction et complication en rapport avec du matériel ou une procédure cardiaques ou vasculaires;5;Médical;722;296
Région flamande;207;Autres diagnostics du système circulatoire;5;Médical;3.299;274
Région flamande;220;Procédures majeures sur œsophage, estomac et duodénum;6;Chirurgical;1.835;158
Région flamande;221;Procédures majeures sur l'intestin grêle et le gros intestin;6;Chirurgical;9.589;84
Région flamande;222;Autres procédures surœsophage, estomac et duodénum;6;Chirurgical;2.425;334
Région flamande;223;Autres procédures sur l'intestin grêle et le gros intestin;6;Chirurgical;2.516;1.084
Région flamande;224;Lyse d'adhérences péritonéales;6;Chirurgical;1.056;78
Région flamande;225;Appendicectomie;6;Chirurgical;7.394;207
Région flamande;226;Procédures sur l'anus;6;Chirurgical;3.362;6.656
Région flamande;227;Procédures pour hernie excepté hernies inguinale, fémorale et ombilicale;6;Chirurgical;3.965;1.977
Région flamande;228;Procédures pour hernies inguinale, fémorale et ombilicale;6;Chirurgical;7.194;8.710
Région flamande;229;Autres procédures sur le système digestif et au niveau abdominal;6;Chirurgical;1.607;431
Région flamande;240;Affections malignes du tube digestif;6;Médical;3.897;5.308
Région flamande;241;Ulcère peptique et gastrite;6;Médical;5.171;7.424
Région flamande;242;Troubles majeurs de l'œsophage;6;Médical;450;250
Région flamande;243;Autres troubles de l'œsophage;6;Médical;4.339;9.030
Région flamande;244;Diverticulite et diverticulose;6;Médical;5.522;15.037
Région flamande;245;Maladie inflammatoire de l'intestin;6;Médical;1.904;5.343
Région flamande;246;Insuffisance vasculaire gastro-intestinale;6;Médical;982;111
Région flamande;247;Obstruction intestinale;6;Médical;5.226;227
Région flamande;248;Infections gastro-intestinales et péritonéales majeures;6;Médical;3.221;89
Région flamande;249;Autres gastro-entérites, nausées et vomissements;6;Médical;21.613;4.549
Région flamande;251;Douleur abdominale;6;Médical;4.046;5.018
Région flamande;252;Dysfonctionnement, réaction et complication en rapport avec une procédure ou du matériel gastro-intestinaux;6;Médical;1.337;502
Région flamande;253;Hémorragie gastro-intestinale autre et non spécifiée;6;Médical;1.675;1.181
Région flamande;254;Autres diagnostics du système digestif;6;Médical;12.372;70.163
Région flamande;260;Procédures majeures sur pancréas, foie et shunt;7;Chirurgical;1.440;45
Région flamande;261;Procédures majeures des voies biliaires;7;Chirurgical;758;59
Région flamande;262;Cholécystectomie excepté par voie laparascopique;7;Chirurgical;268;196
Région flamande;263;Cholécystectomie laparoscopique;7;Chirurgical;10.989;1.058
Région flamande;264;Autres procédures abdominales, sur système hépatobiliaire et pancréas;7;Chirurgical;1.362;362
Région flamande;279;Coma hépatique et autres troubles hépatiques majeurs aigus;7;Médical;753;115
Région flamande;280;Maladie hépatique alcoolique;7;Médical;1.662;152
Région flamande;281;Affections malignes du système hépatobiliaire et du pancréas;7;Médical;2.790;1.531
Région flamande;282;Troubles du pancréas excepté affections malignes;7;Médical;3.309;295
Région flamande;283;Autres troubles du foie;7;Médical;1.393;708
Région flamande;284;Troubles de la vésicule biliaire et des voies biliaires;7;Médical;5.919;491
Région flamande;301;Remplacement d'articulation de la hanche;8;Chirurgical;18.593;17
Région flamande;302;Remplacement d'articulation du genou;8;Chirurgical;16.174;7
Région flamande;303;Arthrodèse dorsolombaire pour déviation du dos;8;Chirurgical;238;0
Région flamande;304;Arthrodèse dorsolombaire excepté déviation du dos;8;Chirurgical;5.409;< 5
Région flamande;305;Amputation des membres inférieurs, excepté amputation des seuls orteils;8;Chirurgical;588;7
Région flamande;308;Réparation de fractures de la hanche et du fémur;8;Chirurgical;6.265;6
Région flamande;309;Autres chirurgies significatives de la hanche et du fémur;8;Chirurgical;2.584;1.333
Région flamande;310;Excision et décompression de disque intervertébral;8;Chirurgical;10.441;173
Région flamande;312;Greffe cutanée, excepté sur la main, pour affections musculo-squelettique et du tissu conjonctif;8;Chirurgical;480;501
Région flamande;313;Procédures au niveau du genou et de la jambe excepté le pied;8;Chirurgical;10.881;30.935
Région flamande;314;Procédures au niveau du pied et des orteils;8;Chirurgical;10.498;4.932
Région flamande;315;Procédures au niveau de l'épaule, du bras et de l'avant-bras excepté le remplacement d'une articulation;8;Chirurgical;23.854;10.134
Région flamande;316;Procédures au niveau de la main et du poignet;8;Chirurgical;3.605;18.964
Région flamande;317;Procédures au niveau des tendons, muscles et autres tissus mous;8;Chirurgical;6.369;7.233
Région flamande;320;Autres procédures du système musculo-squelettique et du tissu conjonctif;8;Chirurgical;6.723;6.751
Région flamande;321;Arthrodèse cervicale et autres procédures sur le cou/dos, excepté excision/décompression de disques intervertébraux;8;Chirurgical;4.956;253
Région flamande;322;Remplacement de l'articulation de l'épaule et du coude;8;Chirurgical;819;31
Région flamande;340;Fractures du fémur;8;Médical;1.046;8
Région flamande;341;Fracture du bassin ou luxation de la hanche;8;Médical;2.358;7
Région flamande;342;Fracture ou luxation excepté du fémur, du bassin et du dos;8;Médical;5.333;3.059
Région flamande;343;Affection maligne musculo-squelletique et fractures pathologiques liées à ce type d'affection;8;Médical;1.535;1.043
Région flamande;344;Ostéomyélite, arthrite septique et autres infections musculo-squelettiques;8;Médical;853;45
Région flamande;346;Troubles du tissu conjonctif;8;Médical;1.982;1.199
Région flamande;347;Autres troubles, fractures et lésions du dos et du cou;8;Médical;13.144;20.109
Région flamande;349;Dysfonctionnement, réaction et complication dues à du matériel ou à une procédure orthopédique;8;Médical;1.356;285
Région flamande;351;Autres diagnostics concernant le système musculo-squelettique et le tissu conjonctif;8;Médical;8.383;5.341
Région flamande;361;Greffe cutanée pour affections de la peau et du tissu sous-cutané;9;Chirurgical;2.925;6.081
Région flamande;362;Procédures de mastectomie;9;Chirurgical;2.825;227
Région flamande;363;Procédures mammaires, excepté mastectomie;9;Chirurgical;8.573;4.088
Région flamande;364;Autres interventions sur la peau, les tissus sous-cutanés et apparentés;9;Chirurgical;4.177;4.569
Région flamande;380;Ulcères cutanés;9;Médical;1.146;57
Région flamande;381;Affections majeures de la peau;9;Médical;454;352
Région flamande;382;Affections malignes du sein;9;Médical;549;2.971
Région flamande;383;Cellulite et autres infections de la peau;9;Médical;7.670;1.841
Région flamande;384;Contusion, plaie ouverte et autres traumatismes de la peau et du tissu sous-cutané;9;Médical;4.465;1.987
Région flamande;385;Autres affections de la peau, du tissu sous-cutané et du sein;9;Médical;2.822;10.427
Région flamande;401;Procédures sur les surrénales et l'hypophyse;10;Chirurgical;381;0
Région flamande;403;Procédures pour obésité;10;Chirurgical;7.254;168
Région flamande;404;Procédures sur la thyroïde, les parathyroïdes et le canal thyréoglosse;10;Chirurgical;3.373;25
Région flamande;405;Autres procédures pour troubles endocriniens, nutritionnels et métaboliques;10;Chirurgical;161;16
Région flamande;420;Diabète;10;Médical;6.399;33
Région flamande;421;Malnutrition, retard staturopondéral et autres troubles nutritionnels;10;Médical;3.803;1.156
Région flamande;422;Hypovolémie et troubles électrolytiques associés;10;Médical;2.791;0
Région flamande;423;Anomalies congénitales du métabolisme;10;Médical;303;124
Région flamande;424;Autres troubles endocriniens;10;Médical;1.685;109
Région flamande;425;Autres troubles électrolytiques sauf ceux associés à l'hypovolémie;10;Médical;2.075;18
Région flamande;440;Transplantation rénale;11;Chirurgical;264;0
Région flamande;441;Procédures majeures sur la vessie;11;Chirurgical;836;48
Région flamande;442;Procédures sur les reins et les voies urinaires pour affections malignes;11;Chirurgical;1.355;36
Région flamande;443;Procédures sur les reins et les voies urinaires pour affections bénignes;11;Chirurgical;4.126;5.634
Région flamande;444;Procédure uniquement pour matériel de voie d'accès de dialyse rénale;11;Chirurgical;530;233
Région flamande;445;Autres procédures sur la vessie;11;Chirurgical;887;210
Région flamande;446;Procédures urétrales et transurétrales;11;Chirurgical;9.105;2.601
Région flamande;447;Autres procédures du rein, des voies urinaires et apparentées;11;Chirurgical;276;50
Région flamande;461;Affection maligne des reins et des voies urinaires;11;Médical;975;2.326
Région flamande;462;Néphrite et néphrose;11;Médical;517;83
Région flamande;463;Infections des reins et des voies urinaires;11;Médical;12.189;631
Région flamande;465;Lithiases urinaires et obstruction acquise du tractus urinaire supérieur;11;Médical;6.843;7.448
Région flamande;466;Dysfonctionnement, réaction et complication de matériel ou de procédure génito-urinaire;11;Médical;1.465;344
Région flamande;468;Autres diagnostics, signes et symptômes du rein et des voies urinaires;11;Médical;6.504;11.512
Région flamande;469;Lésion aiguë du rein;11;Médical;1.228;13
Région flamande;470;Maladie rénale chronique;11;Médical;1.315;320
Région flamande;480;Procédures majeures sur le petit bassin chez l'homme;12;Chirurgical;2.638;5
Région flamande;481;Procédures sur le pénis;12;Chirurgical;636;1.367
Région flamande;482;Prostatectomie transurétrale;12;Chirurgical;5.370;57
Région flamande;483;Procédures sur les testicules et le scrotum;12;Chirurgical;962;3.696
Région flamande;484;Autres interventions sur le système reproducteur masculin et interventions apparentées;12;Chirurgical;1.009;146
Région flamande;500;Affections malignes du système reproducteur masculin;12;Médical;811;2.241
Région flamande;501;Diagnostics du système reproducteur masculin sauf affections malignes;12;Médical;3.078;25.721
Région flamande;510;Éviscération pelvienne, hystérectomie radicale et autres procédures gynécologiques radicales;13;Chirurgical;588;< 5
Région flamande;511;Procédures sur l'utérus et ses annexes pour affections malignes des ovaires et des annexes;13;Chirurgical;412;30
Région flamande;512;Procédures sur l'utérus et ses annexes pour affections malignes excepté celles des ovaires et des annexes;13;Chirurgical;643;36
Région flamande;513;Procédures sur l'utérus et ses annexes pour affection non maligne excepté léiomyome;13;Chirurgical;7.117;4.786
Région flamande;514;Procédures reconstructrices du système reproducteur féminin;13;Chirurgical;2.654;294
Région flamande;517;Dilatation et curetage pour diagnostics non-obstétriques;13;Chirurgical;405;5.141
Région flamande;518;Autres procédures sur le système reproducteur féminin et procédures apparentées;13;Chirurgical;1.110;2.723
Région flamande;519;Procédures sur l'utérus et ses annexes pour léiomyome;13;Chirurgical;2.454;585
Région flamande;530;Affection maligne du système reproducteur féminin;13;Médical;653;873
Région flamande;531;Infections du système reproducteur féminin;13;Médical;489;305
Région flamande;532;Troubles menstruels et autres troubles du système reproducteur féminin;13;Médical;1.068;6.302
Région flamande;540;Accouchement par césarienne;14;Chirurgical;13.305;39
Région flamande;541;Accouchement par voie vaginale avec stérilisation et/ou dilatation et curetage;14;Chirurgical;1.272;70
Région flamande;542;Accouchement par voie vaginale avec procédure compliquée, excepté stérilisation et dilatation-curetage;14;Chirurgical;1.046;12
Région flamande;544;Dilatation et curetage, curetage par aspiration ou hystérotomie pour diagnostics obstétricaux;14;Chirurgical;757;4.916
Région flamande;545;Procédure pour grossesse ectopique;14;Chirurgical;649;89
Région flamande;546;Autres procédures opératoires pour diagnostics obstétricaux excepté accouchement;14;Chirurgical;282;118
Région flamande;560;Accouchement par voie vaginale;14;Médical;47.453;1.004
Région flamande;561;Diagnostics du post-partum et post-avortement, sans procédure;14;Médical;1.023;71
Région flamande;563;Travail prématuré;14;Médical;1.493;6
Région flamande;564;Avortement, sans dilatation-curetage, ni curetage par aspiration, ni hystérotomie;14;Médical;379;151
Région flamande;565;Faux travail;14;Médical;613;7
Région flamande;566;Autres diagnostics en antepartum;14;Médical;7.183;889
Région flamande;580;Nouveau-né, transféré dans les 5 jours, né ailleurs;15;Médical;47;0
Région flamande;581;Nouveau-né, transféré dans les 5 jours, né sur place;15;Médical;21;< 5
Région flamande;583;Nouveau-né, avec oxygénation par membrane extracorporelle (ECMO);15;Chirurgical;7;0
Région flamande;588;Nouveau-né, poids de naissance < 1 500 g avec procédure majeure;15;Chirurgical;37;0
Région flamande;589;Nouveau-né, poids de naissance < 500 g ou âge gestationnel < 24 semaines;15;Médical;14;0
Région flamande;591;Nouveau-né, poids de naissance 500-749 g sans procédure majeure;15;Médical;65;0
Région flamande;593;Nouveau-né, poids de naissance 750-999 g sans procédure majeure;15;Médical;98;0
Région flamande;602;Nouveau-né, poids de naissance 1 000-1 249 g avec syndrome de détresse respiratoire, autre anomalie respiratoire majeure ou anomalie majeure;15;Médical;89;0
Région flamande;603;Nouveau-né, poids de naissance 1 000-1 249 g avec ou sans autre affection significative;15;Médical;32;0
Région flamande;607;Nouveau-né, poids de naissance 1 250-1 499 g avec syndrome de détresse respiratoire, autre anomalie respiratoire majeure ou autre anomalie majeure;15;Médical;140;0
Région flamande;608;Nouveau-né, poids de naissance 1 250-1 499 g avec ou sans autre affection significative;15;Médical;66;0
Région flamande;609;Nouveau-né, poids de naissance 1 500-2 499 g avec procédure majeure;15;Chirurgical;33;0
Région flamande;611;Nouveau-né, poids de naissance 1 500-1 999 g avec anomalie majeure;15;Médical;116;0
Région flamande;612;Nouveau-né, poids de naissance 1 500-1 999 g avec syndrome de détresse respiratoire ou autre affection respiratoire majeure;15;Médical;125;0
Région flamande;613;Nouveau-né, poids de naissance 1 500-1 999 g avec infection congénitale ou périnatale;15;Médical;31;0
Région flamande;614;Autre nouveau-né, poids de naissance 1 500-1 999 g avec ou sans autre affection significative;15;Médical;190;0
Région flamande;621;Nouveau-né, poids de naissance 2 000-2 499 g avec anomalie majeure;15;Médical;89;0
Région flamande;622;Nouveau-né, poids de naissance 2 000-2 499 g avec syndrome de détresse respiratoire ou autre affection respiratoire majeure;15;Médical;101;0
Région flamande;623;Nouveau-né, poids de naissance 2 000-2 499 g avec infection congénitale ou périnatale;15;Médical;31;0
Région flamande;625;Nouveau-né, poids de naissance 2 000-2 499 g, né sur place, avec autre affection significative;15;Médical;138;0
Région flamande;626;Nouveau-né, poids de naissance 2 000-2 499 g, normal ou nouveau-né avec autre problème;15;Médical;130;0
Région flamande;630;Nouveau-né, poids de naissance > 2 499 g avec procédure cardiovasculaire majeure;15;Chirurgical;50;0
Région flamande;631;Nouveau-né, poids de naissance > 2 499 g avec autre procédure majeure;15;Chirurgical;52;0
Région flamande;633;Nouveau-né, poids de naissance > 2 499 g avec anomalie majeure;15;Médical;257;0
Région flamande;634;Nouveau-né, poids de naissance > 2 499 g avec syndrome de détresse respiratoire ou autre affection respiratoire majeure;15;Médical;284;0
Région flamande;636;Nouveau-né, poids de naissance > 2 499 g avec infection congénitale ou périnatale;15;Médical;126;0
Région flamande;639;Nouveau-né, poids de naissance > 2 499 g avec autre affection significative;15;Médical;378;0
Région flamande;640;Nouveau-né, poids de naissance > 2 499 g, normal et avec autres problèmes;15;Médical;1.019;6
Région flamande;650;Splénectomie;16;Chirurgical;120;0
Région flamande;651;Autres procédures concernant le sang et les organes hématopoïétiques;16;Chirurgical;469;469
Région flamande;660;Diagnostics hématologiques et immunologiques majeurs excepté crise drépanocytaire et coagulation;16;Médical;2.020;3.594
Région flamande;661;Troubles de la coagulation et des plaquettes;16;Médical;665;759
Région flamande;662;Crise d'anémie à cellules falciformes;16;Médical;271;23
Région flamande;663;Autres anémies et troubles sanguins, troubles des organes hématopoïétiques;16;Médical;5.575;10.507
Région flamande;680;Procédures opératoires majeures pour néoplasie lymphatique, hématopoïétique ou autre;17;Chirurgical;582;14
Région flamande;681;Autres procédures opératoires pour néoplasie lymphatique, hématopoïétique ou autre;17;Chirurgical;2.250;856
Région flamande;690;Leucémie aiguë;17;Médical;565;1.999
Région flamande;691;Lymphome, myélome et leucémie non aiguë;17;Médical;2.096;5.502
Région flamande;692;Radiothérapie;17;Médical;260;105
Région flamande;694;Affections malignes lymphatiques et autres et néoplasmes de comportement incertain;17;Médical;1.563;8.163
Région flamande;695;Chimiothérapie pour leucémie aiguë;17;Médical;623;3.121
Région flamande;696;Autre chimiothérapie;17;Médical;15.179;238.696
Région flamande;710;Infections et maladies parasitaires incluant le HIV avec procédure opératoire;18;Chirurgical;1.578;64
Région flamande;711;Infections post-opératoires, post-traumatiques ou d'autre matériel avec procédure opératoire;18;Chirurgical;1.266;266
Région flamande;720;Septicémie et infections disséminées;18;Médical;6.851;7
Région flamande;721;Infections post-opératoires, post-traumatiques ou d'autre matériel;18;Médical;2.357;266
Région flamande;722;Fièvre;18;Médical;2.123;18
Région flamande;723;Maladie virale;18;Médical;6.112;25
Région flamande;724;Autres maladies infectieuses et parasitaires;18;Médical;2.117;275
Région flamande;740;Diagnostic de maladie mentale avec procédure opératoire;19;Chirurgical;462;29
Région flamande;750;Schizophrénie;19;Médical;135;< 5
Région flamande;751;Troubles dépressifs majeurs et psychoses autres ou non spécifiées;19;Médical;1.144;1.773
Région flamande;752;Troubles de la personnalité et du contrôle des impulsions;19;Médical;144;< 5
Région flamande;753;Troubles bipolaires;19;Médical;524;339
Région flamande;754;Dépression, excepté trouble dépressif majeur;19;Médical;1.315;137
Région flamande;755;Troubles de l'ajustement et névroses, excepté diagnostics dépressifs;19;Médical;1.551;104
Région flamande;756;États d'anxiété et de délire aigus;19;Médical;1.609;< 5
Région flamande;757;Troubles organiques de la santé mentale;19;Médical;3.030;90
Région flamande;758;Troubles comportementaux;19;Médical;185;20
Région flamande;759;Troubles de la nutrition;19;Médical;164;7
Région flamande;760;Autres troubles de la santé mentale;19;Médical;2.139;191
Région flamande;770;Abus d'alcool et de drogues avec dépendance, sortie contre avis médical;20;Médical;278;< 5
Région flamande;772;Dépendance à l'alcool et aux drogues avec revalidation ou revalidation et désintoxication;20;Médical;274;< 5
Région flamande;773;Abus d'opiacés et dépendance;20;Médical;244;< 5
Région flamande;774;Abus de cocaïne et dépendance;20;Médical;213;< 5
Région flamande;775;Abus d'alcool et dépendance;20;Médical;4.458;49
Région flamande;776;Abus d'autres drogues et dépendance;20;Médical;402;< 5
Région flamande;791;Procédures opératoires pour autres complications de traitement;21;Chirurgical;2.692;1.102
Région flamande;811;Réactions allergiques;21;Médical;818;5
Région flamande;812;Empoisonnement par agents médicamenteux;21;Médical;4.518;16
Région flamande;813;Autres complications de traitement;21;Médical;2.942;784
Région flamande;815;Autres diagnostics de blessure, empoisonnement, effets toxiques;21;Médical;1.152;42
Région flamande;816;Effets toxiques de substances non médicamenteuses;21;Médical;1.029;11
Région flamande;841;Brûlures extensives du troisième degré avec greffe de peau;22;Chirurgical;12;0
Région flamande;842;Brûlures avec greffe de peau excepté brûlures extensives du troisième degré;22;Chirurgical;145;19
Région flamande;843;Brûlures extensives du troisième degré ou de « l'épaisseur totale » sans greffe de peau;22;Médical;9;< 5
Région flamande;844;Brûlures de « l'épaisseur partielle » sans greffe de peau;22;Médical;489;28
Région flamande;850;Procédure avec diagnostic de rééducation, suites de soins ou autre contact avec les services de santé;23;Chirurgical;6.681;19.871
Région flamande;860;Rééducation;23;Médical;4.011;7
Région flamande;861;Signes, symptômes et autres facteurs influençant l'état de santé;23;Médical;17.670;198.525
Région flamande;862;Autre suivi de soins et convalescence;23;Médical;10.490;52.417
Région flamande;863;Suivi de soins néonatal;23;Médical;580;< 5
Région flamande;890;HIV avec affections majeures multiples en rapport avec le HIV;24;Médical;56;0
Région flamande;892;HIV avec une affection majeure en rapport avec le HIV;24;Médical;106;27
Région flamande;893;HIV avec affections significatives multiples en rapport avec le HIV;24;Médical;20;0
Région flamande;894;HIV avec une seule ou aucune affection significative en rapport avec le HIV;24;Médical;158;80
Région flamande;910;Craniotomie pour polytraumatisme significatif;25;Chirurgical;117;0
Région flamande;911;Procédure abdominale ou thoracique extensive pour polytraumatisme significatif;25;Chirurgical;105;< 5
Région flamande;912;Procédures musculo-squelettiques et autres pour polytraumatisme significatif;25;Chirurgical;600;< 5
