code;description;médical_ou_chirurgical;mdc;type_d_hospitalisation;nombre_de_séjours
113;Infection des voies respiratoires supérieures;Médical;03;De jour;832
114;Maladies et lésions dentaires et buccales;Médical;03;Classique;4484
114;Maladies et lésions dentaires et buccales;Médical;03;De jour;96657
115;Autres diagnostics de l'oreille, du nez, de la bouche, de la gorge, du crâne/de la face;Médical;03;Classique;44405
115;Autres diagnostics de l'oreille, du nez, de la bouche, de la gorge, du crâne/de la face;Médical;03;De jour;5897
120;Interventions majeures sur le système respiratoire et le thorax;Chirurgical;04;Classique;2413
120;Interventions majeures sur le système respiratoire et le thorax;Chirurgical;04;De jour;13
121;Autres interventions sur le système respiratoire et le thorax;Chirurgical;04;Classique;4426
121;Autres interventions sur le système respiratoire et le thorax;Chirurgical;04;De jour;421
130;Affection du système respiratoire avec assistance ventilatoire pendant plus de 96 heures;Médical;04;Classique;1747
131;Mucoviscidose (cystic fibrosis) - maladie pulmonaire;Médical;04;Classique;825
131;Mucoviscidose (cystic fibrosis) - maladie pulmonaire;Médical;04;De jour;20
132;Dysplasie broncho-pulmonaire et autres maladies respiratoires chroniques apparaissant en période périnatale;Médical;04;Classique;104
132;Dysplasie broncho-pulmonaire et autres maladies respiratoires chroniques apparaissant en période périnatale;Médical;04;De jour;3
133;Œdème pulmonaire et insuffisance respiratoire;Médical;04;Classique;1446
133;Œdème pulmonaire et insuffisance respiratoire;Médical;04;De jour;13
134;Embolie pulmonaire;Médical;04;Classique;5263
134;Embolie pulmonaire;Médical;04;De jour;15
135;Traumatisme majeur du thorax et respiratoire;Médical;04;Classique;2848
135;Traumatisme majeur du thorax et respiratoire;Médical;04;De jour;6
136;Affection maligne respiratoire;Médical;04;Classique;8900
136;Affection maligne respiratoire;Médical;04;De jour;4104
137;Inflammations et infections majeures du système respiratoire;Médical;04;Classique;7464
137;Inflammations et infections majeures du système respiratoire;Médical;04;De jour;201
138;Bronchiolite et pneumonie à virus respiratoire syncytial (RSV);Médical;04;Classique;11968
138;Bronchiolite et pneumonie à virus respiratoire syncytial (RSV);Médical;04;De jour;19
139;Autre pneumonie;Médical;04;Classique;34741
139;Autre pneumonie;Médical;04;De jour;184
140;Maladie pulmonaire obstructive chronique;Médical;04;Classique;28639
140;Maladie pulmonaire obstructive chronique;Médical;04;De jour;793
141;Asthme;Médical;04;Classique;5896
141;Asthme;Médical;04;De jour;115
142;Maladie pulmonaire interstitielle;Médical;04;Classique;1821
142;Maladie pulmonaire interstitielle;Médical;04;De jour;408
143;Autres diagnostics respiratoires excepté les signes, symptômes et diagnostics mineurs;Médical;04;Classique;6205
143;Autres diagnostics respiratoires excepté les signes, symptômes et diagnostics mineurs;Médical;04;De jour;1515
144;Signes respiratoires, symptômes et diagnostics mineurs;Médical;04;Classique;27389
144;Signes respiratoires, symptômes et diagnostics mineurs;Médical;04;De jour;2832
160;Réparation majeure d'anomalie cardiaque par voie cardiothoracique;Chirurgical;05;Classique;148
161;Implantation d'un défibrillateur cardiaque et système d'assistance cardiaque;Chirurgical;05;Classique;1690
161;Implantation d'un défibrillateur cardiaque et système d'assistance cardiaque;Chirurgical;05;De jour;28
162;Procédures sur valve cardiaque avec cathétérisme cardiaque;Chirurgical;05;Classique;927
163;Procédures sur valve cardiaque sans cathétérisme cardiaque;Chirurgical;05;Classique;3978
165;Pontage coronaire avec cathétérisme cardiaque ou intervention cardiaque percutanée;Chirurgical;05;Classique;2000
165;Pontage coronaire avec cathétérisme cardiaque ou intervention cardiaque percutanée;Chirurgical;05;De jour;1
166;Pontage coronaire sans cathétérisme cardiaque ni intervention cardiaque percutanée;Chirurgical;05;Classique;3585
167;Autres procédures cardiothoraciques;Chirurgical;05;Classique;810
167;Autres procédures cardiothoraciques;Chirurgical;05;De jour;3
169;Procédures majeures sur les vaisseaux thoraciques et abdominaux;Chirurgical;05;Classique;2735
169;Procédures majeures sur les vaisseaux thoraciques et abdominaux;Chirurgical;05;De jour;10
170;Implantation de pacemaker permanent avec infarctus aigu du myocarde, décompensation cardiaque ou choc;Chirurgical;05;Classique;409
170;Implantation de pacemaker permanent avec infarctus aigu du myocarde, décompensation cardiaque ou choc;Chirurgical;05;De jour;1
171;Implantation de pacemaker permanent sans infarctus aigu du myocarde ni décompensation cardiaque ni choc;Chirurgical;05;Classique;7463
171;Implantation de pacemaker permanent sans infarctus aigu du myocarde ni décompensation cardiaque ni choc;Chirurgical;05;De jour;56
173;Autres procédures vasculaires;Chirurgical;05;Classique;21552
173;Autres procédures vasculaires;Chirurgical;05;De jour;3381
174;Procédures cardiovasculaires percutanées avec infarctus aigu du myocarde;Chirurgical;05;Classique;7699
174;Procédures cardiovasculaires percutanées avec infarctus aigu du myocarde;Chirurgical;05;De jour;437
175;Procédures cardiovasculaires percutanées sans infarctus aigu du myocarde;Chirurgical;05;Classique;22396
175;Procédures cardiovasculaires percutanées sans infarctus aigu du myocarde;Chirurgical;05;De jour;1933
176;Remplacement de pacemaker et du défibrillateur cardiaque;Chirurgical;05;Classique;2761
176;Remplacement de pacemaker et du défibrillateur cardiaque;Chirurgical;05;De jour;329
177;Révision de pacemaker et de défibrillateur cardiaque excepté remplacement d'appareil;Chirurgical;05;Classique;905
177;Révision de pacemaker et de défibrillateur cardiaque excepté remplacement d'appareil;Chirurgical;05;De jour;66
180;Autres procédures sur le système circulatoire;Chirurgical;05;Classique;4611
180;Autres procédures sur le système circulatoire;Chirurgical;05;De jour;20521
190;Infarctus aigu du myocarde;Médical;05;Classique;8462
190;Infarctus aigu du myocarde;Médical;05;De jour;466
191;Cathétérisme cardiaque avec troubles circulatoires excepté maladie ischémique du myocarde;Médical;05;Classique;12656
191;Cathétérisme cardiaque avec troubles circulatoires excepté maladie ischémique du myocarde;Médical;05;De jour;2838
192;Cathétérisme cardiaque pour maladie ischémique du myocarde;Médical;05;Classique;21572
192;Cathétérisme cardiaque pour maladie ischémique du myocarde;Médical;05;De jour;9852
193;Endocardite aiguë et subaiguë;Médical;05;Classique;196
194;Insuffisance cardiaque;Médical;05;Classique;21748
194;Insuffisance cardiaque;Médical;05;De jour;21
196;Arrêt cardiaque;Médical;05;Classique;1070
196;Arrêt cardiaque;Médical;05;De jour;117
197;Troubles vasculaires périphériques et autres;Médical;05;Classique;6547
197;Troubles vasculaires périphériques et autres;Médical;05;De jour;1753
198;Angine de poitrine et athérosclérose coronaire;Médical;05;Classique;6321
198;Angine de poitrine et athérosclérose coronaire;Médical;05;De jour;49
199;Hypertension;Médical;05;Classique;2781
199;Hypertension;Médical;05;De jour;32
200;Maladies cardiaques structurelles et valvulaires;Médical;05;Classique;1350
200;Maladies cardiaques structurelles et valvulaires;Médical;05;De jour;132
201;Arythmie cardiaque et troubles de conduction;Médical;05;Classique;20508
201;Arythmie cardiaque et troubles de conduction;Médical;05;De jour;4842
203;Douleur thoracique;Médical;05;Classique;5725
203;Douleur thoracique;Médical;05;De jour;134
204;Syncope et collapsus;Médical;05;Classique;9699
204;Syncope et collapsus;Médical;05;De jour;34
205;Cardiomyopathie;Médical;05;Classique;289
205;Cardiomyopathie;Médical;05;De jour;6
206;Dysfonctionnement, réaction et complication de matériel ou de procédure cardiaque ou vasculaire;Médical;05;Classique;986
206;Dysfonctionnement, réaction et complication de matériel ou de procédure cardiaque ou vasculaire;Médical;05;De jour;360
207;Autres diagnostics du système circulatoire;Médical;05;Classique;5323
207;Autres diagnostics du système circulatoire;Médical;05;De jour;253
220;Procédures majeures sur œsophage, estomac et duodénum;Chirurgical;06;Classique;3515
220;Procédures majeures sur œsophage, estomac et duodénum;Chirurgical;06;De jour;139
221;Procédures majeures sur l'intestin grêle et le gros intestin;Chirurgical;06;Classique;16012
221;Procédures majeures sur l'intestin grêle et le gros intestin;Chirurgical;06;De jour;61
222;Autres procédures sur œsophage, estomac et duodénum;Chirurgical;06;Classique;2347
222;Autres procédures sur œsophage, estomac et duodénum;Chirurgical;06;De jour;185
223;Autres procédures sur l'intestin grêle et le gros intestin;Chirurgical;06;Classique;2943
223;Autres procédures sur l'intestin grêle et le gros intestin;Chirurgical;06;De jour;281
224;Lyse d'adhérences péritonéales;Chirurgical;06;Classique;1633
224;Lyse d'adhérences péritonéales;Chirurgical;06;De jour;95
225;Appendicectomie;Chirurgical;06;Classique;13820
225;Appendicectomie;Chirurgical;06;De jour;98
226;Procédures sur l'anus;Chirurgical;06;Classique;8502
226;Procédures sur l'anus;Chirurgical;06;De jour;8171
227;Procédures pour hernie excepté inguinale, fémorale et ombilicale;Chirurgical;06;Classique;6489
227;Procédures pour hernie excepté inguinale, fémorale et ombilicale;Chirurgical;06;De jour;1066
228;Procédures pour hernie inguinale, fémorale et ombilicale;Chirurgical;06;Classique;18761
228;Procédures pour hernie inguinale, fémorale et ombilicale;Chirurgical;06;De jour;10404
229;Autres procédures sur le système digestif et au niveau abdominal;Chirurgical;06;Classique;2437
229;Autres procédures sur le système digestif et au niveau abdominal;Chirurgical;06;De jour;423
240;Affections malignes du tube digestif;Médical;06;Classique;7211
240;Affections malignes du tube digestif;Médical;06;De jour;7459
241;Ulcère peptique et gastrite;Médical;06;Classique;9209
241;Ulcère peptique et gastrite;Médical;06;De jour;10393
242;Troubles majeurs de l'œsophage;Médical;06;Classique;957
242;Troubles majeurs de l'œsophage;Médical;06;De jour;410
243;Autres troubles de l'œsophage;Médical;06;Classique;8624
243;Autres troubles de l'œsophage;Médical;06;De jour;17828
244;Diverticulite et diverticulose;Médical;06;Classique;9468
244;Diverticulite et diverticulose;Médical;06;De jour;15137
245;Maladie inflammatoire de l'intestin;Médical;06;Classique;3024
245;Maladie inflammatoire de l'intestin;Médical;06;De jour;6866
246;Insuffisance vasculaire gastro-intestinale;Médical;06;Classique;1746
246;Insuffisance vasculaire gastro-intestinale;Médical;06;De jour;162
247;Obstruction intestinale;Médical;06;Classique;8627
247;Obstruction intestinale;Médical;06;De jour;457
248;Infections gastro-intestinales et péritonéales majeures;Médical;06;Classique;5013
248;Infections gastro-intestinales et péritonéales majeures;Médical;06;De jour;127
249;Gastro-entérites non bactériennes, nausée et vomissement;Médical;06;Classique;28461
249;Gastro-entérites non bactériennes, nausée et vomissement;Médical;06;De jour;6468
251;Douleur abdominale;Médical;06;Classique;6741
251;Douleur abdominale;Médical;06;De jour;6848
252;Dysfonctionnement, réaction et complication de matériel ou de procédure gastro-intestinaux;Médical;06;Classique;1732
252;Dysfonctionnement, réaction et complication de matériel ou de procédure gastro-intestinaux;Médical;06;De jour;711
253;Hémorragie gastro-intestinale autre et non spécifiée;Médical;06;Classique;2550
253;Hémorragie gastro-intestinale autre et non spécifiée;Médical;06;De jour;1884
254;Autres diagnostics du système digestif;Médical;06;Classique;22526
254;Autres diagnostics du système digestif;Médical;06;De jour;69585
260;Procédures majeures sur pancréas, foie et shunt;Chirurgical;07;Classique;2283
260;Procédures majeures sur pancréas, foie et shunt;Chirurgical;07;De jour;26
261;Procédures majeures des voies biliaires;Chirurgical;07;Classique;632
261;Procédures majeures des voies biliaires;Chirurgical;07;De jour;38
262;Cholécystectomie excepté par voie laparascopique;Chirurgical;07;Classique;1019
262;Cholécystectomie excepté par voie laparascopique;Chirurgical;07;De jour;11
263;Cholécystectomie laparoscopique;Chirurgical;07;Classique;19211
263;Cholécystectomie laparoscopique;Chirurgical;07;De jour;844
264;Autres procédures abdominales, sur système hépatobiliaire et pancréas;Chirurgical;07;Classique;1024
264;Autres procédures abdominales, sur système hépatobiliaire et pancréas;Chirurgical;07;De jour;284
279;Coma hépatique et autres troubles hépatiques majeurs aigus;Médical;07;Classique;1672
279;Coma hépatique et autres troubles hépatiques majeurs aigus;Médical;07;De jour;82
280;Maladie hépatique alcoolique;Médical;07;Classique;3865
280;Maladie hépatique alcoolique;Médical;07;De jour;372
281;Affections malignes du système hépatobiliaire et du pancréas;Médical;07;Classique;5025
281;Affections malignes du système hépatobiliaire et du pancréas;Médical;07;De jour;1836
282;Troubles du pancréas excepté affections malignes;Médical;07;Classique;6719
282;Troubles du pancréas excepté affections malignes;Médical;07;De jour;766
283;Autres troubles du foie;Médical;07;Classique;3348
283;Autres troubles du foie;Médical;07;De jour;1518
284;Troubles de la vésicule biliaire et des voies biliaires;Médical;07;Classique;10852
284;Troubles de la vésicule biliaire et des voies biliaires;Médical;07;De jour;1071
301;Remplacement d'articulation de hanche;Chirurgical;08;Classique;27536
301;Remplacement d'articulation de hanche;Chirurgical;08;De jour;11
302;Remplacement d'articulation de genou;Chirurgical;08;Classique;22321
302;Remplacement d'articulation de genou;Chirurgical;08;De jour;15
303;Arthrodèse dorsolombaire pour déviation du dos;Chirurgical;08;Classique;306
304;Arthrodèse dorsolombaire excepté déviation du dos;Chirurgical;08;Classique;9819
304;Arthrodèse dorsolombaire excepté déviation du dos;Chirurgical;08;De jour;3
305;Amputation du membre inférieur, excepté amputation des seuls orteils;Chirurgical;08;Classique;1030
305;Amputation du membre inférieur, excepté amputation des seuls orteils;Chirurgical;08;De jour;2
308;Procédures hanche et fémur pour traumatisme, excepté remplacement articulaire;Chirurgical;08;Classique;10780
308;Procédures hanche et fémur pour traumatisme, excepté remplacement articulaire;Chirurgical;08;De jour;6
309;Procédures hanche et fémur sans traumatisme, excepté remplacement articulaire;Chirurgical;08;Classique;2795
309;Procédures hanche et fémur sans traumatisme, excepté remplacement articulaire;Chirurgical;08;De jour;805
310;Excision et décompression de disque intervertébral;Chirurgical;08;Classique;19640
310;Excision et décompression de disque intervertébral;Chirurgical;08;De jour;173
312;Greffe cutanée, excepté sur la main, pour affections musculo-squelettique et du tissu conjonctif;Chirurgical;08;Classique;371
312;Greffe cutanée, excepté sur la main, pour affections musculo-squelettique et du tissu conjonctif;Chirurgical;08;De jour;280
313;Procédures au niveau du genou et de la jambe excepté le pied;Chirurgical;08;Classique;24696
313;Procédures au niveau du genou et de la jambe excepté le pied;Chirurgical;08;De jour;47113
314;Procédures au niveau du pied et des orteils;Chirurgical;08;Classique;16131
314;Procédures au niveau du pied et des orteils;Chirurgical;08;De jour;6391
315;Procédures au niveau de l'épaule, du bras et de l'avant-bras;Chirurgical;08;Classique;37902
315;Procédures au niveau de l'épaule, du bras et de l'avant-bras;Chirurgical;08;De jour;11009
316;Procédures de la main et du poignet;Chirurgical;08;Classique;6751
316;Procédures de la main et du poignet;Chirurgical;08;De jour;31567
317;Procédures au niveau des tendons, muscles et autres tissus mous;Chirurgical;08;Classique;7579
317;Procédures au niveau des tendons, muscles et autres tissus mous;Chirurgical;08;De jour;9257
320;Autres procédures du système musculo-squelettique et du tissu conjonctif;Chirurgical;08;Classique;9067
320;Autres procédures du système musculo-squelettique et du tissu conjonctif;Chirurgical;08;De jour;22383
321;Arthrodèse cervicale et autres procédures sur le cou/dos, excepté excision/décompression de disques intervertébraux;Chirurgical;08;Classique;7443
321;Arthrodèse cervicale et autres procédures sur le cou/dos, excepté excision/décompression de disques intervertébraux;Chirurgical;08;De jour;367
340;Fractures du fémur;Médical;08;Classique;1454
340;Fractures du fémur;Médical;08;De jour;22
341;Fracture du bassin ou luxation de la hanche;Médical;08;Classique;3784
341;Fracture du bassin ou luxation de la hanche;Médical;08;De jour;33
342;Fracture ou luxation excepté du fémur, du bassin et du dos;Médical;08;Classique;9071
342;Fracture ou luxation excepté du fémur, du bassin et du dos;Médical;08;De jour;4221
343;Affection maligne musculo-squelletique et fractures patholiques liées aux affection malignes musculo-squelettiques;Médical;08;Classique;2270
343;Affection maligne musculo-squelletique et fractures patholiques liées aux affection malignes musculo-squelettiques;Médical;08;De jour;1351
344;Ostéomyélite, arthrite septique et autres infections musculo-squelettiques;Médical;08;Classique;1264
344;Ostéomyélite, arthrite septique et autres infections musculo-squelettiques;Médical;08;De jour;47
346;Troubles du tissu conjonctif;Médical;08;Classique;3662
346;Troubles du tissu conjonctif;Médical;08;De jour;2025
347;Autres troubles, fractures et lésions du dos et du cou;Médical;08;Classique;22462
347;Autres troubles, fractures et lésions du dos et du cou;Médical;08;De jour;142384
349;Dysfonctionnement, réaction et complication de matériel ou de procédure orthopédique;Médical;08;Classique;2116
349;Dysfonctionnement, réaction et complication de matériel ou de procédure orthopédique;Médical;08;De jour;319
351;Autres diagnostics concernant le système musculo-squelettique et le tissu conjonctif;Médical;08;Classique;12944
351;Autres diagnostics concernant le système musculo-squelettique et le tissu conjonctif;Médical;08;De jour;6658
361;Greffe cutanée pour affections de la peau et du tissu sous-cutané;Chirurgical;09;Classique;3583
361;Greffe cutanée pour affections de la peau et du tissu sous-cutané;Chirurgical;09;De jour;4989
362;Procédures de mastectomie;Chirurgical;09;Classique;6310
362;Procédures de mastectomie;Chirurgical;09;De jour;224
363;Procédures mammaires, excepté mastectomie;Chirurgical;09;Classique;14846
363;Procédures mammaires, excepté mastectomie;Chirurgical;09;De jour;5621
364;Autres interventions sur la peau, les tissus sous-cutanés et apparentés;Chirurgical;09;Classique;9863
364;Autres interventions sur la peau, les tissus sous-cutanés et apparentés;Chirurgical;09;De jour;8535
380;Ulcères cutanés;Médical;09;Classique;2386
380;Ulcères cutanés;Médical;09;De jour;142
381;Affections majeures de la peau;Médical;09;Classique;1358
381;Affections majeures de la peau;Médical;09;De jour;340
382;Affections malignes du sein;Médical;09;Classique;1297
382;Affections malignes du sein;Médical;09;De jour;3547
383;Cellulite et autres infections bactériennes cutanées;Médical;09;Classique;11078
383;Cellulite et autres infections bactériennes cutanées;Médical;09;De jour;1795
384;Contusion, plaie ouverte et autres traumatismes de peau et du tissu sous-cutané;Médical;09;Classique;8702
384;Contusion, plaie ouverte et autres traumatismes de peau et du tissu sous-cutané;Médical;09;De jour;5918
385;Autres affections de la peau, du tissu sous-cutané et du sein;Médical;09;Classique;5047
385;Autres affections de la peau, du tissu sous-cutané et du sein;Médical;09;De jour;18732
401;Procédures sur les surrénales et l'hypophyse;Chirurgical;10;Classique;593
403;Procédures pour obésité;Chirurgical;10;Classique;12615
403;Procédures pour obésité;Chirurgical;10;De jour;83
404;Procédures sur la thyroïde, les parathyroïdes ou le canal thyréoglosse;Chirurgical;10;Classique;7466
404;Procédures sur la thyroïde, les parathyroïdes ou le canal thyréoglosse;Chirurgical;10;De jour;68
405;Autres procédures pour troubles endocriniens, nutritionnels et métaboliques;Chirurgical;10;Classique;654
405;Autres procédures pour troubles endocriniens, nutritionnels et métaboliques;Chirurgical;10;De jour;148
420;Diabète;Médical;10;Classique;12310
420;Diabète;Médical;10;De jour;32
421;Malnutrition, retard staturopondéral et autres troubles nutritionnels;Médical;10;Classique;5947
421;Malnutrition, retard staturopondéral et autres troubles nutritionnels;Médical;10;De jour;1649
422;Hypovolémie et troubles électrolytiques associés;Médical;10;Classique;4363
422;Hypovolémie et troubles électrolytiques associés;Médical;10;De jour;17
423;Anomalies congénitales du métabolisme;Médical;10;Classique;516
423;Anomalies congénitales du métabolisme;Médical;10;De jour;312
424;Autres troubles endocriniens;Médical;10;Classique;3317
424;Autres troubles endocriniens;Médical;10;De jour;207
425;Autres troubles électrolytiques sauf associés à l'hypovolémie;Médical;10;Classique;4494
425;Autres troubles électrolytiques sauf associés à l'hypovolémie;Médical;10;De jour;15
440;Transplantation rénale;Chirurgical;11;Classique;495
441;Procédures majeures sur la vessie;Chirurgical;11;Classique;1108
441;Procédures majeures sur la vessie;Chirurgical;11;De jour;16
442;Procédures sur les reins et les voies urinaires pour affections malignes;Chirurgical;11;Classique;1968
442;Procédures sur les reins et les voies urinaires pour affections malignes;Chirurgical;11;De jour;11
443;Procédures sur les reins et les voies urinaires pour affections non malignes;Chirurgical;11;Classique;3109
443;Procédures sur les reins et les voies urinaires pour affections non malignes;Chirurgical;11;De jour;269
444;Procédure uniquement pour matériel de voie d'accès de dialyse rénale;Chirurgical;11;Classique;1864
444;Procédure uniquement pour matériel de voie d'accès de dialyse rénale;Chirurgical;11;De jour;540
445;Autres procédures de la vessie;Chirurgical;11;Classique;1940
445;Autres procédures de la vessie;Chirurgical;11;De jour;312
446;Procédures urétrales et transurétrales;Chirurgical;11;Classique;17321
446;Procédures urétrales et transurétrales;Chirurgical;11;De jour;4912
447;Autres procédures du rein, des voies urinaires et apparentées;Chirurgical;11;Classique;1357
447;Autres procédures du rein, des voies urinaires et apparentées;Chirurgical;11;De jour;341
460;Insuffisance rénale;Médical;11;Classique;4667
460;Insuffisance rénale;Médical;11;De jour;208
461;Affection maligne des reins et des voies urinaires;Médical;11;Classique;1447
461;Affection maligne des reins et des voies urinaires;Médical;11;De jour;2424
462;Néphrite et néphrose;Médical;11;Classique;874
462;Néphrite et néphrose;Médical;11;De jour;90
463;Infections des reins et des voies urinaires;Médical;11;Classique;19075
463;Infections des reins et des voies urinaires;Médical;11;De jour;806
465;Lithiases urinaires et obstruction acquise du tractus urinaire supérieur;Médical;11;Classique;12152
465;Lithiases urinaires et obstruction acquise du tractus urinaire supérieur;Médical;11;De jour;13105
466;Dysfonctionnement, réaction et complication de matériel ou de procédure génito-urinaire;Médical;11;Classique;2844
466;Dysfonctionnement, réaction et complication de matériel ou de procédure génito-urinaire;Médical;11;De jour;723
468;Autres diagnostics, signes et symptômes du rein et des voies urinaires;Médical;11;Classique;11040
468;Autres diagnostics, signes et symptômes du rein et des voies urinaires;Médical;11;De jour;17836
480;Procédures majeures sur le petit bassin chez l'homme;Chirurgical;12;Classique;4401
480;Procédures majeures sur le petit bassin chez l'homme;Chirurgical;12;De jour;27
