code;beschrijving;medisch_of_chirurgicsh;mdc;soort_hospitalisatie;aantal_verblijven
093;Ingrepen op sinussen en mastoïd;Chirurgisch;03;Klass. hosp;6932
093;Ingrepen op sinussen en mastoïd;Chirurgisch;03;Daghosp.;4281
094;Ingrepen op de mond;Chirurgisch;03;Klass. hosp;1779
094;Ingrepen op de mond;Chirurgisch;03;Daghosp.;30080
095;Palatoplastie en herstel van hazelip;Chirurgisch;03;Klass. hosp;818
095;Palatoplastie en herstel van hazelip;Chirurgisch;03;Daghosp.;291
096;Ingrepen op de speekselklieren en sialoadenectomie;Chirurgisch;03;Klass. hosp;1110
096;Ingrepen op de speekselklieren en sialoadenectomie;Chirurgisch;03;Daghosp.;366
097;Adenoïd en amygdalectomie;Chirurgisch;03;Klass. hosp;8121
097;Adenoïd en amygdalectomie;Chirurgisch;03;Daghosp.;36956
098;Andere ingrepen op neus, keel, oren en mond;Chirurgisch;03;Klass. hosp;13426
098;Andere ingrepen op neus, keel, oren en mond;Chirurgisch;03;Daghosp.;30765
110;Maligne aandoeningen van neus, keel, oren en mond;Medisch;03;Klass. hosp;2152
110;Maligne aandoeningen van neus, keel, oren en mond;Medisch;03;Daghosp.;1049
111;Evenwichtsstoornissen;Medisch;03;Klass. hosp;4795
111;Evenwichtsstoornissen;Medisch;03;Daghosp.;26
112;Epistaxis;Medisch;03;Klass. hosp;1165
112;Epistaxis;Medisch;03;Daghosp.;216
113;Epiglottitis, otitis media, infectie bovenste luchtwegen en laryngotracheitis;Medisch;03;Klass. hosp;16426
113;Epiglottitis, otitis media, infectie bovenste luchtwegen en laryngotracheitis;Medisch;03;Daghosp.;973
114;Aandoeningen van tanden en mond;Medisch;03;Klass. hosp;4506
114;Aandoeningen van tanden en mond;Medisch;03;Daghosp.;87086
115;Andere aandoeningen van neus, keel, oren en mond;Medisch;03;Klass. hosp;29472
115;Andere aandoeningen van neus, keel, oren en mond;Medisch;03;Daghosp.;5247
120;Majeure ingrepen op het ademhalingsstelsel;Chirurgisch;04;Klass. hosp;1841
120;Majeure ingrepen op het ademhalingsstelsel;Chirurgisch;04;Daghosp.;11
121;Niet majeure ingrepen op het ademhalingsstelsel;Chirurgisch;04;Klass. hosp;4688
121;Niet majeure ingrepen op het ademhalingsstelsel;Chirurgisch;04;Daghosp.;748
122;Andere ingrepen op het ademhalingsstelsel;Chirurgisch;04;Klass. hosp;684
122;Andere ingrepen op het ademhalingsstelsel;Chirurgisch;04;Daghosp.;259
130;Ziekten van het ademhalingsstelsel met kunstmatige beademing 96+ uur;Medisch;04;Klass. hosp;1898
130;Ziekten van het ademhalingsstelsel met kunstmatige beademing 96+ uur;Medisch;04;Daghosp.;3
131;Mucoviscidose;Medisch;04;Klass. hosp;833
131;Mucoviscidose;Medisch;04;Daghosp.;24
132;Bronchopulmonale en andere chronische respiratoire aandoeningen, uit de perinatale periode;Medisch;04;Klass. hosp;104
133;Longoedeem en respiratoire insufficiëntie;Medisch;04;Klass. hosp;1781
133;Longoedeem en respiratoire insufficiëntie;Medisch;04;Daghosp.;12
134;Longembolie;Medisch;04;Klass. hosp;4844
134;Longembolie;Medisch;04;Daghosp.;17
135;Majeur trauma van de thorax;Medisch;04;Klass. hosp;1988
135;Majeur trauma van de thorax;Medisch;04;Daghosp.;5
136;Nieuwvormingen van het ademhalingsstelsel;Medisch;04;Klass. hosp;8934
136;Nieuwvormingen van het ademhalingsstelsel;Medisch;04;Daghosp.;3667
137;Ontstekingen en infecties van het ademhalingsstelsel;Medisch;04;Klass. hosp;7363
137;Ontstekingen en infecties van het ademhalingsstelsel;Medisch;04;Daghosp.;265
138;RSV pneumonie en kinkhoest;Medisch;04;Klass. hosp;560
138;RSV pneumonie en kinkhoest;Medisch;04;Daghosp.;2
139;Gewone pneumonie;Medisch;04;Klass. hosp;36498
139;Gewone pneumonie;Medisch;04;Daghosp.;225
140;Chronische obstructieve longaandoeningen;Medisch;04;Klass. hosp;25205
140;Chronische obstructieve longaandoeningen;Medisch;04;Daghosp.;988
141;Bronchiolitis en astma;Medisch;04;Klass. hosp;13513
141;Bronchiolitis en astma;Medisch;04;Daghosp.;502
142;Interstitiële longaandoeningen;Medisch;04;Klass. hosp;1441
142;Interstitiële longaandoeningen;Medisch;04;Daghosp.;423
143;Pneumothorax en pleurale uitstorting;Medisch;04;Klass. hosp;3800
143;Pneumothorax en pleurale uitstorting;Medisch;04;Daghosp.;126
144;Respiratoire tekens en symptomen en andere aandoeningen van het ademhalingsstelsel;Medisch;04;Klass. hosp;26909
144;Respiratoire tekens en symptomen en andere aandoeningen van het ademhalingsstelsel;Medisch;04;Daghosp.;2930
160;Majeure cardiothoracale ingrepen voor hartafwijkingen;Chirurgisch;05;Klass. hosp;221
161;Implantatie van hartdefibrillator;Chirurgisch;05;Klass. hosp;1459
161;Implantatie van hartdefibrillator;Chirurgisch;05;Daghosp.;18
162;Ingrepen op hartkleppen, met hartkatheterisatie;Chirurgisch;05;Klass. hosp;870
163;Ingrepen op hartkleppen, zonder hartkatheterisatie;Chirurgisch;05;Klass. hosp;3607
163;Ingrepen op hartkleppen, zonder hartkatheterisatie;Chirurgisch;05;Daghosp.;1
165;Coronaire overbrugging, zonder complicaties van de coronaire overbrugging, met hartkatheterisatie;Chirurgisch;05;Klass. hosp;2225
166;Coronaire overbrugging, zonder complicaties van de coronaire overbrugging, zonder hartkatheterisatie;Chirurgisch;05;Klass. hosp;3902
167;Andere cardiothoracale ingrepen;Chirurgisch;05;Klass. hosp;1301
167;Andere cardiothoracale ingrepen;Chirurgisch;05;Daghosp.;4
168;Majeure thoracovasculaire ingrepen;Chirurgisch;05;Klass. hosp;3754
168;Majeure thoracovasculaire ingrepen;Chirurgisch;05;Daghosp.;47
169;Majeure abdominale vasculaire ingrepen;Chirurgisch;05;Klass. hosp;806
170;Plaatsen van permanente pacemaker met AMI, hartdecompensatie of shock;Chirurgisch;05;Klass. hosp;472
171;Plaatsen van permanente pacemaker zonder AMI, hartdecompensatie of shock;Chirurgisch;05;Klass. hosp;7647
171;Plaatsen van permanente pacemaker zonder AMI, hartdecompensatie of shock;Chirurgisch;05;Daghosp.;29
172;Amputatie, wegens circulatoire aandoeningen, behalve van de bovenste ledematen en teen;Chirurgisch;05;Klass. hosp;796
173;Andere vasculaire ingrepen;Chirurgisch;05;Klass. hosp;18738
173;Andere vasculaire ingrepen;Chirurgisch;05;Daghosp.;2033
174;Percutane cardiovasculaire ingrepen met hartinfarct;Chirurgisch;05;Klass. hosp;6741
174;Percutane cardiovasculaire ingrepen met hartinfarct;Chirurgisch;05;Daghosp.;397
175;Percutane cardiovasculaire ingrepen zonder hartinfarct;Chirurgisch;05;Klass. hosp;22929
175;Percutane cardiovasculaire ingrepen zonder hartinfarct;Chirurgisch;05;Daghosp.;2025
176;Vervangen van pacemaker en defibrillator;Chirurgisch;05;Klass. hosp;2916
176;Vervangen van pacemaker en defibrillator;Chirurgisch;05;Daghosp.;598
177;Revisie van pacemaker en defibrillator behalve vervangen apparaat;Chirurgisch;05;Klass. hosp;918
177;Revisie van pacemaker en defibrillator behalve vervangen apparaat;Chirurgisch;05;Daghosp.;101
178;Amputatie, wegens circulatoire aandoeningen, van de bovenste ledematen en teen;Chirurgisch;05;Klass. hosp;424
178;Amputatie, wegens circulatoire aandoeningen, van de bovenste ledematen en teen;Chirurgisch;05;Daghosp.;49
179;Onderbinden en strippen van venen;Chirurgisch;05;Klass. hosp;5161
179;Onderbinden en strippen van venen;Chirurgisch;05;Daghosp.;18797
180;Andere chirurgische ingrepen op het circulatoire systeem;Chirurgisch;05;Klass. hosp;956
180;Andere chirurgische ingrepen op het circulatoire systeem;Chirurgisch;05;Daghosp.;150
190;Circulatoire aandoeningen, met AMI;Medisch;05;Klass. hosp;10040
190;Circulatoire aandoeningen, met AMI;Medisch;05;Daghosp.;494
191;Hartkatheterisatie met circulatoire aandoening behalve ischemische hartaandoening;Medisch;05;Klass. hosp;9931
191;Hartkatheterisatie met circulatoire aandoening behalve ischemische hartaandoening;Medisch;05;Daghosp.;2162
192;Hartkatheterisatie wegens ischemische hartaandoening;Medisch;05;Klass. hosp;22744
192;Hartkatheterisatie wegens ischemische hartaandoening;Medisch;05;Daghosp.;7285
193;Acute en subacute endocarditis;Medisch;05;Klass. hosp;237
194;Hartinsufficiëntie;Medisch;05;Klass. hosp;20410
194;Hartinsufficiëntie;Medisch;05;Daghosp.;41
195;Diepe veneuze thromboflebitis;Medisch;05;Klass. hosp;1057
195;Diepe veneuze thromboflebitis;Medisch;05;Daghosp.;11
196;Hartstilstand zonder gekende oorzaak;Medisch;05;Klass. hosp;832
196;Hartstilstand zonder gekende oorzaak;Medisch;05;Daghosp.;99
197;Perifere en andere vasculaire aandoeningen;Medisch;05;Klass. hosp;5911
197;Perifere en andere vasculaire aandoeningen;Medisch;05;Daghosp.;1861
198;Atherosclerose;Medisch;05;Klass. hosp;3388
198;Atherosclerose;Medisch;05;Daghosp.;28
199;Hypertensie;Medisch;05;Klass. hosp;3123
199;Hypertensie;Medisch;05;Daghosp.;55
200;Congenitale hart en klepaandoeningen;Medisch;05;Klass. hosp;1327
200;Congenitale hart en klepaandoeningen;Medisch;05;Daghosp.;83
201;Hartarythmie en geleidingsaandoeningen;Medisch;05;Klass. hosp;19495
201;Hartarythmie en geleidingsaandoeningen;Medisch;05;Daghosp.;3831
202;Angina pectoris;Medisch;05;Klass. hosp;2590
202;Angina pectoris;Medisch;05;Daghosp.;21
203;Thoracale pijn;Medisch;05;Klass. hosp;6906
203;Thoracale pijn;Medisch;05;Daghosp.;126
204;Syncope en collaps;Medisch;05;Klass. hosp;9237
204;Syncope en collaps;Medisch;05;Daghosp.;29
205;Cardiomyopathie;Medisch;05;Klass. hosp;378
205;Cardiomyopathie;Medisch;05;Daghosp.;9
206;Dysfunctie, reactie en complicatie op cardio- of vasculair hulpmiddel of ingreep;Medisch;05;Klass. hosp;1434
206;Dysfunctie, reactie en complicatie op cardio- of vasculair hulpmiddel of ingreep;Medisch;05;Daghosp.;426
207;Andere aandoeningen van het circulatoire systeem;Medisch;05;Klass. hosp;5547
207;Andere aandoeningen van het circulatoire systeem;Medisch;05;Daghosp.;265
220;Majeure ingrepen op oesofagus, maag, duodenum;Chirurgisch;06;Klass. hosp;4720
220;Majeure ingrepen op oesofagus, maag, duodenum;Chirurgisch;06;Daghosp.;129
221;Majeure ingrepen op dunne en dikke darm;Chirurgisch;06;Klass. hosp;14981
221;Majeure ingrepen op dunne en dikke darm;Chirurgisch;06;Daghosp.;31
222;Mineure ingrepen op oesofagus, maag, duodenum;Chirurgisch;06;Klass. hosp;671
222;Mineure ingrepen op oesofagus, maag, duodenum;Chirurgisch;06;Daghosp.;105
223;Mineure ingrepen op dunne en dikke darm;Chirurgisch;06;Klass. hosp;2331
223;Mineure ingrepen op dunne en dikke darm;Chirurgisch;06;Daghosp.;104
224;Peritoneale adhesiolyse;Chirurgisch;06;Klass. hosp;2206
224;Peritoneale adhesiolyse;Chirurgisch;06;Daghosp.;108
225;Appendectomie;Chirurgisch;06;Klass. hosp;14256
225;Appendectomie;Chirurgisch;06;Daghosp.;87
226;Ingrepen op de anus en gastro-intestinaal stoma;Chirurgisch;06;Klass. hosp;9469
226;Ingrepen op de anus en gastro-intestinaal stoma;Chirurgisch;06;Daghosp.;7326
227;Ingrepen voor hernia behalve inguinalis en cruris;Chirurgisch;06;Klass. hosp;8987
227;Ingrepen voor hernia behalve inguinalis en cruris;Chirurgisch;06;Daghosp.;3039
228;Ingrepen voor hernia inguinalis en cruris;Chirurgisch;06;Klass. hosp;16743
228;Ingrepen voor hernia inguinalis en cruris;Chirurgisch;06;Daghosp.;6360
229;Andere ingrepen op het spijsverteringsstelsel;Chirurgisch;06;Klass. hosp;2127
229;Andere ingrepen op het spijsverteringsstelsel;Chirurgisch;06;Daghosp.;250
240;Maligne aandoeningen van het spijsverteringsstelsel;Medisch;06;Klass. hosp;7574
240;Maligne aandoeningen van het spijsverteringsstelsel;Medisch;06;Daghosp.;6834
241;Peptisch ulcus en gastritis;Medisch;06;Klass. hosp;9323
241;Peptisch ulcus en gastritis;Medisch;06;Daghosp.;8375
242;Majeure slokdarmaandoeningen;Medisch;06;Klass. hosp;893
242;Majeure slokdarmaandoeningen;Medisch;06;Daghosp.;321
243;Andere slokdarmaandoeningen;Medisch;06;Klass. hosp;9748
243;Andere slokdarmaandoeningen;Medisch;06;Daghosp.;16925
244;Diverticulitis en diverticulosis;Medisch;06;Klass. hosp;9151
244;Diverticulitis en diverticulosis;Medisch;06;Daghosp.;14252
245;Ontstekingen van de darmen;Medisch;06;Klass. hosp;3050
245;Ontstekingen van de darmen;Medisch;06;Daghosp.;6323
246;Gastro-intestinale vasculaire insufficiëntie;Medisch;06;Klass. hosp;1526
246;Gastro-intestinale vasculaire insufficiëntie;Medisch;06;Daghosp.;167
247;Gastro-intestinale obstructie;Medisch;06;Klass. hosp;8249
247;Gastro-intestinale obstructie;Medisch;06;Daghosp.;426
248;Majeure gastro-intestinale bacteriële infecties;Medisch;06;Klass. hosp;811
248;Majeure gastro-intestinale bacteriële infecties;Medisch;06;Daghosp.;19
249;Niet bacteriële gastro-enteritis en buikpijn;Medisch;06;Klass. hosp;28148
249;Niet bacteriële gastro-enteritis en buikpijn;Medisch;06;Daghosp.;8364
250;Andere aandoeningen van het spijsverteringsstelsel;Medisch;06;Klass. hosp;30663
250;Andere aandoeningen van het spijsverteringsstelsel;Medisch;06;Daghosp.;65237
260;Intra-abdominale shunt en ingrepen op lever en pancreas;Chirurgisch;07;Klass. hosp;2063
260;Intra-abdominale shunt en ingrepen op lever en pancreas;Chirurgisch;07;Daghosp.;10
261;Majeure ingrepen op de galwegen;Chirurgisch;07;Klass. hosp;626
261;Majeure ingrepen op de galwegen;Chirurgisch;07;Daghosp.;30
262;Cholecystectomie, behalve laparoscopie;Chirurgisch;07;Klass. hosp;764
262;Cholecystectomie, behalve laparoscopie;Chirurgisch;07;Daghosp.;1
263;Laparoscopische cholecystectomie;Chirurgisch;07;Klass. hosp;17943
263;Laparoscopische cholecystectomie;Chirurgisch;07;Daghosp.;477
264;Andere ingrepen hepatobiliair stelsel en pancreas;Chirurgisch;07;Klass. hosp;948
264;Andere ingrepen hepatobiliair stelsel en pancreas;Chirurgisch;07;Daghosp.;147
280;Cirrose en hepatitis door alcohol;Medisch;07;Klass. hosp;4031
280;Cirrose en hepatitis door alcohol;Medisch;07;Daghosp.;493
281;Maligne aandoeningen van het hepatobiliair stelsel of van de pancreas;Medisch;07;Klass. hosp;5080
281;Maligne aandoeningen van het hepatobiliair stelsel of van de pancreas;Medisch;07;Daghosp.;1369
282;Aandoeningen van de pancreas behalve maligne aandoeningen;Medisch;07;Klass. hosp;6263
282;Aandoeningen van de pancreas behalve maligne aandoeningen;Medisch;07;Daghosp.;635
283;Aandoeningen van de lever behalve maligne aandoeningen, cirrose en hepatitis door alcohol;Medisch;07;Klass. hosp;4195
283;Aandoeningen van de lever behalve maligne aandoeningen, cirrose en hepatitis door alcohol;Medisch;07;Daghosp.;1204
284;Aandoeningen van de galwegen;Medisch;07;Klass. hosp;9571
284;Aandoeningen van de galwegen;Medisch;07;Daghosp.;914
300;Bilaterale of multipele majeure ingrepen op gewrichten van de onderste ledematen;Chirurgisch;08;Klass. hosp;644
301;Majeure ingrepen op gewrichten en heraanhechten onderste ledematen bij trauma;Chirurgisch;08;Klass. hosp;6106
302;Majeure ingrepen op gewrichten en heraanhechten onderste ledematen behalve bij trauma;Chirurgisch;08;Klass. hosp;39163
302;Majeure ingrepen op gewrichten en heraanhechten onderste ledematen behalve bij trauma;Chirurgisch;08;Daghosp.;33
303;Dorso en lumbale arthrodese bij deviatie van rugkromming;Chirurgisch;08;Klass. hosp;227
304;Dorso en lumbale arthrodese behalve bij deviatie van rugkromming;Chirurgisch;08;Klass. hosp;8971
304;Dorso en lumbale arthrodese behalve bij deviatie van rugkromming;Chirurgisch;08;Daghosp.;3
305;Amputatie voor aandoeningen van het musculoskeletaal stelsel en bindweefsel;Chirurgisch;08;Klass. hosp;269
305;Amputatie voor aandoeningen van het musculoskeletaal stelsel en bindweefsel;Chirurgisch;08;Daghosp.;3
306;Majeure ingrepen op gewrichten en heraanhechten van de bovenste ledematen;Chirurgisch;08;Klass. hosp;2557
306;Majeure ingrepen op gewrichten en heraanhechten van de bovenste ledematen;Chirurgisch;08;Daghosp.;25
307;Reconstructieve ingrepen op craniale en faciale beenderen;Chirurgisch;08;Klass. hosp;322
307;Reconstructieve ingrepen op craniale en faciale beenderen;Chirurgisch;08;Daghosp.;315
308;Ingrepen op heup en femur behalve majeure ingrepen op gewricht, voor trauma;Chirurgisch;08;Klass. hosp;10261
308;Ingrepen op heup en femur behalve majeure ingrepen op gewricht, voor trauma;Chirurgisch;08;Daghosp.;9
309;Ingrepen op heup en femur behalve majeure ingrepen op gewricht, behalve voor trauma;Chirurgisch;08;Klass. hosp;2534
309;Ingrepen op heup en femur behalve majeure ingrepen op gewricht, behalve voor trauma;Chirurgisch;08;Daghosp.;160
310;Ingrepen op rug en nek behalve spinale arthrodese;Chirurgisch;08;Klass. hosp;25318
310;Ingrepen op rug en nek behalve spinale arthrodese;Chirurgisch;08;Daghosp.;2165
311;Debridisatie en huidgreffe voor open wonde, musculoskeletaal en bindweefsel aandoeningen, behalve hand;Chirurgisch;08;Klass. hosp;87
311;Debridisatie en huidgreffe voor open wonde, musculoskeletaal en bindweefsel aandoeningen, behalve hand;Chirurgisch;08;Daghosp.;65
312;Debridisatie en huidgreffe behalve open wonde, voor musculoskeletaal en bindweefsel aandoeningen, behalve hand;Chirurgisch;08;Klass. hosp;967
312;Debridisatie en huidgreffe behalve open wonde, voor musculoskeletaal en bindweefsel aandoeningen, behalve hand;Chirurgisch;08;Daghosp.;315
313;Ingrepen onderste extremiteiten knie en onderbeen, behalve voet;Chirurgisch;08;Klass. hosp;24986
313;Ingrepen onderste extremiteiten knie en onderbeen, behalve voet;Chirurgisch;08;Daghosp.;42951
314;Ingrepen op voet;Chirurgisch;08;Klass. hosp;12918
314;Ingrepen op voet;Chirurgisch;08;Daghosp.;5014
315;Ingrepen op schouder, elleboog en voorarm;Chirurgisch;08;Klass. hosp;33755
315;Ingrepen op schouder, elleboog en voorarm;Chirurgisch;08;Daghosp.;8808
316;Ingrepen op hand en pols;Chirurgisch;08;Klass. hosp;6384
316;Ingrepen op hand en pols;Chirurgisch;08;Daghosp.;29176
317;Ingrepen op de weke weefsels;Chirurgisch;08;Klass. hosp;8334
317;Ingrepen op de weke weefsels;Chirurgisch;08;Daghosp.;9131
318;Verwijderen van inwendige fixatoren;Chirurgisch;08;Klass. hosp;4724
318;Verwijderen van inwendige fixatoren;Chirurgisch;08;Daghosp.;18526
319;Locale excisie van musculoskeletaal stelsel;Chirurgisch;08;Klass. hosp;3277
319;Locale excisie van musculoskeletaal stelsel;Chirurgisch;08;Daghosp.;6107
320;Andere ingrepen op musculoskeletaal stelsel en bindweefsel;Chirurgisch;08;Klass. hosp;5371
320;Andere ingrepen op musculoskeletaal stelsel en bindweefsel;Chirurgisch;08;Daghosp.;4331
340;Femurfracturen;Medisch;08;Klass. hosp;1450
340;Femurfracturen;Medisch;08;Daghosp.;12
341;Fracturen van bekken of luxatie van de heup;Medisch;08;Klass. hosp;3786
341;Fracturen van bekken of luxatie van de heup;Medisch;08;Daghosp.;21
342;Fracturen of luxatie, behalve heup en bekken;Medisch;08;Klass. hosp;9500
342;Fracturen of luxatie, behalve heup en bekken;Medisch;08;Daghosp.;4450
343;Pathologische fracturen en maligne aandoeningen van bindweefsel en musculoskeletaal stelsel;Medisch;08;Klass. hosp;5829
343;Pathologische fracturen en maligne aandoeningen van bindweefsel en musculoskeletaal stelsel;Medisch;08;Daghosp.;1894
344;Osteomyelitis;Medisch;08;Klass. hosp;445
344;Osteomyelitis;Medisch;08;Daghosp.;55
345;Septische arthritis;Medisch;08;Klass. hosp;426
345;Septische arthritis;Medisch;08;Daghosp.;9
346;Aandoeningen van het bindweefsel;Medisch;08;Klass. hosp;3044
346;Aandoeningen van het bindweefsel;Medisch;08;Daghosp.;1542
347;Medische rugproblemen;Medisch;08;Klass. hosp;20650
347;Medische rugproblemen;Medisch;08;Daghosp.;155433
348;Andere beenderziekten;Medisch;08;Klass. hosp;3627
348;Andere beenderziekten;Medisch;08;Daghosp.;1331
349;Dysfunctie, reactie en complicaties van orthopedische hulpmiddelen of ingreep;Medisch;08;Klass. hosp;2260
349;Dysfunctie, reactie en complicaties van orthopedische hulpmiddelen of ingreep;Medisch;08;Daghosp.;310
350;Tekens, symptomen, kneuzingen en mineure ontsteking van het musculoskeletaal stelsel en bindweefsel;Medisch;08;Klass. hosp;5013
350;Tekens, symptomen, kneuzingen en mineure ontsteking van het musculoskeletaal stelsel en bindweefsel;Medisch;08;Daghosp.;1152
351;Andere aandoeningen van het musculoskeletaal stelsel en bindweefsel;Medisch;08;Klass. hosp;5230
