gewest;drg_34;drg_beschrijving;mdc_34;soort_diagnose;klassieke_hospitalisatie;daghospitalisatie
Vlaams Gewest;322;Vervanging van schouder en elleboog gewricht;8;Chirurgisch;892;29
Vlaams Gewest;340;Femurfracturen;8;Medisch;1.054;7
Vlaams Gewest;341;Fracturen van het bekken of luxatie van de heup;8;Medisch;2.332;7
Vlaams Gewest;342;Fracturen of luxatie, behalve femur, heup en bekken;8;Medisch;5.235;2.446
Vlaams Gewest;343;Maligne aandoeningen van het musculoskeletaal stelsel en pathologische fracturen hierdoor.;8;Medisch;1.554;1.052
Vlaams Gewest;344;Osteomyelitis, septische arthritis en andere musculo-skeletale infecties;8;Medisch;894;49
Vlaams Gewest;346;Stoornissen van het bindweefsel;8;Medisch;1.932;1.319
Vlaams Gewest;347;Andere stoornissen, breuken en letsels van de rug en van de nek;8;Medisch;12.488;13.505
Vlaams Gewest;349;Dysfunctie, bijwerking en complicaties van orthopedisch toestel of procedure;8;Medisch;1.368;351
Vlaams Gewest;351;Andere diagnosen van het musculo-skeletaal stelsel en bindweefsel;8;Medisch;8.452;4.781
Vlaams Gewest;361;Huidgreffe voor huid en subcutaan weefsel diagnosen;9;Chirurgisch;2.990;6.450
Vlaams Gewest;362;Mastectomie procedures;9;Chirurgisch;2.786;267
Vlaams Gewest;363;Procedures op de borst, behalve mastectomie;9;Chirurgisch;8.801;4.295
Vlaams Gewest;364;Andere procedures op huid, subcutaan weefsel en gerelateerde procedures;9;Chirurgisch;4.233;4.855
Vlaams Gewest;380;Huidulcera;9;Medisch;1.065;120
Vlaams Gewest;381;Majeure aandoeningen van de huid;9;Medisch;457;347
Vlaams Gewest;382;Maligne aandoeningen van de mamma;9;Medisch;576;3.260
Vlaams Gewest;383;Cellulitis en andere huidinfecties;9;Medisch;7.734;1.745
Vlaams Gewest;384;Contusie, open wonde en andere trauma van de huid en van het subcutaan weefsel;9;Medisch;4.459;2.264
Vlaams Gewest;385;Andere aandoeningen van de huid, het subcutaan weefsel en de mamma;9;Medisch;2.885;10.565
Vlaams Gewest;401;Procedures op bijnieren en hypofyse;10;Chirurgisch;381;< 5
Vlaams Gewest;403;Procedures voor obesitas;10;Chirurgisch;7.423;206
Vlaams Gewest;404;Procedures op schildklier, bijschildklieren en ductus thyreoglossus;10;Chirurgisch;3.382;28
Vlaams Gewest;405;Andere procedures bij endocriene, nutritionele en metabole stoornissen;10;Chirurgisch;193;26
Vlaams Gewest;420;Diabetes;10;Medisch;6.507;31
Vlaams Gewest;421;Malnutritie,  “failure to thrive” en andere nutritionele stoornissen;10;Medisch;3.749;1.062
Vlaams Gewest;422;Hypovolemie en gerelateerde electrolytenstoornissen;10;Medisch;3.220;< 5
Vlaams Gewest;423;Congenitale afwijkingen van het metabolisme;10;Medisch;313;130
Vlaams Gewest;424;Andere endocriene stoornissen;10;Medisch;1.772;104
Vlaams Gewest;425;Andere elektrolytenstoornissen behalve in verband met hypovolemie;10;Medisch;2.321;9
Vlaams Gewest;440;Niertransplantatie;11;Chirurgisch;259;0
Vlaams Gewest;441;Majeure procedures op de blaas;11;Chirurgisch;866;57
Vlaams Gewest;442;Procedures op nier en urinewegen voor maligne aandoening;11;Chirurgisch;1.365;31
Vlaams Gewest;443;Procedures op nier en urinewegen voor niet maligne aandoening;11;Chirurgisch;4.408;5.991
Vlaams Gewest;444;Procedure enkel voor het aanleggen van een dialyse toegangsweg toestel;11;Chirurgisch;424;256
Vlaams Gewest;445;Andere procedures op de blaas;11;Chirurgisch;904;215
Vlaams Gewest;446;Transurethrale en urethrale procedures;11;Chirurgisch;9.279;2.833
Vlaams Gewest;447;Andere procedures op nieren, urinewegen en gerelateerde procedures;11;Chirurgisch;294;45
Vlaams Gewest;461;Maligne aandoening van de nier en urinewegen;11;Medisch;973;2.564
Vlaams Gewest;462;Nefritis en nefrose;11;Medisch;515;128
Vlaams Gewest;463;Infecties van de nier en de urinewegen;11;Medisch;12.877;662
Vlaams Gewest;465;Urinaire stenen en verworven bovenste urinewegobstructie;11;Medisch;7.213;8.014
Vlaams Gewest;466;Dysfunctie, reactie op en complicatie van genito-urinair toestel of procedure;11;Medisch;1.534;338
Vlaams Gewest;468;Andere nier en urinewegen diagnosen, tekens en symptomen;11;Medisch;6.815;12.194
Vlaams Gewest;469;Acute nierziekten;11;Medisch;1.332;6
Vlaams Gewest;470;Chronische nierziekten;11;Medisch;1.311;339
Vlaams Gewest;480;Majeure procedures in het kleine bekken bij de man;12;Chirurgisch;2.660;< 5
Vlaams Gewest;481;Procedures op de penis;12;Chirurgisch;601;1.437
Vlaams Gewest;482;Transurethrale prostatectomie;12;Chirurgisch;5.310;40
Vlaams Gewest;483;Procedures op de testes en het scrotum;12;Chirurgisch;884;3.431
Vlaams Gewest;484;Andere procedures op het mannelijk voortplantingsstelsel en gerelateerde procedures;12;Chirurgisch;1.159;152
Vlaams Gewest;500;Maligne aandoening van het mannelijk voortplantingsstelsel;12;Medisch;767;2.401
Vlaams Gewest;501;Diagnosen van het mannelijk voortplantingsstelsel behalve maligne aandoeningen;12;Medisch;3.233;25.712
Vlaams Gewest;510;Evisceratie van het kleine bekken, radicale hysterectomie en andere radicale gynaecologische procedures;13;Chirurgisch;529;< 5
Vlaams Gewest;511;Procedures op uterus/adnexen voor maligne aandoening van ovaria en adnexen;13;Chirurgisch;383;43
Vlaams Gewest;512;Procedures op uterus/adnexen voor maligne aandoening behalve ovaria en adnexen;13;Chirurgisch;671;44
Vlaams Gewest;513;Procedures op uterus/adnexen voor niet-maligne aandoening behalve leiomyoma;13;Chirurgisch;6.884;5.059
Vlaams Gewest;514;Reconstructieve procedures op het vrouwelijke voortplantingsstelsel;13;Chirurgisch;2.765;373
Vlaams Gewest;517;Dilatatie en curettage voor niet-verloskundige diagnosen;13;Chirurgisch;332;4.907
Vlaams Gewest;518;Andere procedures op het vrouwelijke voortplantingsstelsel en gerelateerde procedures;13;Chirurgisch;1.019;2.713
Vlaams Gewest;519;Procedures op uterus/adnexen voor leiomyoma;13;Chirurgisch;2.455;552
Vlaams Gewest;530;Maligne aandoening van het vrouwelijke voortplantingsstelsel;13;Medisch;690;850
Vlaams Gewest;531;Infecties van het vrouwelijke voortplantingsstelsel;13;Medisch;458;221
Vlaams Gewest;532;Menstruatiestoornissen en andere stoornissen van het vrouwelijke voortplantingsstelsel;13;Medisch;919;5.865
Vlaams Gewest;540;Bevalling met sectio caesarea;14;Chirurgisch;13.481;44
Vlaams Gewest;541;Vaginale bevalling met sterilisatie en/of dilatatie en curettage;14;Chirurgisch;1.288;75
Vlaams Gewest;542;Vaginale bevalling met gecompliceerde procedures behalve sterilisatie en/of dilatatie en curettage;14;Chirurgisch;1.075;10
Vlaams Gewest;544;Dilatatie en curettage, aspiratie curettage of hysterotomie voor verloskundige diagnosen;14;Chirurgisch;761;4.676
Vlaams Gewest;545;Procedure voor ectopische zwangerschap;14;Chirurgisch;620;94
Vlaams Gewest;546;Andere operatiezaal procedures voor verloskundige diagnosen behalve bevalling;14;Chirurgisch;224;123
Vlaams Gewest;560;Vaginale bevalling;14;Medisch;47.305;1.044
Vlaams Gewest;561;Diagnosen in het postpartum en post abortus, zonder ingrepen;14;Medisch;1.049;66
Vlaams Gewest;563;Vroegtijdige arbeid;14;Medisch;1.324;< 5
Vlaams Gewest;564;Abortus, zonder dilatatie en curettage, aspiratie curettage of hysterotomie;14;Medisch;419;115
Vlaams Gewest;565;Valse arbeid;14;Medisch;687;7
Vlaams Gewest;566;Andere diagnosen in het antepartum;14;Medisch;7.459;917
Vlaams Gewest;580;Pasgeborene, getransfereerd binnen 5 dagen, elders geboren;15;Medisch;70;< 5
Vlaams Gewest;581;Pasgeborene, getransfereerd binnen 5 dagen, hier geboren;15;Medisch;15;< 5
Vlaams Gewest;583;Pasgeborene, met extracorporele membraanoxygenatie (ECMO);15;Chirurgisch;10;0
Vlaams Gewest;588;Pasgeborene, geboortegewicht < 1 500 g met majeure procedure;15;Chirurgisch;54;0
Vlaams Gewest;589;Pasgeborene, geboortegewicht < 500 g of zwangerschapsduur < 24 weken;15;Medisch;16;0
Vlaams Gewest;591;Pasgeborene, geboortegewicht 500-749 g zonder majeure procedure;15;Medisch;48;0
Vlaams Gewest;593;Pasgeborene, geboortegewicht 750-999 g zonder majeure procedure;15;Medisch;94;0
Vlaams Gewest;602;Pasgeborene, geboortegewicht 1 000-1 249 g met respiratoire distress syndroom/andere majeure respiratoire anomalie of majeure anomalie;15;Medisch;102;0
Vlaams Gewest;603;Pasgeborene, geboortegewicht 1 000-1 249 g met of zonder andere significante aandoening;15;Medisch;29;0
Vlaams Gewest;607;Pasgeborene, geboortegewicht 1 250-1 499 g met respiratoire distress syndroom/andere majeure respiratoire of majeure anomalie;15;Medisch;144;0
Vlaams Gewest;608;Pasgeborene, geboortegewicht 1 250-1 499 g met of zonder andere significante aandoening;15;Medisch;66;0
Vlaams Gewest;609;Pasgeborene, geboortegewicht 1 500-2 499 g met majeure procedure;15;Chirurgisch;59;0
Vlaams Gewest;611;Pasgeborene, geboortegewicht 1 500-1 999 g met majeure anomalie;15;Medisch;86;0
Vlaams Gewest;612;Pasgeborene, geboortegewicht 1 500-1 999 g met respiratoire distress syndroom/andere majeure respiratoire aandoening;15;Medisch;148;0
Vlaams Gewest;613;Pasgeborene, geboortegewicht 1 500-1 999 g met congenitale of perinatale infecties;15;Medisch;29;0
Vlaams Gewest;614;Andere pasgeborene, geboortegewicht 1 500-1 999 g met of zonder andere significante aandoening;15;Medisch;181;0
Vlaams Gewest;621;Pasgeborene, geboortegewicht 2 000-2 499 g met majeure anomalie;15;Medisch;85;0
Vlaams Gewest;622;Pasgeborene, geboortegewicht 2 000-2 499 g met respiratoire distress syndroom/andere majeure respiratoire aandoening;15;Medisch;130;0
Vlaams Gewest;623;Pasgeborene, geboortegewicht 2 000-2 499 g met congenitale of perinatale infectie;15;Medisch;19;0
Vlaams Gewest;625;Pasgeborene, geboortegewicht 2 000-2 499 g, hier geboren, met andere significante aandoening;15;Medisch;96;0
Vlaams Gewest;626;Pasgeborene, geboortegewicht 2 000-2 499 g, normale pasgeborene of pasgeborene met ander probleem;15;Medisch;164;0
Vlaams Gewest;630;Pasgeborene, geboortegewicht > 2 499 g met majeure cardiovasculaire procedures;15;Chirurgisch;67;0
Vlaams Gewest;631;Pasgeborene, geboortegewicht > 2 499 g met andere majeure procedure;15;Chirurgisch;54;0
Vlaams Gewest;633;Pasgeborene, geboortegewicht > 2 499 g met majeure anomalie;15;Medisch;265;0
Vlaams Gewest;634;Pasgeborene, geboortegewicht > 2 499 g met respiratoire distress syndroom/andere majeure respiratoire aandoening;15;Medisch;291;0
Vlaams Gewest;636;Pasgeborene, geboortegewicht > 2 499 g met congenitale of perinatale infecties;15;Medisch;100;0
Vlaams Gewest;639;Pasgeborene, geboortegewicht > 2 499 g hier geboren, met andere significante aandoening;15;Medisch;374;0
Vlaams Gewest;640;Pasgeborene, geboortegewicht > 2 499 g, normale pasgeborene of met ander probleem;15;Medisch;1.015;< 5
Vlaams Gewest;650;Splenectomie;16;Chirurgisch;102;0
Vlaams Gewest;651;Andere procedures op bloed en bloedvormende organen;16;Chirurgisch;435;529
Vlaams Gewest;660;Majeure hemato-/immunologische diagnosen behalve crisis van sikkelcelanemie en coagulatie;16;Medisch;2.087;3.451
Vlaams Gewest;661;Bloedstollingsstoornissen en bloedplaatjes;16;Medisch;613;806
Vlaams Gewest;662;Crisis van sikkelcelanemie;16;Medisch;344;18
Vlaams Gewest;663;Andere anemia en bloedstoornissen en hematopoietische organen;16;Medisch;5.628;11.308
Vlaams Gewest;680;Majeure operatiezaal procedures voor lymfatische/hematopoietische/andere neoplasma;17;Chirurgisch;570;25
Vlaams Gewest;681;Andere operatiezaal procedures voor lymfatisch/hematopoietisch/andere neoplasma;17;Chirurgisch;2.159;951
Vlaams Gewest;690;Acute leukemie;17;Medisch;636;2.276
Vlaams Gewest;691;Lymfoom, myeloom en niet-acute leukemie;17;Medisch;1.876;5.056
Vlaams Gewest;692;Radiotherapie;17;Medisch;198;139
Vlaams Gewest;694;Lymphatisch en andere maligne aandoeningen en neoplasmata met onzeker gedrag;17;Medisch;1.599;8.476
Vlaams Gewest;695;Chemotherapie voor acute leukemie;17;Medisch;667;4.423
Vlaams Gewest;696;Andere chemotherapie;17;Medisch;14.705;248.036
Vlaams Gewest;710;Infectieuze en parasitaire ziekten, HIV met operatiezaal procedures inbegrepen;18;Chirurgisch;1.697;63
Vlaams Gewest;711;Postoperatieve, posttraumatische en andere toestel- infecties met operatiezaal procedures;18;Chirurgisch;1.369;394
Vlaams Gewest;720;Septicemie en gedissemineerde infecties;18;Medisch;7.590;12
Vlaams Gewest;721;Postoperatieve, posttraumatische en andere toestel infecties;18;Medisch;2.472;342
Vlaams Gewest;722;Koorts;18;Medisch;2.125;13
Vlaams Gewest;723;Virale ziekte;18;Medisch;7.016;25
Vlaams Gewest;724;Andere infectieuze en parasitaire ziekten;18;Medisch;2.176;150
Vlaams Gewest;740;Diagnosen van mentale ziekte met operatiezaal procedures;19;Chirurgisch;556;38
Vlaams Gewest;750;Schizofrenie;19;Medisch;120;49
Vlaams Gewest;751;Majeure depressieve stoornissen en andere/niet-gespecificeerde psychoses;19;Medisch;1.195;719
Vlaams Gewest;752;Persoonlijkheidsstoornissen en impulscontrolestoornissen;19;Medisch;131;0
Vlaams Gewest;753;Bipolaire stoornissen;19;Medisch;437;550
Vlaams Gewest;754;Depressie, behalve majeure depressieve diagnosen;19;Medisch;1.254;264
Vlaams Gewest;755;Aanpassingstoornis en neuroses, behalve depressieve diagnosen;19;Medisch;1.557;120
