code;description;médical_ou_chirurgical;mdc;type_d_hospitalisation;nombre_de_séjours
046;Accident vasculaire cérébral non spécifique et occlusion précérébrale sans infarctus;Médical;01;De jour;82
047;Ischémie cérébrale transitoire (TIA);Médical;01;Classique;7410
047;Ischémie cérébrale transitoire (TIA);Médical;01;De jour;18
048;Troubles des nerfs crâniens, périphériques et autonomes;Médical;01;Classique;4174
048;Troubles des nerfs crâniens, périphériques et autonomes;Médical;01;De jour;6752
049;Infections bactériennes et tuberculeuses du système nerveux;Médical;01;Classique;704
049;Infections bactériennes et tuberculeuses du système nerveux;Médical;01;De jour;11
050;Infections non-bactériennes du système nerveux, excepté méningite virale;Médical;01;Classique;748
050;Infections non-bactériennes du système nerveux, excepté méningite virale;Médical;01;De jour;58
051;Méningite virale;Médical;01;Classique;1464
051;Méningite virale;Médical;01;De jour;1
052;Comas et états stuporeux non traumatiques;Médical;01;Classique;2871
052;Comas et états stuporeux non traumatiques;Médical;01;De jour;43
053;Crise épileptique;Médical;01;Classique;15962
053;Crise épileptique;Médical;01;De jour;323
054;Migraine et autres céphalées;Médical;01;Classique;6376
054;Migraine et autres céphalées;Médical;01;De jour;474
055;Traumatisme crânien avec coma > 1 heure ou hémorragie;Médical;01;Classique;2959
055;Traumatisme crânien avec coma > 1 heure ou hémorragie;Médical;01;De jour;16
056;Contusion/lacération cérébrale et fracture du crâne compliquée, coma < 1 heure ou pas de coma;Médical;01;Classique;894
056;Contusion/lacération cérébrale et fracture du crâne compliquée, coma < 1 heure ou pas de coma;Médical;01;De jour;5
057;Commotion, fracture du crâne fermée non autrement spécifiée, lésion intracrânienne non compliquée, coma < 1 h ou pas de coma;Médical;01;Classique;9771
057;Commotion, fracture du crâne fermée non autrement spécifiée, lésion intracrânienne non compliquée, coma < 1 h ou pas de coma;Médical;01;De jour;42
058;Autres troubles du système nerveux;Médical;01;Classique;16654
058;Autres troubles du système nerveux;Médical;01;De jour;1364
070;Procédures orbitaires;Chirurgical;02;Classique;579
070;Procédures orbitaires;Chirurgical;02;De jour;150
073;Procédures sur l'œil excepté l'orbite;Chirurgical;02;Classique;11805
073;Procédures sur l'œil excepté l'orbite;Chirurgical;02;De jour;135250
080;Infections aiguës majeures de l'œil;Médical;02;Classique;707
080;Infections aiguës majeures de l'œil;Médical;02;De jour;7
082;Troubles oculaires excepté infections majeures;Médical;02;Classique;2842
082;Troubles oculaires excepté infections majeures;Médical;02;De jour;1920
089;Procédures majeures sur les os de la face et du crâne;Chirurgical;03;Classique;1758
089;Procédures majeures sur les os de la face et du crâne;Chirurgical;03;De jour;455
090;Procédures majeures du larynx et de la trachée;Chirurgical;03;Classique;270
090;Procédures majeures du larynx et de la trachée;Chirurgical;03;De jour;8
091;Autres procédures majeures de la tête et du cou;Chirurgical;03;Classique;654
091;Autres procédures majeures de la tête et du cou;Chirurgical;03;De jour;225
092;Procédures sur les os de la face, excepté procédures majeures des os du crâne/de la face;Chirurgical;03;Classique;3527
092;Procédures sur les os de la face, excepté procédures majeures des os du crâne/de la face;Chirurgical;03;De jour;9653
093;Procédures sur sinus et mastoïde;Chirurgical;03;Classique;6595
093;Procédures sur sinus et mastoïde;Chirurgical;03;De jour;4972
095;Réparation de la fente labiale et du palais;Chirurgical;03;Classique;881
095;Réparation de la fente labiale et du palais;Chirurgical;03;De jour;350
097;Procédures sur amygdales et végétations;Chirurgical;03;Classique;7763
097;Procédures sur amygdales et végétations;Chirurgical;03;De jour;34816
098;Autres procédures sur l'oreille, le nez, la bouche et la gorge;Chirurgical;03;Classique;14729
098;Autres procédures sur l'oreille, le nez, la bouche et la gorge;Chirurgical;03;De jour;72481
110;Affections malignes de l'oreille, du nez, de la bouche, de la gorge, du crâne/de la face;Médical;03;Classique;1967
110;Affections malignes de l'oreille, du nez, de la bouche, de la gorge, du crâne/de la face;Médical;03;De jour;1563
111;Vertige et autres troubles labyrinthiques;Médical;03;Classique;5219
111;Vertige et autres troubles labyrinthiques;Médical;03;De jour;41
113;Infection des voies respiratoires supérieures;Médical;03;Classique;17323
113;Infection des voies respiratoires supérieures;Médical;03;De jour;909
114;Maladies et lésions dentaires et buccales;Médical;03;Classique;4207
114;Maladies et lésions dentaires et buccales;Médical;03;De jour;95265
115;Autres diagnostics de l'oreille, du nez, de la bouche, de la gorge, du crâne/de la face;Médical;03;Classique;47137
115;Autres diagnostics de l'oreille, du nez, de la bouche, de la gorge, du crâne/de la face;Médical;03;De jour;6149
120;Interventions majeures sur le système respiratoire et le thorax;Chirurgical;04;Classique;2482
120;Interventions majeures sur le système respiratoire et le thorax;Chirurgical;04;De jour;11
121;Autres interventions sur le système respiratoire et le thorax;Chirurgical;04;Classique;4413
121;Autres interventions sur le système respiratoire et le thorax;Chirurgical;04;De jour;379
130;Affection du système respiratoire avec assistance ventilatoire pendant plus de 96 heures;Médical;04;Classique;1461
131;Mucoviscidose (cystic fibrosis) - maladie pulmonaire;Médical;04;Classique;793
131;Mucoviscidose (cystic fibrosis) - maladie pulmonaire;Médical;04;De jour;18
132;Dysplasie broncho-pulmonaire et autres maladies respiratoires chroniques apparaissant en période périnatale;Médical;04;Classique;119
133;Œdème pulmonaire et insuffisance respiratoire;Médical;04;Classique;1226
133;Œdème pulmonaire et insuffisance respiratoire;Médical;04;De jour;12
134;Embolie pulmonaire;Médical;04;Classique;5325
134;Embolie pulmonaire;Médical;04;De jour;18
135;Traumatisme majeur du thorax et respiratoire;Médical;04;Classique;3011
135;Traumatisme majeur du thorax et respiratoire;Médical;04;De jour;11
136;Affection maligne respiratoire;Médical;04;Classique;8789
136;Affection maligne respiratoire;Médical;04;De jour;4740
137;Inflammations et infections majeures du système respiratoire;Médical;04;Classique;7461
137;Inflammations et infections majeures du système respiratoire;Médical;04;De jour;150
138;Bronchiolite et pneumonie à virus respiratoire syncytial (RSV);Médical;04;Classique;10673
138;Bronchiolite et pneumonie à virus respiratoire syncytial (RSV);Médical;04;De jour;25
139;Autre pneumonie;Médical;04;Classique;32901
139;Autre pneumonie;Médical;04;De jour;233
140;Maladie pulmonaire obstructive chronique;Médical;04;Classique;28964
140;Maladie pulmonaire obstructive chronique;Médical;04;De jour;919
141;Asthme;Médical;04;Classique;5763
141;Asthme;Médical;04;De jour;137
142;Maladie pulmonaire interstitielle;Médical;04;Classique;1840
142;Maladie pulmonaire interstitielle;Médical;04;De jour;429
143;Autres diagnostics respiratoires excepté les signes, symptômes et diagnostics mineurs;Médical;04;Classique;5983
143;Autres diagnostics respiratoires excepté les signes, symptômes et diagnostics mineurs;Médical;04;De jour;1315
144;Signes respiratoires, symptômes et diagnostics mineurs;Médical;04;Classique;27366
144;Signes respiratoires, symptômes et diagnostics mineurs;Médical;04;De jour;2685
160;Réparation majeure d'anomalie cardiaque par voie cardiothoracique;Chirurgical;05;Classique;203
161;Implantation d'un défibrillateur cardiaque et système d'assistance cardiaque;Chirurgical;05;Classique;1828
161;Implantation d'un défibrillateur cardiaque et système d'assistance cardiaque;Chirurgical;05;De jour;68
162;Procédures sur valve cardiaque avec cathétérisme cardiaque;Chirurgical;05;Classique;961
162;Procédures sur valve cardiaque avec cathétérisme cardiaque;Chirurgical;05;De jour;1
163;Procédures sur valve cardiaque sans cathétérisme cardiaque;Chirurgical;05;Classique;3965
165;Pontage coronaire avec cathétérisme cardiaque ou intervention cardiaque percutanée;Chirurgical;05;Classique;1940
166;Pontage coronaire sans cathétérisme cardiaque ni intervention cardiaque percutanée;Chirurgical;05;Classique;3569
167;Autres procédures cardiothoraciques;Chirurgical;05;Classique;831
167;Autres procédures cardiothoraciques;Chirurgical;05;De jour;1
169;Procédures majeures sur les vaisseaux thoraciques et abdominaux;Chirurgical;05;Classique;2553
169;Procédures majeures sur les vaisseaux thoraciques et abdominaux;Chirurgical;05;De jour;11
170;Implantation de pacemaker permanent avec infarctus aigu du myocarde, décompensation cardiaque ou choc;Chirurgical;05;Classique;432
171;Implantation de pacemaker permanent sans infarctus aigu du myocarde ni décompensation cardiaque ni choc;Chirurgical;05;Classique;7468
171;Implantation de pacemaker permanent sans infarctus aigu du myocarde ni décompensation cardiaque ni choc;Chirurgical;05;De jour;35
173;Autres procédures vasculaires;Chirurgical;05;Classique;21709
173;Autres procédures vasculaires;Chirurgical;05;De jour;4900
174;Procédures cardiovasculaires percutanées avec infarctus aigu du myocarde;Chirurgical;05;Classique;7770
174;Procédures cardiovasculaires percutanées avec infarctus aigu du myocarde;Chirurgical;05;De jour;378
175;Procédures cardiovasculaires percutanées sans infarctus aigu du myocarde;Chirurgical;05;Classique;23216
175;Procédures cardiovasculaires percutanées sans infarctus aigu du myocarde;Chirurgical;05;De jour;1830
176;Remplacement de pacemaker et du défibrillateur cardiaque;Chirurgical;05;Classique;2874
176;Remplacement de pacemaker et du défibrillateur cardiaque;Chirurgical;05;De jour;401
177;Révision de pacemaker et de défibrillateur cardiaque excepté remplacement d'appareil;Chirurgical;05;Classique;934
177;Révision de pacemaker et de défibrillateur cardiaque excepté remplacement d'appareil;Chirurgical;05;De jour;80
180;Autres procédures sur le système circulatoire;Chirurgical;05;Classique;3791
180;Autres procédures sur le système circulatoire;Chirurgical;05;De jour;19156
190;Infarctus aigu du myocarde;Médical;05;Classique;8447
190;Infarctus aigu du myocarde;Médical;05;De jour;484
191;Cathétérisme cardiaque avec troubles circulatoires excepté maladie ischémique du myocarde;Médical;05;Classique;12408
191;Cathétérisme cardiaque avec troubles circulatoires excepté maladie ischémique du myocarde;Médical;05;De jour;2750
192;Cathétérisme cardiaque pour maladie ischémique du myocarde;Médical;05;Classique;20623
192;Cathétérisme cardiaque pour maladie ischémique du myocarde;Médical;05;De jour;10129
193;Endocardite aiguë et subaiguë;Médical;05;Classique;241
193;Endocardite aiguë et subaiguë;Médical;05;De jour;1
194;Insuffisance cardiaque;Médical;05;Classique;22217
194;Insuffisance cardiaque;Médical;05;De jour;25
196;Arrêt cardiaque;Médical;05;Classique;943
196;Arrêt cardiaque;Médical;05;De jour;115
197;Troubles vasculaires périphériques et autres;Médical;05;Classique;6387
197;Troubles vasculaires périphériques et autres;Médical;05;De jour;2085
198;Angine de poitrine et athérosclérose coronaire;Médical;05;Classique;5751
198;Angine de poitrine et athérosclérose coronaire;Médical;05;De jour;49
199;Hypertension;Médical;05;Classique;2695
199;Hypertension;Médical;05;De jour;31
200;Maladies cardiaques structurelles et valvulaires;Médical;05;Classique;1198
200;Maladies cardiaques structurelles et valvulaires;Médical;05;De jour;142
201;Arythmie cardiaque et troubles de conduction;Médical;05;Classique;20456
201;Arythmie cardiaque et troubles de conduction;Médical;05;De jour;4711
203;Douleur thoracique;Médical;05;Classique;5701
203;Douleur thoracique;Médical;05;De jour;156
204;Syncope et collapsus;Médical;05;Classique;10190
204;Syncope et collapsus;Médical;05;De jour;33
205;Cardiomyopathie;Médical;05;Classique;282
205;Cardiomyopathie;Médical;05;De jour;2
206;Dysfonctionnement, réaction et complication de matériel ou de procédure cardiaque ou vasculaire;Médical;05;Classique;999
206;Dysfonctionnement, réaction et complication de matériel ou de procédure cardiaque ou vasculaire;Médical;05;De jour;295
207;Autres diagnostics du système circulatoire;Médical;05;Classique;5284
207;Autres diagnostics du système circulatoire;Médical;05;De jour;261
220;Procédures majeures sur œsophage, estomac et duodénum;Chirurgical;06;Classique;3394
220;Procédures majeures sur œsophage, estomac et duodénum;Chirurgical;06;De jour;144
221;Procédures majeures sur l'intestin grêle et le gros intestin;Chirurgical;06;Classique;15871
221;Procédures majeures sur l'intestin grêle et le gros intestin;Chirurgical;06;De jour;72
222;Autres procédures sur œsophage, estomac et duodénum;Chirurgical;06;Classique;2370
222;Autres procédures sur œsophage, estomac et duodénum;Chirurgical;06;De jour;222
223;Autres procédures sur l'intestin grêle et le gros intestin;Chirurgical;06;Classique;3003
223;Autres procédures sur l'intestin grêle et le gros intestin;Chirurgical;06;De jour;231
224;Lyse d'adhérences péritonéales;Chirurgical;06;Classique;1673
224;Lyse d'adhérences péritonéales;Chirurgical;06;De jour;88
225;Appendicectomie;Chirurgical;06;Classique;13278
225;Appendicectomie;Chirurgical;06;De jour;108
226;Procédures sur l'anus;Chirurgical;06;Classique;8138
226;Procédures sur l'anus;Chirurgical;06;De jour;8252
227;Procédures pour hernie excepté inguinale, fémorale et ombilicale;Chirurgical;06;Classique;6762
227;Procédures pour hernie excepté inguinale, fémorale et ombilicale;Chirurgical;06;De jour;1178
228;Procédures pour hernie inguinale, fémorale et ombilicale;Chirurgical;06;Classique;18111
228;Procédures pour hernie inguinale, fémorale et ombilicale;Chirurgical;06;De jour;11123
229;Autres procédures sur le système digestif et au niveau abdominal;Chirurgical;06;Classique;2414
229;Autres procédures sur le système digestif et au niveau abdominal;Chirurgical;06;De jour;422
240;Affections malignes du tube digestif;Médical;06;Classique;7062
240;Affections malignes du tube digestif;Médical;06;De jour;7942
241;Ulcère peptique et gastrite;Médical;06;Classique;9153
241;Ulcère peptique et gastrite;Médical;06;De jour;11283
242;Troubles majeurs de l'œsophage;Médical;06;Classique;896
242;Troubles majeurs de l'œsophage;Médical;06;De jour;385
243;Autres troubles de l'œsophage;Médical;06;Classique;8223
243;Autres troubles de l'œsophage;Médical;06;De jour;17354
244;Diverticulite et diverticulose;Médical;06;Classique;9331
244;Diverticulite et diverticulose;Médical;06;De jour;14077
245;Maladie inflammatoire de l'intestin;Médical;06;Classique;3132
245;Maladie inflammatoire de l'intestin;Médical;06;De jour;6852
246;Insuffisance vasculaire gastro-intestinale;Médical;06;Classique;1642
246;Insuffisance vasculaire gastro-intestinale;Médical;06;De jour;147
247;Obstruction intestinale;Médical;06;Classique;8797
247;Obstruction intestinale;Médical;06;De jour;478
248;Infections gastro-intestinales et péritonéales majeures;Médical;06;Classique;5048
248;Infections gastro-intestinales et péritonéales majeures;Médical;06;De jour;152
249;Gastro-entérites non bactériennes, nausée et vomissement;Médical;06;Classique;29891
249;Gastro-entérites non bactériennes, nausée et vomissement;Médical;06;De jour;6377
251;Douleur abdominale;Médical;06;Classique;6807
251;Douleur abdominale;Médical;06;De jour;7117
252;Dysfonctionnement, réaction et complication de matériel ou de procédure gastro-intestinaux;Médical;06;Classique;1915
252;Dysfonctionnement, réaction et complication de matériel ou de procédure gastro-intestinaux;Médical;06;De jour;697
253;Hémorragie gastro-intestinale autre et non spécifiée;Médical;06;Classique;2402
253;Hémorragie gastro-intestinale autre et non spécifiée;Médical;06;De jour;1864
254;Autres diagnostics du système digestif;Médical;06;Classique;23213
254;Autres diagnostics du système digestif;Médical;06;De jour;69430
260;Procédures majeures sur pancréas, foie et shunt;Chirurgical;07;Classique;2412
260;Procédures majeures sur pancréas, foie et shunt;Chirurgical;07;De jour;14
261;Procédures majeures des voies biliaires;Chirurgical;07;Classique;566
261;Procédures majeures des voies biliaires;Chirurgical;07;De jour;37
262;Cholécystectomie excepté par voie laparascopique;Chirurgical;07;Classique;891
262;Cholécystectomie excepté par voie laparascopique;Chirurgical;07;De jour;19
263;Cholécystectomie laparoscopique;Chirurgical;07;Classique;19353
263;Cholécystectomie laparoscopique;Chirurgical;07;De jour;1043
264;Autres procédures abdominales, sur système hépatobiliaire et pancréas;Chirurgical;07;Classique;1030
264;Autres procédures abdominales, sur système hépatobiliaire et pancréas;Chirurgical;07;De jour;264
279;Coma hépatique et autres troubles hépatiques majeurs aigus;Médical;07;Classique;1496
279;Coma hépatique et autres troubles hépatiques majeurs aigus;Médical;07;De jour;55
280;Maladie hépatique alcoolique;Médical;07;Classique;3979
280;Maladie hépatique alcoolique;Médical;07;De jour;373
281;Affections malignes du système hépatobiliaire et du pancréas;Médical;07;Classique;5157
281;Affections malignes du système hépatobiliaire et du pancréas;Médical;07;De jour;1923
282;Troubles du pancréas excepté affections malignes;Médical;07;Classique;6841
282;Troubles du pancréas excepté affections malignes;Médical;07;De jour;833
283;Autres troubles du foie;Médical;07;Classique;3466
283;Autres troubles du foie;Médical;07;De jour;1401
284;Troubles de la vésicule biliaire et des voies biliaires;Médical;07;Classique;11229
284;Troubles de la vésicule biliaire et des voies biliaires;Médical;07;De jour;1020
301;Remplacement d'articulation de hanche;Chirurgical;08;Classique;27562
301;Remplacement d'articulation de hanche;Chirurgical;08;De jour;9
302;Remplacement d'articulation de genou;Chirurgical;08;Classique;22843
302;Remplacement d'articulation de genou;Chirurgical;08;De jour;14
303;Arthrodèse dorsolombaire pour déviation du dos;Chirurgical;08;Classique;311
304;Arthrodèse dorsolombaire excepté déviation du dos;Chirurgical;08;Classique;10063
304;Arthrodèse dorsolombaire excepté déviation du dos;Chirurgical;08;De jour;2
305;Amputation du membre inférieur, excepté amputation des seuls orteils;Chirurgical;08;Classique;1047
305;Amputation du membre inférieur, excepté amputation des seuls orteils;Chirurgical;08;De jour;2
308;Procédures hanche et fémur pour traumatisme, excepté remplacement articulaire;Chirurgical;08;Classique;10785
308;Procédures hanche et fémur pour traumatisme, excepté remplacement articulaire;Chirurgical;08;De jour;8
309;Procédures hanche et fémur sans traumatisme, excepté remplacement articulaire;Chirurgical;08;Classique;2662
309;Procédures hanche et fémur sans traumatisme, excepté remplacement articulaire;Chirurgical;08;De jour;771
310;Excision et décompression de disque intervertébral;Chirurgical;08;Classique;19212
310;Excision et décompression de disque intervertébral;Chirurgical;08;De jour;204
312;Greffe cutanée, excepté sur la main, pour affections musculo-squelettique et du tissu conjonctif;Chirurgical;08;Classique;345
312;Greffe cutanée, excepté sur la main, pour affections musculo-squelettique et du tissu conjonctif;Chirurgical;08;De jour;287
313;Procédures au niveau du genou et de la jambe excepté le pied;Chirurgical;08;Classique;24216
313;Procédures au niveau du genou et de la jambe excepté le pied;Chirurgical;08;De jour;46167
314;Procédures au niveau du pied et des orteils;Chirurgical;08;Classique;16569
314;Procédures au niveau du pied et des orteils;Chirurgical;08;De jour;6805
315;Procédures au niveau de l'épaule, du bras et de l'avant-bras;Chirurgical;08;Classique;38616
315;Procédures au niveau de l'épaule, du bras et de l'avant-bras;Chirurgical;08;De jour;11963
316;Procédures de la main et du poignet;Chirurgical;08;Classique;6335
316;Procédures de la main et du poignet;Chirurgical;08;De jour;32133
317;Procédures au niveau des tendons, muscles et autres tissus mous;Chirurgical;08;Classique;7362
317;Procédures au niveau des tendons, muscles et autres tissus mous;Chirurgical;08;De jour;8827
320;Autres procédures du système musculo-squelettique et du tissu conjonctif;Chirurgical;08;Classique;8798
320;Autres procédures du système musculo-squelettique et du tissu conjonctif;Chirurgical;08;De jour;23635
321;Arthrodèse cervicale et autres procédures sur le cou/dos, excepté excision/décompression de disques intervertébraux;Chirurgical;08;Classique;7512
321;Arthrodèse cervicale et autres procédures sur le cou/dos, excepté excision/décompression de disques intervertébraux;Chirurgical;08;De jour;477
340;Fractures du fémur;Médical;08;Classique;1465
340;Fractures du fémur;Médical;08;De jour;20
341;Fracture du bassin ou luxation de la hanche;Médical;08;Classique;3889
341;Fracture du bassin ou luxation de la hanche;Médical;08;De jour;32
342;Fracture ou luxation excepté du fémur, du bassin et du dos;Médical;08;Classique;8834
342;Fracture ou luxation excepté du fémur, du bassin et du dos;Médical;08;De jour;4049
343;Affection maligne musculo-squelletique et fractures patholiques liées aux affection malignes musculo-squelettiques;Médical;08;Classique;2308
343;Affection maligne musculo-squelletique et fractures patholiques liées aux affection malignes musculo-squelettiques;Médical;08;De jour;948
344;Ostéomyélite, arthrite septique et autres infections musculo-squelettiques;Médical;08;Classique;1340
344;Ostéomyélite, arthrite septique et autres infections musculo-squelettiques;Médical;08;De jour;47
346;Troubles du tissu conjonctif;Médical;08;Classique;3606
346;Troubles du tissu conjonctif;Médical;08;De jour;1952
347;Autres troubles, fractures et lésions du dos et du cou;Médical;08;Classique;21587
347;Autres troubles, fractures et lésions du dos et du cou;Médical;08;De jour;112195
349;Dysfonctionnement, réaction et complication de matériel ou de procédure orthopédique;Médical;08;Classique;2248
349;Dysfonctionnement, réaction et complication de matériel ou de procédure orthopédique;Médical;08;De jour;338
351;Autres diagnostics concernant le système musculo-squelettique et le tissu conjonctif;Médical;08;Classique;12852
351;Autres diagnostics concernant le système musculo-squelettique et le tissu conjonctif;Médical;08;De jour;8101
361;Greffe cutanée pour affections de la peau et du tissu sous-cutané;Chirurgical;09;Classique;3413
361;Greffe cutanée pour affections de la peau et du tissu sous-cutané;Chirurgical;09;De jour;5062
362;Procédures de mastectomie;Chirurgical;09;Classique;6299
362;Procédures de mastectomie;Chirurgical;09;De jour;262
363;Procédures mammaires, excepté mastectomie;Chirurgical;09;Classique;14821
363;Procédures mammaires, excepté mastectomie;Chirurgical;09;De jour;5854
364;Autres interventions sur la peau, les tissus sous-cutanés et apparentés;Chirurgical;09;Classique;10067
364;Autres interventions sur la peau, les tissus sous-cutanés et apparentés;Chirurgical;09;De jour;8698
380;Ulcères cutanés;Médical;09;Classique;2363
380;Ulcères cutanés;Médical;09;De jour;132
381;Affections majeures de la peau;Médical;09;Classique;1357
381;Affections majeures de la peau;Médical;09;De jour;418
382;Affections malignes du sein;Médical;09;Classique;1372
382;Affections malignes du sein;Médical;09;De jour;3737
383;Cellulite et autres infections bactériennes cutanées;Médical;09;Classique;11274
383;Cellulite et autres infections bactériennes cutanées;Médical;09;De jour;1739
384;Contusion, plaie ouverte et autres traumatismes de peau et du tissu sous-cutané;Médical;09;Classique;8794
384;Contusion, plaie ouverte et autres traumatismes de peau et du tissu sous-cutané;Médical;09;De jour;5464
385;Autres affections de la peau, du tissu sous-cutané et du sein;Médical;09;Classique;4816
385;Autres affections de la peau, du tissu sous-cutané et du sein;Médical;09;De jour;18932
401;Procédures sur les surrénales et l'hypophyse;Chirurgical;10;Classique;606
401;Procédures sur les surrénales et l'hypophyse;Chirurgical;10;De jour;2
403;Procédures pour obésité;Chirurgical;10;Classique;12946
403;Procédures pour obésité;Chirurgical;10;De jour;68
404;Procédures sur la thyroïde, les parathyroïdes ou le canal thyréoglosse;Chirurgical;10;Classique;7082
404;Procédures sur la thyroïde, les parathyroïdes ou le canal thyréoglosse;Chirurgical;10;De jour;92
405;Autres procédures pour troubles endocriniens, nutritionnels et métaboliques;Chirurgical;10;Classique;645
405;Autres procédures pour troubles endocriniens, nutritionnels et métaboliques;Chirurgical;10;De jour;162
420;Diabète;Médical;10;Classique;11802
420;Diabète;Médical;10;De jour;45
421;Malnutrition, retard staturopondéral et autres troubles nutritionnels;Médical;10;Classique;5797
421;Malnutrition, retard staturopondéral et autres troubles nutritionnels;Médical;10;De jour;1783
422;Hypovolémie et troubles électrolytiques associés;Médical;10;Classique;4689
422;Hypovolémie et troubles électrolytiques associés;Médical;10;De jour;8
423;Anomalies congénitales du métabolisme;Médical;10;Classique;530
423;Anomalies congénitales du métabolisme;Médical;10;De jour;308
424;Autres troubles endocriniens;Médical;10;Classique;3271
424;Autres troubles endocriniens;Médical;10;De jour;204
425;Autres troubles électrolytiques sauf associés à l'hypovolémie;Médical;10;Classique;4916
425;Autres troubles électrolytiques sauf associés à l'hypovolémie;Médical;10;De jour;19
440;Transplantation rénale;Chirurgical;11;Classique;470
441;Procédures majeures sur la vessie;Chirurgical;11;Classique;1106
441;Procédures majeures sur la vessie;Chirurgical;11;De jour;10
442;Procédures sur les reins et les voies urinaires pour affections malignes;Chirurgical;11;Classique;1951
442;Procédures sur les reins et les voies urinaires pour affections malignes;Chirurgical;11;De jour;8
443;Procédures sur les reins et les voies urinaires pour affections non malignes;Chirurgical;11;Classique;2973
443;Procédures sur les reins et les voies urinaires pour affections non malignes;Chirurgical;11;De jour;228
444;Procédure uniquement pour matériel de voie d'accès de dialyse rénale;Chirurgical;11;Classique;1850
444;Procédure uniquement pour matériel de voie d'accès de dialyse rénale;Chirurgical;11;De jour;497
445;Autres procédures de la vessie;Chirurgical;11;Classique;1841
445;Autres procédures de la vessie;Chirurgical;11;De jour;439
446;Procédures urétrales et transurétrales;Chirurgical;11;Classique;17414
446;Procédures urétrales et transurétrales;Chirurgical;11;De jour;5373
447;Autres procédures du rein, des voies urinaires et apparentées;Chirurgical;11;Classique;1306
447;Autres procédures du rein, des voies urinaires et apparentées;Chirurgical;11;De jour;323
460;Insuffisance rénale;Médical;11;Classique;4776
460;Insuffisance rénale;Médical;11;De jour;201
461;Affection maligne des reins et des voies urinaires;Médical;11;Classique;1496
461;Affection maligne des reins et des voies urinaires;Médical;11;De jour;2154
462;Néphrite et néphrose;Médical;11;Classique;893
462;Néphrite et néphrose;Médical;11;De jour;127
463;Infections des reins et des voies urinaires;Médical;11;Classique;19399
463;Infections des reins et des voies urinaires;Médical;11;De jour;840
465;Lithiases urinaires et obstruction acquise du tractus urinaire supérieur;Médical;11;Classique;12084
465;Lithiases urinaires et obstruction acquise du tractus urinaire supérieur;Médical;11;De jour;13264
466;Dysfonctionnement, réaction et complication de matériel ou de procédure génito-urinaire;Médical;11;Classique;2908
466;Dysfonctionnement, réaction et complication de matériel ou de procédure génito-urinaire;Médical;11;De jour;764
468;Autres diagnostics, signes et symptômes du rein et des voies urinaires;Médical;11;Classique;11337
468;Autres diagnostics, signes et symptômes du rein et des voies urinaires;Médical;11;De jour;18193
480;Procédures majeures sur le petit bassin chez l'homme;Chirurgical;12;Classique;4007
480;Procédures majeures sur le petit bassin chez l'homme;Chirurgical;12;De jour;21
