code;description;médical_ou_chirurgical;mdc;type_d_hospitalisation;nombre_de_séjours
115;Autres diagnostics de l'oreille, du nez, de la bouche, de la gorge, du crâne et de la face;Médical;03;De jour;7349
120;Interventions majeures sur le système respiratoire et le thorax;Chirurgical;04;Classique;3177
120;Interventions majeures sur le système respiratoire et le thorax;Chirurgical;04;De jour;214
121;Autres interventions sur le système respiratoire et le thorax;Chirurgical;04;Classique;3952
121;Autres interventions sur le système respiratoire et le thorax;Chirurgical;04;De jour;412
130;Affection du système respiratoire avec assistance ventilatoire pendant plus de 96 heures;Médical;04;Classique;949
131;Mucoviscidose (cystic fibrosis) - maladie pulmonaire;Médical;04;Classique;797
131;Mucoviscidose (cystic fibrosis) - maladie pulmonaire;Médical;04;De jour;33
132;Dysplasie bronchopulmonaire et autres maladies respiratoires chroniques apparaissant en période périnatale;Médical;04;Classique;113
132;Dysplasie bronchopulmonaire et autres maladies respiratoires chroniques apparaissant en période périnatale;Médical;04;De jour;4
133;Insuffisance respiratoire;Médical;04;Classique;1391
133;Insuffisance respiratoire;Médical;04;De jour;6
134;Embolie pulmonaire;Médical;04;Classique;5524
134;Embolie pulmonaire;Médical;04;De jour;23
135;Traumatisme majeur thoracique et respiratoire;Médical;04;Classique;3752
135;Traumatisme majeur thoracique et respiratoire;Médical;04;De jour;11
136;Affection maligne respiratoire;Médical;04;Classique;8388
136;Affection maligne respiratoire;Médical;04;De jour;5125
137;Inflammations et infections majeures du système respiratoire;Médical;04;Classique;8458
137;Inflammations et infections majeures du système respiratoire;Médical;04;De jour;224
138;Bronchiolite et pneumonie à virus respiratoire syncytial (RSV);Médical;04;Classique;11274
138;Bronchiolite et pneumonie à virus respiratoire syncytial (RSV);Médical;04;De jour;34
139;Autre pneumonie;Médical;04;Classique;32114
139;Autre pneumonie;Médical;04;De jour;199
140;Maladie pulmonaire obstructive chronique;Médical;04;Classique;28861
140;Maladie pulmonaire obstructive chronique;Médical;04;De jour;912
141;Asthme;Médical;04;Classique;6166
141;Asthme;Médical;04;De jour;147
142;Maladie pulmonaire interstitielle et alvéolaire;Médical;04;Classique;2043
142;Maladie pulmonaire interstitielle et alvéolaire;Médical;04;De jour;463
143;Autres diagnostics respiratoires excepté les signes, symptômes et diagnostics mineurs;Médical;04;Classique;6207
143;Autres diagnostics respiratoires excepté les signes, symptômes et diagnostics mineurs;Médical;04;De jour;1389
144;Signes respiratoires, symptômes et diagnostics mineurs;Médical;04;Classique;23949
144;Signes respiratoires, symptômes et diagnostics mineurs;Médical;04;De jour;4064
160;Réparation majeure d'anomalie cardiaque par voie cardiothoracique;Chirurgical;05;Classique;107
161;Implantation d'un défibrillateur cardiaque et d'un système d'assistance cardiaque;Chirurgical;05;Classique;1723
161;Implantation d'un défibrillateur cardiaque et d'un système d'assistance cardiaque;Chirurgical;05;De jour;19
162;Procédures sur les valves cardiaques avec infarctus du myocarde aigu ou diagnostic principal complexe;Chirurgical;05;Classique;513
163;Procédures sur les valves cardiaques sans cathétérisme cardiaque ni diagnostic principal complexe;Chirurgical;05;Classique;3624
165;Pontage coronarien avec infarctus aigu du myocarde ou diagnostic principal complexe;Chirurgical;05;Classique;1051
165;Pontage coronarien avec infarctus aigu du myocarde ou diagnostic principal complexe;Chirurgical;05;De jour;1
166;Pontage coronarien sans infarctus aigu du myocarde ni disgnostic principal complexe;Chirurgical;05;Classique;4671
167;Autres procédures cardiothoraciques et thoracovasculaires;Chirurgical;05;Classique;3864
167;Autres procédures cardiothoraciques et thoracovasculaires;Chirurgical;05;De jour;122
169;Procédures vasculaires abdominales majeures;Chirurgical;05;Classique;2364
169;Procédures vasculaires abdominales majeures;Chirurgical;05;De jour;35
170;Implantation de pacemaker permanent avec infarctus aigu du myocarde, décompensation cardiaque ou choc;Chirurgical;05;Classique;302
171;Implantation de pacemaker permanent sans infarctus aigu du myocarde ni décompensation cardiaque ni choc;Chirurgical;05;Classique;6178
171;Implantation de pacemaker permanent sans infarctus aigu du myocarde ni décompensation cardiaque ni choc;Chirurgical;05;De jour;18
174;Procédures coronariennes percutanées avec infarctus aigu du myocarde;Chirurgical;05;Classique;8779
174;Procédures coronariennes percutanées avec infarctus aigu du myocarde;Chirurgical;05;De jour;376
175;Procédures coronariennes percutanées sans infarctus aigu du myocarde;Chirurgical;05;Classique;25333
175;Procédures coronariennes percutanées sans infarctus aigu du myocarde;Chirurgical;05;De jour;1827
176;Remplacement de pacemaker et de défibrillateur cardiaque;Chirurgical;05;Classique;2803
176;Remplacement de pacemaker et de défibrillateur cardiaque;Chirurgical;05;De jour;409
177;Révision de pacemaker et de défibrillateur cardiaque excepté remplacement d'appareil;Chirurgical;05;Classique;806
177;Révision de pacemaker et de défibrillateur cardiaque excepté remplacement d'appareil;Chirurgical;05;De jour;48
180;Autres procédures sur le système circulatoire;Chirurgical;05;Classique;3156
180;Autres procédures sur le système circulatoire;Chirurgical;05;De jour;19796
181;Procédures sur les artères des membres inférieurs;Chirurgical;05;Classique;19551
181;Procédures sur les artères des membres inférieurs;Chirurgical;05;De jour;1218
182;Autres procédures sur les vaisseaux périphériques;Chirurgical;05;Classique;4721
182;Autres procédures sur les vaisseaux périphériques;Chirurgical;05;De jour;4357
190;Infarctus aigu du myocarde;Médical;05;Classique;7195
190;Infarctus aigu du myocarde;Médical;05;De jour;473
191;Cathétérisme cardiaque pour maladie coronarienne;Médical;05;Classique;15164
191;Cathétérisme cardiaque pour maladie coronarienne;Médical;05;De jour;13162
192;Cathétérisme cardiaque pour autre maladie non coronarienne;Médical;05;Classique;14673
192;Cathétérisme cardiaque pour autre maladie non coronarienne;Médical;05;De jour;4684
193;Endocardite aiguë et subaiguë;Médical;05;Classique;198
193;Endocardite aiguë et subaiguë;Médical;05;De jour;3
194;Insuffisance cardiaque;Médical;05;Classique;22384
194;Insuffisance cardiaque;Médical;05;De jour;36
196;Arrêt cardiaque et choc;Médical;05;Classique;1094
196;Arrêt cardiaque et choc;Médical;05;De jour;169
197;Troubles vasculaires périphériques et autres;Médical;05;Classique;5609
197;Troubles vasculaires périphériques et autres;Médical;05;De jour;2388
198;Angine de poitrine et athérosclérose coronarienne;Médical;05;Classique;4983
198;Angine de poitrine et athérosclérose coronarienne;Médical;05;De jour;71
199;Hypertension;Médical;05;Classique;2744
199;Hypertension;Médical;05;De jour;51
200;Maladies cardiaques structurelles et valvulaires;Médical;05;Classique;1309
200;Maladies cardiaques structurelles et valvulaires;Médical;05;De jour;191
201;Arythmie cardiaque et troubles de conduction;Médical;05;Classique;20741
201;Arythmie cardiaque et troubles de conduction;Médical;05;De jour;5770
203;Douleur thoracique;Médical;05;Classique;5255
203;Douleur thoracique;Médical;05;De jour;244
204;Syncope et collapsus;Médical;05;Classique;10828
204;Syncope et collapsus;Médical;05;De jour;86
205;Cardiomyopathie;Médical;05;Classique;425
205;Cardiomyopathie;Médical;05;De jour;11
206;Dysfonctionnement, réaction et complication en rapport avec du matériel ou une procédure cardiaques ou vasculaires;Médical;05;Classique;1291
206;Dysfonctionnement, réaction et complication en rapport avec du matériel ou une procédure cardiaques ou vasculaires;Médical;05;De jour;498
207;Autres diagnostics du système circulatoire;Médical;05;Classique;5745
207;Autres diagnostics du système circulatoire;Médical;05;De jour;492
220;Procédures majeures sur ^{unicode 0153}sophage, estomac et duodénum;Chirurgical;06;Classique;3766
220;Procédures majeures sur ^{unicode 0153}sophage, estomac et duodénum;Chirurgical;06;De jour;272
221;Procédures majeures sur l'intestin grêle et le gros intestin;Chirurgical;06;Classique;16009
221;Procédures majeures sur l'intestin grêle et le gros intestin;Chirurgical;06;De jour;236
222;Autres procédures sur^{unicode 0153}sophage, estomac et duodénum;Chirurgical;06;Classique;4959
222;Autres procédures sur^{unicode 0153}sophage, estomac et duodénum;Chirurgical;06;De jour;780
223;Autres procédures sur l'intestin grêle et le gros intestin;Chirurgical;06;Classique;4409
223;Autres procédures sur l'intestin grêle et le gros intestin;Chirurgical;06;De jour;2044
224;Lyse d'adhérences péritonéales;Chirurgical;06;Classique;1662
224;Lyse d'adhérences péritonéales;Chirurgical;06;De jour;107
225;Appendicectomie;Chirurgical;06;Classique;13304
225;Appendicectomie;Chirurgical;06;De jour;219
226;Procédures sur l'anus;Chirurgical;06;Classique;7041
226;Procédures sur l'anus;Chirurgical;06;De jour;9522
227;Procédures pour hernie excepté hernies inguinale, fémorale et ombilicale;Chirurgical;06;Classique;8365
227;Procédures pour hernie excepté hernies inguinale, fémorale et ombilicale;Chirurgical;06;De jour;2788
228;Procédures pour hernies inguinale, fémorale et ombilicale;Chirurgical;06;Classique;15431
228;Procédures pour hernies inguinale, fémorale et ombilicale;Chirurgical;06;De jour;11453
229;Autres procédures sur le système digestif et au niveau abdominal;Chirurgical;06;Classique;3037
229;Autres procédures sur le système digestif et au niveau abdominal;Chirurgical;06;De jour;833
240;Affections malignes du tube digestif;Médical;06;Classique;7171
240;Affections malignes du tube digestif;Médical;06;De jour;8653
241;Ulcère peptique et gastrite;Médical;06;Classique;7979
241;Ulcère peptique et gastrite;Médical;06;De jour;15259
242;Troubles majeurs de ^{unicode 006C}^{unicode 0027}^{unicode 0153}sophage;Médical;06;Classique;693
242;Troubles majeurs de ^{unicode 006C}^{unicode 0027}^{unicode 0153}sophage;Médical;06;De jour;438
243;Autres troubles de ^{unicode 006C}^{unicode 0027}^{unicode 0153}sophage;Médical;06;Classique;7066
243;Autres troubles de ^{unicode 006C}^{unicode 0027}^{unicode 0153}sophage;Médical;06;De jour;19687
244;Diverticulite et diverticulose;Médical;06;Classique;9783
244;Diverticulite et diverticulose;Médical;06;De jour;18422
245;Maladie inflammatoire de l'intestin;Médical;06;Classique;3350
245;Maladie inflammatoire de l'intestin;Médical;06;De jour;8697
246;Insuffisance vasculaire gastro-intestinale;Médical;06;Classique;1561
246;Insuffisance vasculaire gastro-intestinale;Médical;06;De jour;161
247;Obstruction intestinale;Médical;06;Classique;8081
247;Obstruction intestinale;Médical;06;De jour;410
248;Infections gastro-intestinales et péritonéales majeures;Médical;06;Classique;5218
248;Infections gastro-intestinales et péritonéales majeures;Médical;06;De jour;192
249;Autres gastro-entérites, nausées et vomissements;Médical;06;Classique;30819
249;Autres gastro-entérites, nausées et vomissements;Médical;06;De jour;7478
251;Douleur abdominale;Médical;06;Classique;6691
251;Douleur abdominale;Médical;06;De jour;8843
252;Dysfonctionnement, réaction et complication en rapport avec une procédure ou du matériel gastro-intestinaux;Médical;06;Classique;2485
252;Dysfonctionnement, réaction et complication en rapport avec une procédure ou du matériel gastro-intestinaux;Médical;06;De jour;851
253;Hémorragie gastro-intestinale autre et non spécifiée;Médical;06;Classique;2665
253;Hémorragie gastro-intestinale autre et non spécifiée;Médical;06;De jour;2044
254;Autres diagnostics du système digestif;Médical;06;Classique;21258
254;Autres diagnostics du système digestif;Médical;06;De jour;95933
260;Procédures majeures sur pancréas, foie et shunt;Chirurgical;07;Classique;2641
260;Procédures majeures sur pancréas, foie et shunt;Chirurgical;07;De jour;95
261;Procédures majeures des voies biliaires;Chirurgical;07;Classique;1288
261;Procédures majeures des voies biliaires;Chirurgical;07;De jour;105
262;Cholécystectomie excepté par voie laparascopique;Chirurgical;07;Classique;697
262;Cholécystectomie excepté par voie laparascopique;Chirurgical;07;De jour;211
263;Cholécystectomie laparoscopique;Chirurgical;07;Classique;20313
263;Cholécystectomie laparoscopique;Chirurgical;07;De jour;1272
264;Autres procédures abdominales, sur système hépatobiliaire et pancréas;Chirurgical;07;Classique;2828
264;Autres procédures abdominales, sur système hépatobiliaire et pancréas;Chirurgical;07;De jour;995
279;Coma hépatique et autres troubles hépatiques majeurs aigus;Médical;07;Classique;1360
279;Coma hépatique et autres troubles hépatiques majeurs aigus;Médical;07;De jour;193
280;Maladie hépatique alcoolique;Médical;07;Classique;3721
280;Maladie hépatique alcoolique;Médical;07;De jour;281
281;Affections malignes du système hépatobiliaire et du pancréas;Médical;07;Classique;4828
281;Affections malignes du système hépatobiliaire et du pancréas;Médical;07;De jour;2805
282;Troubles du pancréas excepté affections malignes;Médical;07;Classique;6741
282;Troubles du pancréas excepté affections malignes;Médical;07;De jour;756
283;Autres troubles du foie;Médical;07;Classique;2580
283;Autres troubles du foie;Médical;07;De jour;961
284;Troubles de la vésicule biliaire et des voies biliaires;Médical;07;Classique;10473
284;Troubles de la vésicule biliaire et des voies biliaires;Médical;07;De jour;883
301;Remplacement d'articulation de la hanche;Chirurgical;08;Classique;29647
301;Remplacement d'articulation de la hanche;Chirurgical;08;De jour;27
302;Remplacement d'articulation du genou;Chirurgical;08;Classique;25372
302;Remplacement d'articulation du genou;Chirurgical;08;De jour;24
303;Arthrodèse dorsolombaire pour déviation du dos;Chirurgical;08;Classique;381
304;Arthrodèse dorsolombaire excepté déviation du dos;Chirurgical;08;Classique;8997
304;Arthrodèse dorsolombaire excepté déviation du dos;Chirurgical;08;De jour;6
305;Amputation des membres inférieurs, excepté amputation des seuls orteils;Chirurgical;08;Classique;1175
305;Amputation des membres inférieurs, excepté amputation des seuls orteils;Chirurgical;08;De jour;13
308;Réparation de fractures de la hanche et du fémur;Chirurgical;08;Classique;10805
308;Réparation de fractures de la hanche et du fémur;Chirurgical;08;De jour;12
309;Autres chirurgies significatives de la hanche et du fémur;Chirurgical;08;Classique;4049
309;Autres chirurgies significatives de la hanche et du fémur;Chirurgical;08;De jour;1857
310;Excision et décompression de disque intervertébral;Chirurgical;08;Classique;18595
310;Excision et décompression de disque intervertébral;Chirurgical;08;De jour;199
312;Greffe cutanée, excepté sur la main, pour affections musculo-squelettique et du tissu conjonctif;Chirurgical;08;Classique;737
312;Greffe cutanée, excepté sur la main, pour affections musculo-squelettique et du tissu conjonctif;Chirurgical;08;De jour;711
313;Procédures au niveau du genou et de la jambe excepté le pied;Chirurgical;08;Classique;19250
313;Procédures au niveau du genou et de la jambe excepté le pied;Chirurgical;08;De jour;44919
314;Procédures au niveau du pied et des orteils;Chirurgical;08;Classique;16995
314;Procédures au niveau du pied et des orteils;Chirurgical;08;De jour;6961
315;Procédures au niveau de l'épaule, du bras et de l'avant-bras excepté le remplacement d'une articulation;Chirurgical;08;Classique;36296
315;Procédures au niveau de l'épaule, du bras et de l'avant-bras excepté le remplacement d'une articulation;Chirurgical;08;De jour;14161
316;Procédures au niveau de la main et du poignet;Chirurgical;08;Classique;5519
316;Procédures au niveau de la main et du poignet;Chirurgical;08;De jour;32093
317;Procédures au niveau des tendons, muscles et autres tissus mous;Chirurgical;08;Classique;10086
317;Procédures au niveau des tendons, muscles et autres tissus mous;Chirurgical;08;De jour;10278
320;Autres procédures du système musculo-squelettique et du tissu conjonctif;Chirurgical;08;Classique;9808
320;Autres procédures du système musculo-squelettique et du tissu conjonctif;Chirurgical;08;De jour;12322
321;Arthrodèse cervicale et autres procédures sur le cou/dos, excepté excision/décompression de disques intervertébraux;Chirurgical;08;Classique;7281
321;Arthrodèse cervicale et autres procédures sur le cou/dos, excepté excision/décompression de disques intervertébraux;Chirurgical;08;De jour;534
322;Remplacement de l'articulation de l'épaule et du coude;Chirurgical;08;Classique;1378
322;Remplacement de l'articulation de l'épaule et du coude;Chirurgical;08;De jour;38
340;Fractures du fémur;Médical;08;Classique;1724
340;Fractures du fémur;Médical;08;De jour;14
341;Fracture du bassin ou luxation de la hanche;Médical;08;Classique;3579
341;Fracture du bassin ou luxation de la hanche;Médical;08;De jour;20
342;Fracture ou luxation excepté du fémur, du bassin et du dos;Médical;08;Classique;9313
342;Fracture ou luxation excepté du fémur, du bassin et du dos;Médical;08;De jour;4044
343;Affection maligne musculo-squelletique et fractures pathologiques liées à ce type d'affection;Médical;08;Classique;2347
343;Affection maligne musculo-squelletique et fractures pathologiques liées à ce type d'affection;Médical;08;De jour;1186
344;Ostéomyélite, arthrite septique et autres infections musculo-squelettiques;Médical;08;Classique;1573
344;Ostéomyélite, arthrite septique et autres infections musculo-squelettiques;Médical;08;De jour;131
346;Troubles du tissu conjonctif;Médical;08;Classique;3645
346;Troubles du tissu conjonctif;Médical;08;De jour;2097
347;Autres troubles, fractures et lésions du dos et du cou;Médical;08;Classique;20985
347;Autres troubles, fractures et lésions du dos et du cou;Médical;08;De jour;62634
349;Dysfonctionnement, réaction et complication dues à du matériel ou à une procédure orthopédique;Médical;08;Classique;2457
349;Dysfonctionnement, réaction et complication dues à du matériel ou à une procédure orthopédique;Médical;08;De jour;529
351;Autres diagnostics concernant le système musculo-squelettique et le tissu conjonctif;Médical;08;Classique;14566
351;Autres diagnostics concernant le système musculo-squelettique et le tissu conjonctif;Médical;08;De jour;9122
361;Greffe cutanée pour affections de la peau et du tissu sous-cutané;Chirurgical;09;Classique;5509
361;Greffe cutanée pour affections de la peau et du tissu sous-cutané;Chirurgical;09;De jour;10094
362;Procédures de mastectomie;Chirurgical;09;Classique;4872
362;Procédures de mastectomie;Chirurgical;09;De jour;342
363;Procédures mammaires, excepté mastectomie;Chirurgical;09;Classique;15981
363;Procédures mammaires, excepté mastectomie;Chirurgical;09;De jour;6249
364;Autres interventions sur la peau, les tissus sous-cutanés et apparentés;Chirurgical;09;Classique;7926
364;Autres interventions sur la peau, les tissus sous-cutanés et apparentés;Chirurgical;09;De jour;8122
380;Ulcères cutanés;Médical;09;Classique;2075
380;Ulcères cutanés;Médical;09;De jour;105
381;Affections majeures de la peau;Médical;09;Classique;776
381;Affections majeures de la peau;Médical;09;De jour;531
382;Affections malignes du sein;Médical;09;Classique;1211
382;Affections malignes du sein;Médical;09;De jour;4371
383;Cellulite et autres infections de la peau;Médical;09;Classique;12743
383;Cellulite et autres infections de la peau;Médical;09;De jour;2570
384;Contusion, plaie ouverte et autres traumatismes de la peau et du tissu sous-cutané;Médical;09;Classique;7769
384;Contusion, plaie ouverte et autres traumatismes de la peau et du tissu sous-cutané;Médical;09;De jour;3560
385;Autres affections de la peau, du tissu sous-cutané et du sein;Médical;09;Classique;5084
385;Autres affections de la peau, du tissu sous-cutané et du sein;Médical;09;De jour;17916
401;Procédures sur les surrénales et l'hypophyse;Chirurgical;10;Classique;582
403;Procédures pour obésité;Chirurgical;10;Classique;15858
403;Procédures pour obésité;Chirurgical;10;De jour;167
404;Procédures sur la thyroïde, les parathyroïdes et le canal thyréoglosse;Chirurgical;10;Classique;7198
404;Procédures sur la thyroïde, les parathyroïdes et le canal thyréoglosse;Chirurgical;10;De jour;52
405;Autres procédures pour troubles endocriniens, nutritionnels et métaboliques;Chirurgical;10;Classique;316
405;Autres procédures pour troubles endocriniens, nutritionnels et métaboliques;Chirurgical;10;De jour;17
420;Diabète;Médical;10;Classique;11481
420;Diabète;Médical;10;De jour;42
421;Malnutrition, retard staturopondéral et autres troubles nutritionnels;Médical;10;Classique;6635
421;Malnutrition, retard staturopondéral et autres troubles nutritionnels;Médical;10;De jour;2233
422;Hypovolémie et troubles électrolytiques associés;Médical;10;Classique;4732
422;Hypovolémie et troubles électrolytiques associés;Médical;10;De jour;5
423;Anomalies congénitales du métabolisme;Médical;10;Classique;545
423;Anomalies congénitales du métabolisme;Médical;10;De jour;300
424;Autres troubles endocriniens;Médical;10;Classique;3382
424;Autres troubles endocriniens;Médical;10;De jour;256
425;Autres troubles électrolytiques sauf ceux associés à l'hypovolémie;Médical;10;Classique;4022
425;Autres troubles électrolytiques sauf ceux associés à l'hypovolémie;Médical;10;De jour;45
440;Transplantation rénale;Chirurgical;11;Classique;491
441;Procédures majeures sur la vessie;Chirurgical;11;Classique;1608
441;Procédures majeures sur la vessie;Chirurgical;11;De jour;103
442;Procédures sur les reins et les voies urinaires pour affections malignes;Chirurgical;11;Classique;2193
442;Procédures sur les reins et les voies urinaires pour affections malignes;Chirurgical;11;De jour;44
443;Procédures sur les reins et les voies urinaires pour affections bénignes;Chirurgical;11;Classique;7982
443;Procédures sur les reins et les voies urinaires pour affections bénignes;Chirurgical;11;De jour;7441
444;Procédure uniquement pour matériel de voie d'accès de dialyse rénale;Chirurgical;11;Classique;1073
444;Procédure uniquement pour matériel de voie d'accès de dialyse rénale;Chirurgical;11;De jour;375
445;Autres procédures sur la vessie;Chirurgical;11;Classique;1438
445;Autres procédures sur la vessie;Chirurgical;11;De jour;448
446;Procédures urétrales et transurétrales;Chirurgical;11;Classique;13997
446;Procédures urétrales et transurétrales;Chirurgical;11;De jour;3449
447;Autres procédures du rein, des voies urinaires et apparentées;Chirurgical;11;Classique;560
447;Autres procédures du rein, des voies urinaires et apparentées;Chirurgical;11;De jour;80
461;Affection maligne des reins et des voies urinaires;Médical;11;Classique;1952
461;Affection maligne des reins et des voies urinaires;Médical;11;De jour;3920
462;Néphrite et néphrose;Médical;11;Classique;823
462;Néphrite et néphrose;Médical;11;De jour;186
463;Infections des reins et des voies urinaires;Médical;11;Classique;22237
