code;beschrijving;medisch_of_chirurgicsh;mdc;soort_hospitalisatie;aantal_verblijven
176;Vervangen van pacemaker en defibrillator;Chirurgisch;05;Klass. hosp;2691
176;Vervangen van pacemaker en defibrillator;Chirurgisch;05;Daghosp.;692
177;Revisie van pacemaker en defibrillator behalve vervangen apparaat;Chirurgisch;05;Klass. hosp;949
177;Revisie van pacemaker en defibrillator behalve vervangen apparaat;Chirurgisch;05;Daghosp.;128
178;Amputatie, wegens circulatoire aandoeningen, van de bovenste ledematen en teen;Chirurgisch;05;Klass. hosp;415
178;Amputatie, wegens circulatoire aandoeningen, van de bovenste ledematen en teen;Chirurgisch;05;Daghosp.;50
179;Onderbinden en strippen van venen;Chirurgisch;05;Klass. hosp;4933
179;Onderbinden en strippen van venen;Chirurgisch;05;Daghosp.;19399
180;Andere chirurgische ingrepen op het circulatoire systeem;Chirurgisch;05;Klass. hosp;866
180;Andere chirurgische ingrepen op het circulatoire systeem;Chirurgisch;05;Daghosp.;138
190;Circulatoire aandoeningen, met AMI;Medisch;05;Klass. hosp;9156
190;Circulatoire aandoeningen, met AMI;Medisch;05;Daghosp.;494
191;Hartkatheterisatie met circulatoire aandoening behalve ischemische hartaandoening;Medisch;05;Klass. hosp;10164
191;Hartkatheterisatie met circulatoire aandoening behalve ischemische hartaandoening;Medisch;05;Daghosp.;2348
192;Hartkatheterisatie wegens ischemische hartaandoening;Medisch;05;Klass. hosp;22919
192;Hartkatheterisatie wegens ischemische hartaandoening;Medisch;05;Daghosp.;7988
193;Acute en subacute endocarditis;Medisch;05;Klass. hosp;218
193;Acute en subacute endocarditis;Medisch;05;Daghosp.;29
194;Hartinsufficiëntie;Medisch;05;Klass. hosp;20476
194;Hartinsufficiëntie;Medisch;05;Daghosp.;20
195;Diepe veneuze thromboflebitis;Medisch;05;Klass. hosp;1125
195;Diepe veneuze thromboflebitis;Medisch;05;Daghosp.;8
196;Hartstilstand zonder gekende oorzaak;Medisch;05;Klass. hosp;805
196;Hartstilstand zonder gekende oorzaak;Medisch;05;Daghosp.;71
197;Perifere en andere vasculaire aandoeningen;Medisch;05;Klass. hosp;5368
197;Perifere en andere vasculaire aandoeningen;Medisch;05;Daghosp.;1828
198;Atherosclerose;Medisch;05;Klass. hosp;3240
198;Atherosclerose;Medisch;05;Daghosp.;21
199;Hypertensie;Medisch;05;Klass. hosp;2880
199;Hypertensie;Medisch;05;Daghosp.;43
200;Congenitale hart en klepaandoeningen;Medisch;05;Klass. hosp;1277
200;Congenitale hart en klepaandoeningen;Medisch;05;Daghosp.;113
201;Hartarythmie en geleidingsaandoeningen;Medisch;05;Klass. hosp;19386
201;Hartarythmie en geleidingsaandoeningen;Medisch;05;Daghosp.;4257
202;Angina pectoris;Medisch;05;Klass. hosp;2357
202;Angina pectoris;Medisch;05;Daghosp.;14
203;Thoracale pijn;Medisch;05;Klass. hosp;6851
203;Thoracale pijn;Medisch;05;Daghosp.;141
204;Syncope en collaps;Medisch;05;Klass. hosp;9325
204;Syncope en collaps;Medisch;05;Daghosp.;28
205;Cardiomyopathie;Medisch;05;Klass. hosp;345
205;Cardiomyopathie;Medisch;05;Daghosp.;7
206;Dysfunctie, reactie en complicatie op cardio- of vasculair hulpmiddel of ingreep;Medisch;05;Klass. hosp;1426
206;Dysfunctie, reactie en complicatie op cardio- of vasculair hulpmiddel of ingreep;Medisch;05;Daghosp.;473
207;Andere aandoeningen van het circulatoire systeem;Medisch;05;Klass. hosp;5629
207;Andere aandoeningen van het circulatoire systeem;Medisch;05;Daghosp.;255
220;Majeure ingrepen op oesofagus, maag, duodenum;Chirurgisch;06;Klass. hosp;4706
220;Majeure ingrepen op oesofagus, maag, duodenum;Chirurgisch;06;Daghosp.;211
221;Majeure ingrepen op dunne en dikke darm;Chirurgisch;06;Klass. hosp;15148
221;Majeure ingrepen op dunne en dikke darm;Chirurgisch;06;Daghosp.;29
222;Mineure ingrepen op oesofagus, maag, duodenum;Chirurgisch;06;Klass. hosp;658
222;Mineure ingrepen op oesofagus, maag, duodenum;Chirurgisch;06;Daghosp.;93
223;Mineure ingrepen op dunne en dikke darm;Chirurgisch;06;Klass. hosp;2387
223;Mineure ingrepen op dunne en dikke darm;Chirurgisch;06;Daghosp.;101
224;Peritoneale adhesiolyse;Chirurgisch;06;Klass. hosp;2294
224;Peritoneale adhesiolyse;Chirurgisch;06;Daghosp.;93
225;Appendectomie;Chirurgisch;06;Klass. hosp;13649
225;Appendectomie;Chirurgisch;06;Daghosp.;95
226;Ingrepen op de anus en gastro-intestinaal stoma;Chirurgisch;06;Klass. hosp;9341
226;Ingrepen op de anus en gastro-intestinaal stoma;Chirurgisch;06;Daghosp.;7803
227;Ingrepen voor hernia behalve inguinalis en cruris;Chirurgisch;06;Klass. hosp;9271
227;Ingrepen voor hernia behalve inguinalis en cruris;Chirurgisch;06;Daghosp.;3315
228;Ingrepen voor hernia inguinalis en cruris;Chirurgisch;06;Klass. hosp;15865
228;Ingrepen voor hernia inguinalis en cruris;Chirurgisch;06;Daghosp.;6981
229;Andere ingrepen op het spijsverteringsstelsel;Chirurgisch;06;Klass. hosp;2164
229;Andere ingrepen op het spijsverteringsstelsel;Chirurgisch;06;Daghosp.;366
240;Maligne aandoeningen van het spijsverteringsstelsel;Medisch;06;Klass. hosp;7560
240;Maligne aandoeningen van het spijsverteringsstelsel;Medisch;06;Daghosp.;6901
241;Peptisch ulcus en gastritis;Medisch;06;Klass. hosp;9300
241;Peptisch ulcus en gastritis;Medisch;06;Daghosp.;9337
242;Majeure slokdarmaandoeningen;Medisch;06;Klass. hosp;914
242;Majeure slokdarmaandoeningen;Medisch;06;Daghosp.;339
243;Andere slokdarmaandoeningen;Medisch;06;Klass. hosp;9553
243;Andere slokdarmaandoeningen;Medisch;06;Daghosp.;17383
244;Diverticulitis en diverticulosis;Medisch;06;Klass. hosp;9358
244;Diverticulitis en diverticulosis;Medisch;06;Daghosp.;14741
245;Ontstekingen van de darmen;Medisch;06;Klass. hosp;2929
245;Ontstekingen van de darmen;Medisch;06;Daghosp.;6877
246;Gastro-intestinale vasculaire insufficiëntie;Medisch;06;Klass. hosp;1521
246;Gastro-intestinale vasculaire insufficiëntie;Medisch;06;Daghosp.;143
247;Gastro-intestinale obstructie;Medisch;06;Klass. hosp;8381
247;Gastro-intestinale obstructie;Medisch;06;Daghosp.;453
248;Majeure gastro-intestinale bacteriële infecties;Medisch;06;Klass. hosp;800
248;Majeure gastro-intestinale bacteriële infecties;Medisch;06;Daghosp.;16
249;Niet bacteriële gastro-enteritis en buikpijn;Medisch;06;Klass. hosp;29164
249;Niet bacteriële gastro-enteritis en buikpijn;Medisch;06;Daghosp.;8761
250;Andere aandoeningen van het spijsverteringsstelsel;Medisch;06;Klass. hosp;31231
250;Andere aandoeningen van het spijsverteringsstelsel;Medisch;06;Daghosp.;68681
260;Intra-abdominale shunt en ingrepen op lever en pancreas;Chirurgisch;07;Klass. hosp;2164
260;Intra-abdominale shunt en ingrepen op lever en pancreas;Chirurgisch;07;Daghosp.;15
261;Majeure ingrepen op de galwegen;Chirurgisch;07;Klass. hosp;600
261;Majeure ingrepen op de galwegen;Chirurgisch;07;Daghosp.;61
262;Cholecystectomie, behalve laparoscopie;Chirurgisch;07;Klass. hosp;777
262;Cholecystectomie, behalve laparoscopie;Chirurgisch;07;Daghosp.;2
263;Laparoscopische cholecystectomie;Chirurgisch;07;Klass. hosp;18183
263;Laparoscopische cholecystectomie;Chirurgisch;07;Daghosp.;667
264;Andere ingrepen hepatobiliair stelsel en pancreas;Chirurgisch;07;Klass. hosp;966
264;Andere ingrepen hepatobiliair stelsel en pancreas;Chirurgisch;07;Daghosp.;298
280;Cirrose en hepatitis door alcohol;Medisch;07;Klass. hosp;4050
280;Cirrose en hepatitis door alcohol;Medisch;07;Daghosp.;531
281;Maligne aandoeningen van het hepatobiliair stelsel of van de pancreas;Medisch;07;Klass. hosp;5204
281;Maligne aandoeningen van het hepatobiliair stelsel of van de pancreas;Medisch;07;Daghosp.;1560
282;Aandoeningen van de pancreas behalve maligne aandoeningen;Medisch;07;Klass. hosp;6391
282;Aandoeningen van de pancreas behalve maligne aandoeningen;Medisch;07;Daghosp.;749
283;Aandoeningen van de lever behalve maligne aandoeningen, cirrose en hepatitis door alcohol;Medisch;07;Klass. hosp;4126
283;Aandoeningen van de lever behalve maligne aandoeningen, cirrose en hepatitis door alcohol;Medisch;07;Daghosp.;1250
284;Aandoeningen van de galwegen;Medisch;07;Klass. hosp;10047
284;Aandoeningen van de galwegen;Medisch;07;Daghosp.;938
300;Bilaterale of multipele majeure ingrepen op gewrichten van de onderste ledematen;Chirurgisch;08;Klass. hosp;777
300;Bilaterale of multipele majeure ingrepen op gewrichten van de onderste ledematen;Chirurgisch;08;Daghosp.;1
301;Majeure ingrepen op gewrichten en heraanhechten onderste ledematen bij trauma;Chirurgisch;08;Klass. hosp;5977
302;Majeure ingrepen op gewrichten en heraanhechten onderste ledematen behalve bij trauma;Chirurgisch;08;Klass. hosp;40437
302;Majeure ingrepen op gewrichten en heraanhechten onderste ledematen behalve bij trauma;Chirurgisch;08;Daghosp.;28
303;Dorso en lumbale arthrodese bij deviatie van rugkromming;Chirurgisch;08;Klass. hosp;306
304;Dorso en lumbale arthrodese behalve bij deviatie van rugkromming;Chirurgisch;08;Klass. hosp;9544
304;Dorso en lumbale arthrodese behalve bij deviatie van rugkromming;Chirurgisch;08;Daghosp.;10
305;Amputatie voor aandoeningen van het musculoskeletaal stelsel en bindweefsel;Chirurgisch;08;Klass. hosp;254
305;Amputatie voor aandoeningen van het musculoskeletaal stelsel en bindweefsel;Chirurgisch;08;Daghosp.;2
306;Majeure ingrepen op gewrichten en heraanhechten van de bovenste ledematen;Chirurgisch;08;Klass. hosp;2929
306;Majeure ingrepen op gewrichten en heraanhechten van de bovenste ledematen;Chirurgisch;08;Daghosp.;29
307;Reconstructieve ingrepen op craniale en faciale beenderen;Chirurgisch;08;Klass. hosp;337
307;Reconstructieve ingrepen op craniale en faciale beenderen;Chirurgisch;08;Daghosp.;117
308;Ingrepen op heup en femur behalve majeure ingrepen op gewricht, voor trauma;Chirurgisch;08;Klass. hosp;10451
308;Ingrepen op heup en femur behalve majeure ingrepen op gewricht, voor trauma;Chirurgisch;08;Daghosp.;4
309;Ingrepen op heup en femur behalve majeure ingrepen op gewricht, behalve voor trauma;Chirurgisch;08;Klass. hosp;2425
309;Ingrepen op heup en femur behalve majeure ingrepen op gewricht, behalve voor trauma;Chirurgisch;08;Daghosp.;170
310;Ingrepen op rug en nek behalve spinale arthrodese;Chirurgisch;08;Klass. hosp;25720
310;Ingrepen op rug en nek behalve spinale arthrodese;Chirurgisch;08;Daghosp.;1488
311;Debridisatie en huidgreffe voor open wonde, musculoskeletaal en bindweefsel aandoeningen, behalve hand;Chirurgisch;08;Klass. hosp;90
311;Debridisatie en huidgreffe voor open wonde, musculoskeletaal en bindweefsel aandoeningen, behalve hand;Chirurgisch;08;Daghosp.;74
312;Debridisatie en huidgreffe behalve open wonde, voor musculoskeletaal en bindweefsel aandoeningen, behalve hand;Chirurgisch;08;Klass. hosp;942
312;Debridisatie en huidgreffe behalve open wonde, voor musculoskeletaal en bindweefsel aandoeningen, behalve hand;Chirurgisch;08;Daghosp.;303
313;Ingrepen onderste extremiteiten knie en onderbeen, behalve voet;Chirurgisch;08;Klass. hosp;26077
313;Ingrepen onderste extremiteiten knie en onderbeen, behalve voet;Chirurgisch;08;Daghosp.;42986
314;Ingrepen op voet;Chirurgisch;08;Klass. hosp;13412
314;Ingrepen op voet;Chirurgisch;08;Daghosp.;5237
315;Ingrepen op schouder, elleboog en voorarm;Chirurgisch;08;Klass. hosp;35453
315;Ingrepen op schouder, elleboog en voorarm;Chirurgisch;08;Daghosp.;9641
316;Ingrepen op hand en pols;Chirurgisch;08;Klass. hosp;6305
316;Ingrepen op hand en pols;Chirurgisch;08;Daghosp.;29974
317;Ingrepen op de weke weefsels;Chirurgisch;08;Klass. hosp;8181
317;Ingrepen op de weke weefsels;Chirurgisch;08;Daghosp.;9278
318;Verwijderen van inwendige fixatoren;Chirurgisch;08;Klass. hosp;4651
318;Verwijderen van inwendige fixatoren;Chirurgisch;08;Daghosp.;18642
319;Locale excisie van musculoskeletaal stelsel;Chirurgisch;08;Klass. hosp;3462
319;Locale excisie van musculoskeletaal stelsel;Chirurgisch;08;Daghosp.;6710
320;Andere ingrepen op musculoskeletaal stelsel en bindweefsel;Chirurgisch;08;Klass. hosp;5360
320;Andere ingrepen op musculoskeletaal stelsel en bindweefsel;Chirurgisch;08;Daghosp.;4114
340;Femurfracturen;Medisch;08;Klass. hosp;1435
340;Femurfracturen;Medisch;08;Daghosp.;21
341;Fracturen van bekken of luxatie van de heup;Medisch;08;Klass. hosp;3837
341;Fracturen van bekken of luxatie van de heup;Medisch;08;Daghosp.;26
342;Fracturen of luxatie, behalve heup en bekken;Medisch;08;Klass. hosp;9217
342;Fracturen of luxatie, behalve heup en bekken;Medisch;08;Daghosp.;4260
343;Pathologische fracturen en maligne aandoeningen van bindweefsel en musculoskeletaal stelsel;Medisch;08;Klass. hosp;5945
343;Pathologische fracturen en maligne aandoeningen van bindweefsel en musculoskeletaal stelsel;Medisch;08;Daghosp.;2316
344;Osteomyelitis;Medisch;08;Klass. hosp;448
344;Osteomyelitis;Medisch;08;Daghosp.;87
345;Septische arthritis;Medisch;08;Klass. hosp;416
345;Septische arthritis;Medisch;08;Daghosp.;6
346;Aandoeningen van het bindweefsel;Medisch;08;Klass. hosp;2984
346;Aandoeningen van het bindweefsel;Medisch;08;Daghosp.;1864
347;Medische rugproblemen;Medisch;08;Klass. hosp;20459
347;Medische rugproblemen;Medisch;08;Daghosp.;160217
348;Andere beenderziekten;Medisch;08;Klass. hosp;3609
348;Andere beenderziekten;Medisch;08;Daghosp.;1152
349;Dysfunctie, reactie en complicaties van orthopedische hulpmiddelen of ingreep;Medisch;08;Klass. hosp;2136
349;Dysfunctie, reactie en complicaties van orthopedische hulpmiddelen of ingreep;Medisch;08;Daghosp.;311
350;Tekens, symptomen, kneuzingen en mineure ontsteking van het musculoskeletaal stelsel en bindweefsel;Medisch;08;Klass. hosp;5257
