apr-drg;apr-drg_label;mdc_label;médical_ou_chirurgical;type_d_hospitalisation;code_ins;région;nombre_de_séjours
951;Procédure modérément étendue sans relation avec le diagnostic principal;MDC 00 : Groupe résiduel;Chirurgical;De jour;4000;Région de Bruxelles-Capitale;214
951;Procédure modérément étendue sans relation avec le diagnostic principal;MDC 00 : Groupe résiduel;Chirurgical;De jour;0;Domicile étranger;56
951;Procédure modérément étendue sans relation avec le diagnostic principal;MDC 00 : Groupe résiduel;Chirurgical;De jour;9999;Sans domicile fixe;< 5
952;Procédure non extensive sans relation avec le diagnostic principal;MDC 00 : Groupe résiduel;Chirurgical;Classique;2000;Région flamande;3 476
952;Procédure non extensive sans relation avec le diagnostic principal;MDC 00 : Groupe résiduel;Chirurgical;Classique;3000;Région wallonne;1 895
952;Procédure non extensive sans relation avec le diagnostic principal;MDC 00 : Groupe résiduel;Chirurgical;Classique;4000;Région de Bruxelles-Capitale;369
952;Procédure non extensive sans relation avec le diagnostic principal;MDC 00 : Groupe résiduel;Chirurgical;Classique;0;Domicile étranger;86
952;Procédure non extensive sans relation avec le diagnostic principal;MDC 00 : Groupe résiduel;Chirurgical;De jour;2000;Région flamande;1 914
952;Procédure non extensive sans relation avec le diagnostic principal;MDC 00 : Groupe résiduel;Chirurgical;De jour;3000;Région wallonne;872
952;Procédure non extensive sans relation avec le diagnostic principal;MDC 00 : Groupe résiduel;Chirurgical;De jour;4000;Région de Bruxelles-Capitale;257
952;Procédure non extensive sans relation avec le diagnostic principal;MDC 00 : Groupe résiduel;Chirurgical;De jour;0;Domicile étranger;48
955;Diagnostic principal non valable comme diagnostic de sortie;MDC 00 : Groupe résiduel;Autre;Classique;2000;Région flamande;24
955;Diagnostic principal non valable comme diagnostic de sortie;MDC 00 : Groupe résiduel;Autre;Classique;3000;Région wallonne;37
955;Diagnostic principal non valable comme diagnostic de sortie;MDC 00 : Groupe résiduel;Autre;Classique;4000;Région de Bruxelles-Capitale;< 5
955;Diagnostic principal non valable comme diagnostic de sortie;MDC 00 : Groupe résiduel;Autre;Classique;0;Domicile étranger;< 5
955;Diagnostic principal non valable comme diagnostic de sortie;MDC 00 : Groupe résiduel;Autre;De jour;2000;Région flamande;10
955;Diagnostic principal non valable comme diagnostic de sortie;MDC 00 : Groupe résiduel;Autre;De jour;3000;Région wallonne;25
955;Diagnostic principal non valable comme diagnostic de sortie;MDC 00 : Groupe résiduel;Autre;De jour;4000;Région de Bruxelles-Capitale;< 5
956;Séjour non groupable;MDC 00 : Groupe résiduel;Autre;Classique;2000;Région flamande;37
956;Séjour non groupable;MDC 00 : Groupe résiduel;Autre;Classique;3000;Région wallonne;78
956;Séjour non groupable;MDC 00 : Groupe résiduel;Autre;Classique;4000;Région de Bruxelles-Capitale;12
956;Séjour non groupable;MDC 00 : Groupe résiduel;Autre;Classique;0;Domicile étranger;< 5
956;Séjour non groupable;MDC 00 : Groupe résiduel;Autre;De jour;2000;Région flamande;53
956;Séjour non groupable;MDC 00 : Groupe résiduel;Autre;De jour;3000;Région wallonne;26
956;Séjour non groupable;MDC 00 : Groupe résiduel;Autre;De jour;4000;Région de Bruxelles-Capitale;< 5
956;Séjour non groupable;MDC 00 : Groupe résiduel;Autre;De jour;0;Domicile étranger;< 5
20;Craniotomie pour traumatisme;MDC 01 : Système nerveux;Chirurgical;Classique;2000;Région flamande;455
20;Craniotomie pour traumatisme;MDC 01 : Système nerveux;Chirurgical;Classique;3000;Région wallonne;256
20;Craniotomie pour traumatisme;MDC 01 : Système nerveux;Chirurgical;Classique;4000;Région de Bruxelles-Capitale;71
20;Craniotomie pour traumatisme;MDC 01 : Système nerveux;Chirurgical;Classique;0;Domicile étranger;34
20;Craniotomie pour traumatisme;MDC 01 : Système nerveux;Chirurgical;Classique;9999;Sans domicile fixe;< 5
20;Craniotomie pour traumatisme;MDC 01 : Système nerveux;Chirurgical;De jour;2000;Région flamande;< 5
20;Craniotomie pour traumatisme;MDC 01 : Système nerveux;Chirurgical;De jour;4000;Région de Bruxelles-Capitale;< 5
21;Craniotomie excepté pour traumatisme;MDC 01 : Système nerveux;Chirurgical;Classique;2000;Région flamande;2 795
21;Craniotomie excepté pour traumatisme;MDC 01 : Système nerveux;Chirurgical;Classique;3000;Région wallonne;1 540
21;Craniotomie excepté pour traumatisme;MDC 01 : Système nerveux;Chirurgical;Classique;4000;Région de Bruxelles-Capitale;397
21;Craniotomie excepté pour traumatisme;MDC 01 : Système nerveux;Chirurgical;Classique;0;Domicile étranger;233
21;Craniotomie excepté pour traumatisme;MDC 01 : Système nerveux;Chirurgical;Classique;9999;Sans domicile fixe;< 5
21;Craniotomie excepté pour traumatisme;MDC 01 : Système nerveux;Chirurgical;De jour;2000;Région flamande;20
21;Craniotomie excepté pour traumatisme;MDC 01 : Système nerveux;Chirurgical;De jour;3000;Région wallonne;7
21;Craniotomie excepté pour traumatisme;MDC 01 : Système nerveux;Chirurgical;De jour;4000;Région de Bruxelles-Capitale;< 5
21;Craniotomie excepté pour traumatisme;MDC 01 : Système nerveux;Chirurgical;De jour;0;Domicile étranger;< 5
22;Procédures concernant un shunt ventriculaire;MDC 01 : Système nerveux;Chirurgical;Classique;2000;Région flamande;307
22;Procédures concernant un shunt ventriculaire;MDC 01 : Système nerveux;Chirurgical;Classique;3000;Région wallonne;175
22;Procédures concernant un shunt ventriculaire;MDC 01 : Système nerveux;Chirurgical;Classique;4000;Région de Bruxelles-Capitale;45
22;Procédures concernant un shunt ventriculaire;MDC 01 : Système nerveux;Chirurgical;Classique;0;Domicile étranger;23
22;Procédures concernant un shunt ventriculaire;MDC 01 : Système nerveux;Chirurgical;De jour;3000;Région wallonne;< 5
23;Procédures au niveau de la colonne vertébrale et de la moelle épinière;MDC 01 : Système nerveux;Chirurgical;Classique;2000;Région flamande;953
23;Procédures au niveau de la colonne vertébrale et de la moelle épinière;MDC 01 : Système nerveux;Chirurgical;Classique;3000;Région wallonne;463
23;Procédures au niveau de la colonne vertébrale et de la moelle épinière;MDC 01 : Système nerveux;Chirurgical;Classique;4000;Région de Bruxelles-Capitale;71
23;Procédures au niveau de la colonne vertébrale et de la moelle épinière;MDC 01 : Système nerveux;Chirurgical;Classique;0;Domicile étranger;43
23;Procédures au niveau de la colonne vertébrale et de la moelle épinière;MDC 01 : Système nerveux;Chirurgical;De jour;2000;Région flamande;117
23;Procédures au niveau de la colonne vertébrale et de la moelle épinière;MDC 01 : Système nerveux;Chirurgical;De jour;3000;Région wallonne;19
23;Procédures au niveau de la colonne vertébrale et de la moelle épinière;MDC 01 : Système nerveux;Chirurgical;De jour;4000;Région de Bruxelles-Capitale;< 5
23;Procédures au niveau de la colonne vertébrale et de la moelle épinière;MDC 01 : Système nerveux;Chirurgical;De jour;0;Domicile étranger;< 5
24;Procédures vasculaires extracrâniennes;MDC 01 : Système nerveux;Chirurgical;Classique;2000;Région flamande;2 915
24;Procédures vasculaires extracrâniennes;MDC 01 : Système nerveux;Chirurgical;Classique;3000;Région wallonne;1 715
24;Procédures vasculaires extracrâniennes;MDC 01 : Système nerveux;Chirurgical;Classique;4000;Région de Bruxelles-Capitale;395
24;Procédures vasculaires extracrâniennes;MDC 01 : Système nerveux;Chirurgical;Classique;0;Domicile étranger;107
24;Procédures vasculaires extracrâniennes;MDC 01 : Système nerveux;Chirurgical;Classique;9999;Sans domicile fixe;< 5
24;Procédures vasculaires extracrâniennes;MDC 01 : Système nerveux;Chirurgical;De jour;2000;Région flamande;52
24;Procédures vasculaires extracrâniennes;MDC 01 : Système nerveux;Chirurgical;De jour;3000;Région wallonne;22
24;Procédures vasculaires extracrâniennes;MDC 01 : Système nerveux;Chirurgical;De jour;4000;Région de Bruxelles-Capitale;8
24;Procédures vasculaires extracrâniennes;MDC 01 : Système nerveux;Chirurgical;De jour;0;Domicile étranger;< 5
26;Autres procédures du système nerveux et procédures apparentées;MDC 01 : Système nerveux;Chirurgical;Classique;2000;Région flamande;2 020
26;Autres procédures du système nerveux et procédures apparentées;MDC 01 : Système nerveux;Chirurgical;Classique;3000;Région wallonne;1 186
26;Autres procédures du système nerveux et procédures apparentées;MDC 01 : Système nerveux;Chirurgical;Classique;4000;Région de Bruxelles-Capitale;196
26;Autres procédures du système nerveux et procédures apparentées;MDC 01 : Système nerveux;Chirurgical;Classique;0;Domicile étranger;88
26;Autres procédures du système nerveux et procédures apparentées;MDC 01 : Système nerveux;Chirurgical;Classique;9999;Sans domicile fixe;< 5
26;Autres procédures du système nerveux et procédures apparentées;MDC 01 : Système nerveux;Chirurgical;De jour;2000;Région flamande;21 580
26;Autres procédures du système nerveux et procédures apparentées;MDC 01 : Système nerveux;Chirurgical;De jour;3000;Région wallonne;13 497
26;Autres procédures du système nerveux et procédures apparentées;MDC 01 : Système nerveux;Chirurgical;De jour;4000;Région de Bruxelles-Capitale;1 886
26;Autres procédures du système nerveux et procédures apparentées;MDC 01 : Système nerveux;Chirurgical;De jour;0;Domicile étranger;318
26;Autres procédures du système nerveux et procédures apparentées;MDC 01 : Système nerveux;Chirurgical;De jour;9999;Sans domicile fixe;9
40;Troubles et lésions de la colonne vertébrale et de la moelle épinière;MDC 01 : Système nerveux;Médical;Classique;2000;Région flamande;450
40;Troubles et lésions de la colonne vertébrale et de la moelle épinière;MDC 01 : Système nerveux;Médical;Classique;3000;Région wallonne;167
40;Troubles et lésions de la colonne vertébrale et de la moelle épinière;MDC 01 : Système nerveux;Médical;Classique;4000;Région de Bruxelles-Capitale;41
40;Troubles et lésions de la colonne vertébrale et de la moelle épinière;MDC 01 : Système nerveux;Médical;Classique;0;Domicile étranger;9
40;Troubles et lésions de la colonne vertébrale et de la moelle épinière;MDC 01 : Système nerveux;Médical;De jour;2000;Région flamande;51
40;Troubles et lésions de la colonne vertébrale et de la moelle épinière;MDC 01 : Système nerveux;Médical;De jour;3000;Région wallonne;29
40;Troubles et lésions de la colonne vertébrale et de la moelle épinière;MDC 01 : Système nerveux;Médical;De jour;4000;Région de Bruxelles-Capitale;7
40;Troubles et lésions de la colonne vertébrale et de la moelle épinière;MDC 01 : Système nerveux;Médical;De jour;0;Domicile étranger;< 5
41;Malignité du système nerveux;MDC 01 : Système nerveux;Médical;Classique;2000;Région flamande;1 814
41;Malignité du système nerveux;MDC 01 : Système nerveux;Médical;Classique;3000;Région wallonne;1 002
41;Malignité du système nerveux;MDC 01 : Système nerveux;Médical;Classique;4000;Région de Bruxelles-Capitale;220
41;Malignité du système nerveux;MDC 01 : Système nerveux;Médical;Classique;0;Domicile étranger;66
41;Malignité du système nerveux;MDC 01 : Système nerveux;Médical;Classique;9999;Sans domicile fixe;< 5
41;Malignité du système nerveux;MDC 01 : Système nerveux;Médical;De jour;2000;Région flamande;189
41;Malignité du système nerveux;MDC 01 : Système nerveux;Médical;De jour;3000;Région wallonne;87
41;Malignité du système nerveux;MDC 01 : Système nerveux;Médical;De jour;4000;Région de Bruxelles-Capitale;43
41;Malignité du système nerveux;MDC 01 : Système nerveux;Médical;De jour;0;Domicile étranger;< 5
42;Troubles dégénératifs du système nerveux excepté la sclérose en plaques;MDC 01 : Système nerveux;Médical;Classique;2000;Région flamande;8 125
42;Troubles dégénératifs du système nerveux excepté la sclérose en plaques;MDC 01 : Système nerveux;Médical;Classique;3000;Région wallonne;4 195
42;Troubles dégénératifs du système nerveux excepté la sclérose en plaques;MDC 01 : Système nerveux;Médical;Classique;4000;Région de Bruxelles-Capitale;1 053
42;Troubles dégénératifs du système nerveux excepté la sclérose en plaques;MDC 01 : Système nerveux;Médical;Classique;0;Domicile étranger;101
42;Troubles dégénératifs du système nerveux excepté la sclérose en plaques;MDC 01 : Système nerveux;Médical;Classique;9999;Sans domicile fixe;< 5
42;Troubles dégénératifs du système nerveux excepté la sclérose en plaques;MDC 01 : Système nerveux;Médical;De jour;2000;Région flamande;92
42;Troubles dégénératifs du système nerveux excepté la sclérose en plaques;MDC 01 : Système nerveux;Médical;De jour;3000;Région wallonne;45
42;Troubles dégénératifs du système nerveux excepté la sclérose en plaques;MDC 01 : Système nerveux;Médical;De jour;4000;Région de Bruxelles-Capitale;32
42;Troubles dégénératifs du système nerveux excepté la sclérose en plaques;MDC 01 : Système nerveux;Médical;De jour;0;Domicile étranger;< 5
43;Sclérose en plaques et autres maladies démyélinisantes;MDC 01 : Système nerveux;Médical;Classique;2000;Région flamande;2 768
43;Sclérose en plaques et autres maladies démyélinisantes;MDC 01 : Système nerveux;Médical;Classique;3000;Région wallonne;1 089
43;Sclérose en plaques et autres maladies démyélinisantes;MDC 01 : Système nerveux;Médical;Classique;4000;Région de Bruxelles-Capitale;214
43;Sclérose en plaques et autres maladies démyélinisantes;MDC 01 : Système nerveux;Médical;Classique;0;Domicile étranger;49
43;Sclérose en plaques et autres maladies démyélinisantes;MDC 01 : Système nerveux;Médical;De jour;2000;Région flamande;124
43;Sclérose en plaques et autres maladies démyélinisantes;MDC 01 : Système nerveux;Médical;De jour;3000;Région wallonne;128
43;Sclérose en plaques et autres maladies démyélinisantes;MDC 01 : Système nerveux;Médical;De jour;4000;Région de Bruxelles-Capitale;72
43;Sclérose en plaques et autres maladies démyélinisantes;MDC 01 : Système nerveux;Médical;De jour;0;Domicile étranger;< 5
44;Hémorragie intracrânienne;MDC 01 : Système nerveux;Médical;Classique;2000;Région flamande;2 101
44;Hémorragie intracrânienne;MDC 01 : Système nerveux;Médical;Classique;3000;Région wallonne;1 139
44;Hémorragie intracrânienne;MDC 01 : Système nerveux;Médical;Classique;4000;Région de Bruxelles-Capitale;282
44;Hémorragie intracrânienne;MDC 01 : Système nerveux;Médical;Classique;0;Domicile étranger;60
44;Hémorragie intracrânienne;MDC 01 : Système nerveux;Médical;Classique;9999;Sans domicile fixe;< 5
44;Hémorragie intracrânienne;MDC 01 : Système nerveux;Médical;De jour;2000;Région flamande;25
44;Hémorragie intracrânienne;MDC 01 : Système nerveux;Médical;De jour;3000;Région wallonne;14
44;Hémorragie intracrânienne;MDC 01 : Système nerveux;Médical;De jour;4000;Région de Bruxelles-Capitale;6
44;Hémorragie intracrânienne;MDC 01 : Système nerveux;Médical;De jour;0;Domicile étranger;< 5
45;Accident vasculaire cérébral et occlusion précérébrale avec infarctus;MDC 01 : Système nerveux;Médical;Classique;2000;Région flamande;9 442
45;Accident vasculaire cérébral et occlusion précérébrale avec infarctus;MDC 01 : Système nerveux;Médical;Classique;3000;Région wallonne;4 719
45;Accident vasculaire cérébral et occlusion précérébrale avec infarctus;MDC 01 : Système nerveux;Médical;Classique;4000;Région de Bruxelles-Capitale;1 113
45;Accident vasculaire cérébral et occlusion précérébrale avec infarctus;MDC 01 : Système nerveux;Médical;Classique;0;Domicile étranger;169
45;Accident vasculaire cérébral et occlusion précérébrale avec infarctus;MDC 01 : Système nerveux;Médical;De jour;2000;Région flamande;25
45;Accident vasculaire cérébral et occlusion précérébrale avec infarctus;MDC 01 : Système nerveux;Médical;De jour;3000;Région wallonne;5
45;Accident vasculaire cérébral et occlusion précérébrale avec infarctus;MDC 01 : Système nerveux;Médical;De jour;4000;Région de Bruxelles-Capitale;6
45;Accident vasculaire cérébral et occlusion précérébrale avec infarctus;MDC 01 : Système nerveux;Médical;De jour;0;Domicile étranger;< 5
46;Accident vasculaire cérébral non spécifique et occlusion précérébrale sans infarctus;MDC 01 : Système nerveux;Médical;Classique;2000;Région flamande;421
46;Accident vasculaire cérébral non spécifique et occlusion précérébrale sans infarctus;MDC 01 : Système nerveux;Médical;Classique;3000;Région wallonne;259
46;Accident vasculaire cérébral non spécifique et occlusion précérébrale sans infarctus;MDC 01 : Système nerveux;Médical;Classique;4000;Région de Bruxelles-Capitale;53
46;Accident vasculaire cérébral non spécifique et occlusion précérébrale sans infarctus;MDC 01 : Système nerveux;Médical;Classique;0;Domicile étranger;8
46;Accident vasculaire cérébral non spécifique et occlusion précérébrale sans infarctus;MDC 01 : Système nerveux;Médical;De jour;2000;Région flamande;50
46;Accident vasculaire cérébral non spécifique et occlusion précérébrale sans infarctus;MDC 01 : Système nerveux;Médical;De jour;3000;Région wallonne;32
46;Accident vasculaire cérébral non spécifique et occlusion précérébrale sans infarctus;MDC 01 : Système nerveux;Médical;De jour;4000;Région de Bruxelles-Capitale;14
46;Accident vasculaire cérébral non spécifique et occlusion précérébrale sans infarctus;MDC 01 : Système nerveux;Médical;De jour;0;Domicile étranger;< 5
47;Ischémie cérébrale transitoire (TIA);MDC 01 : Système nerveux;Médical;Classique;2000;Région flamande;5 213
47;Ischémie cérébrale transitoire (TIA);MDC 01 : Système nerveux;Médical;Classique;3000;Région wallonne;2 210
47;Ischémie cérébrale transitoire (TIA);MDC 01 : Système nerveux;Médical;Classique;4000;Région de Bruxelles-Capitale;484
47;Ischémie cérébrale transitoire (TIA);MDC 01 : Système nerveux;Médical;Classique;0;Domicile étranger;93
47;Ischémie cérébrale transitoire (TIA);MDC 01 : Système nerveux;Médical;De jour;2000;Région flamande;18
47;Ischémie cérébrale transitoire (TIA);MDC 01 : Système nerveux;Médical;De jour;3000;Région wallonne;6
48;Troubles des nerfs crâniens, périphériques et autonomes;MDC 01 : Système nerveux;Médical;Classique;2000;Région flamande;2 564
48;Troubles des nerfs crâniens, périphériques et autonomes;MDC 01 : Système nerveux;Médical;Classique;3000;Région wallonne;1 353
48;Troubles des nerfs crâniens, périphériques et autonomes;MDC 01 : Système nerveux;Médical;Classique;4000;Région de Bruxelles-Capitale;288
48;Troubles des nerfs crâniens, périphériques et autonomes;MDC 01 : Système nerveux;Médical;Classique;0;Domicile étranger;70
48;Troubles des nerfs crâniens, périphériques et autonomes;MDC 01 : Système nerveux;Médical;Classique;9999;Sans domicile fixe;< 5
48;Troubles des nerfs crâniens, périphériques et autonomes;MDC 01 : Système nerveux;Médical;De jour;2000;Région flamande;3 501
48;Troubles des nerfs crâniens, périphériques et autonomes;MDC 01 : Système nerveux;Médical;De jour;3000;Région wallonne;1 439
48;Troubles des nerfs crâniens, périphériques et autonomes;MDC 01 : Système nerveux;Médical;De jour;4000;Région de Bruxelles-Capitale;579
48;Troubles des nerfs crâniens, périphériques et autonomes;MDC 01 : Système nerveux;Médical;De jour;0;Domicile étranger;39
49;Infections bactériennes et tuberculeuses du système nerveux;MDC 01 : Système nerveux;Médical;Classique;2000;Région flamande;381
49;Infections bactériennes et tuberculeuses du système nerveux;MDC 01 : Système nerveux;Médical;Classique;3000;Région wallonne;226
49;Infections bactériennes et tuberculeuses du système nerveux;MDC 01 : Système nerveux;Médical;Classique;4000;Région de Bruxelles-Capitale;72
49;Infections bactériennes et tuberculeuses du système nerveux;MDC 01 : Système nerveux;Médical;Classique;0;Domicile étranger;9
49;Infections bactériennes et tuberculeuses du système nerveux;MDC 01 : Système nerveux;Médical;De jour;2000;Région flamande;< 5
49;Infections bactériennes et tuberculeuses du système nerveux;MDC 01 : Système nerveux;Médical;De jour;3000;Région wallonne;< 5
49;Infections bactériennes et tuberculeuses du système nerveux;MDC 01 : Système nerveux;Médical;De jour;4000;Région de Bruxelles-Capitale;< 5
50;Infections non-bactériennes du système nerveux, excepté méningite virale;MDC 01 : Système nerveux;Médical;Classique;2000;Région flamande;589
50;Infections non-bactériennes du système nerveux, excepté méningite virale;MDC 01 : Système nerveux;Médical;Classique;3000;Région wallonne;253
50;Infections non-bactériennes du système nerveux, excepté méningite virale;MDC 01 : Système nerveux;Médical;Classique;4000;Région de Bruxelles-Capitale;96
50;Infections non-bactériennes du système nerveux, excepté méningite virale;MDC 01 : Système nerveux;Médical;Classique;0;Domicile étranger;15
50;Infections non-bactériennes du système nerveux, excepté méningite virale;MDC 01 : Système nerveux;Médical;De jour;2000;Région flamande;23
50;Infections non-bactériennes du système nerveux, excepté méningite virale;MDC 01 : Système nerveux;Médical;De jour;3000;Région wallonne;13
50;Infections non-bactériennes du système nerveux, excepté méningite virale;MDC 01 : Système nerveux;Médical;De jour;4000;Région de Bruxelles-Capitale;< 5
51;Méningite virale;MDC 01 : Système nerveux;Médical;Classique;2000;Région flamande;1 096
51;Méningite virale;MDC 01 : Système nerveux;Médical;Classique;3000;Région wallonne;369
51;Méningite virale;MDC 01 : Système nerveux;Médical;Classique;4000;Région de Bruxelles-Capitale;151
51;Méningite virale;MDC 01 : Système nerveux;Médical;Classique;0;Domicile étranger;16
51;Méningite virale;MDC 01 : Système nerveux;Médical;De jour;3000;Région wallonne;< 5
51;Méningite virale;MDC 01 : Système nerveux;Médical;De jour;4000;Région de Bruxelles-Capitale;5
52;Comas et états stuporeux non traumatiques;MDC 01 : Système nerveux;Médical;Classique;2000;Région flamande;1 625
52;Comas et états stuporeux non traumatiques;MDC 01 : Système nerveux;Médical;Classique;3000;Région wallonne;750
52;Comas et états stuporeux non traumatiques;MDC 01 : Système nerveux;Médical;Classique;4000;Région de Bruxelles-Capitale;169
52;Comas et états stuporeux non traumatiques;MDC 01 : Système nerveux;Médical;Classique;0;Domicile étranger;60
52;Comas et états stuporeux non traumatiques;MDC 01 : Système nerveux;Médical;De jour;2000;Région flamande;24
52;Comas et états stuporeux non traumatiques;MDC 01 : Système nerveux;Médical;De jour;3000;Région wallonne;18
52;Comas et états stuporeux non traumatiques;MDC 01 : Système nerveux;Médical;De jour;4000;Région de Bruxelles-Capitale;< 5
52;Comas et états stuporeux non traumatiques;MDC 01 : Système nerveux;Médical;De jour;0;Domicile étranger;< 5
53;Crise épileptique;MDC 01 : Système nerveux;Médical;Classique;2000;Région flamande;9 292
53;Crise épileptique;MDC 01 : Système nerveux;Médical;Classique;3000;Région wallonne;5 680
53;Crise épileptique;MDC 01 : Système nerveux;Médical;Classique;4000;Région de Bruxelles-Capitale;1 535
53;Crise épileptique;MDC 01 : Système nerveux;Médical;Classique;0;Domicile étranger;335
53;Crise épileptique;MDC 01 : Système nerveux;Médical;Classique;9999;Sans domicile fixe;15
53;Crise épileptique;MDC 01 : Système nerveux;Médical;De jour;2000;Région flamande;170
53;Crise épileptique;MDC 01 : Système nerveux;Médical;De jour;3000;Région wallonne;112
53;Crise épileptique;MDC 01 : Système nerveux;Médical;De jour;4000;Région de Bruxelles-Capitale;48
53;Crise épileptique;MDC 01 : Système nerveux;Médical;De jour;0;Domicile étranger;8
54;Migraine et autres céphalées;MDC 01 : Système nerveux;Médical;Classique;2000;Région flamande;4 734
54;Migraine et autres céphalées;MDC 01 : Système nerveux;Médical;Classique;3000;Région wallonne;1 715
54;Migraine et autres céphalées;MDC 01 : Système nerveux;Médical;Classique;4000;Région de Bruxelles-Capitale;390
54;Migraine et autres céphalées;MDC 01 : Système nerveux;Médical;Classique;0;Domicile étranger;89
54;Migraine et autres céphalées;MDC 01 : Système nerveux;Médical;Classique;9999;Sans domicile fixe;5
54;Migraine et autres céphalées;MDC 01 : Système nerveux;Médical;De jour;2000;Région flamande;219
54;Migraine et autres céphalées;MDC 01 : Système nerveux;Médical;De jour;3000;Région wallonne;101
54;Migraine et autres céphalées;MDC 01 : Système nerveux;Médical;De jour;4000;Région de Bruxelles-Capitale;19
54;Migraine et autres céphalées;MDC 01 : Système nerveux;Médical;De jour;0;Domicile étranger;< 5
55;Traumatisme crânien avec coma > 1 h ou hémorragie;MDC 01 : Système nerveux;Médical;Classique;2000;Région flamande;1 863
55;Traumatisme crânien avec coma > 1 h ou hémorragie;MDC 01 : Système nerveux;Médical;Classique;3000;Région wallonne;1 067
55;Traumatisme crânien avec coma > 1 h ou hémorragie;MDC 01 : Système nerveux;Médical;Classique;4000;Région de Bruxelles-Capitale;294
55;Traumatisme crânien avec coma > 1 h ou hémorragie;MDC 01 : Système nerveux;Médical;Classique;0;Domicile étranger;82
55;Traumatisme crânien avec coma > 1 h ou hémorragie;MDC 01 : Système nerveux;Médical;Classique;9999;Sans domicile fixe;5
55;Traumatisme crânien avec coma > 1 h ou hémorragie;MDC 01 : Système nerveux;Médical;De jour;2000;Région flamande;< 5
55;Traumatisme crânien avec coma > 1 h ou hémorragie;MDC 01 : Système nerveux;Médical;De jour;3000;Région wallonne;6
55;Traumatisme crânien avec coma > 1 h ou hémorragie;MDC 01 : Système nerveux;Médical;De jour;4000;Région de Bruxelles-Capitale;< 5
55;Traumatisme crânien avec coma > 1 h ou hémorragie;MDC 01 : Système nerveux;Médical;De jour;0;Domicile étranger;< 5
56;Contusion ou lacération cérébrale et fracture du crâne compliquée, coma < 1 h ou pas de coma;MDC 01 : Système nerveux;Médical;Classique;2000;Région flamande;194
56;Contusion ou lacération cérébrale et fracture du crâne compliquée, coma < 1 h ou pas de coma;MDC 01 : Système nerveux;Médical;Classique;3000;Région wallonne;108
56;Contusion ou lacération cérébrale et fracture du crâne compliquée, coma < 1 h ou pas de coma;MDC 01 : Système nerveux;Médical;Classique;4000;Région de Bruxelles-Capitale;33
56;Contusion ou lacération cérébrale et fracture du crâne compliquée, coma < 1 h ou pas de coma;MDC 01 : Système nerveux;Médical;Classique;0;Domicile étranger;14
57;Contusion, fracture du crâne fermée non autrement spécifiée, lésion intracrânienne non compliquée, coma < 1 h ou pas de coma;MDC 01 : Système nerveux;Médical;Classique;2000;Région flamande;6 097
57;Contusion, fracture du crâne fermée non autrement spécifiée, lésion intracrânienne non compliquée, coma < 1 h ou pas de coma;MDC 01 : Système nerveux;Médical;Classique;3000;Région wallonne;2 434
57;Contusion, fracture du crâne fermée non autrement spécifiée, lésion intracrânienne non compliquée, coma < 1 h ou pas de coma;MDC 01 : Système nerveux;Médical;Classique;4000;Région de Bruxelles-Capitale;586
