région;drg_36;libellé_drg;mdc_36;type_de_drg;hospitalisation_classique;hospitalisation_de_jour
Région flamande;113;113 Infections des voies aériennes supérieures;03;Médical;10 171;1 662
Région flamande;114;114 Maladies et troubles dentaires et buccales;03;Médical;870;72 642
Région flamande;115;115 Autres diagnostics de l'oreille, le nez, la bouche, la gorge, le crâne/la face;03;Médical;27 210;9 519
Région flamande;120;120 Procédures majeures sur le système respiratoire et le thorax;04;Chirurgical;937;6
Région flamande;121;121  Autres procédures sur le système respiratoire et le thorax;04;Chirurgical;2 519;378
Région flamande;130;130 Affection du système respiratoire avec assistance ventilatoire pendant + de 96 heures;04;Médical;1 403;0
Région flamande;131;131 Mucoviscidose (cystic fibrosis) - maladie pulmonaire;04;Médical;410;17
Région flamande;132;132 Dysplasie broncho-pulmon. et autres maladies respirat.chron.apparaissant en période périnatale;04;Médical;61;< 5
Région flamande;133;133 Insuffisance respiratoire;04;Médical;1 657;< 5
Région flamande;134;134 Embolie pulmonaire;04;Médical;2 871;8
Région flamande;135;135 Traumatisme majeur respiratoire et thoracique;04;Médical;2 156;16
Région flamande;136;136 Affection maligne respiratoire;04;Médical;4 014;3 147
Région flamande;137;137 Inflammations et infections majeures du système respiratoire;04;Médical;3 657;116
Région flamande;138;138 Bronchiolite et pneumonie à virus respiratoire syncytial (RSV);04;Médical;2 286;23
Région flamande;139;139 Autre pneumonie;04;Médical;27 968;72
Région flamande;140;140 Maladie pulmonaire obstructive chronique;04;Médical;12 052;294
Région flamande;141;141 Asthme;04;Médical;1 819;47
Région flamande;142;142 Maladies pulmonaires interstitielles et alvéolaires;04;Médical;938;249
Région flamande;143;143 Autres diagnostics respiratoires, excepté les signes, symptômes et diagnostics mineurs;04;Médical;2 395;535
Région flamande;144;144 Signes respiratoires, symptômes et diagnostics mineurs;04;Médical;8 501;1 910
Région flamande;145;145 Bronchite aiguë et symptômes associés;04;Médical;3 277;450
Région flamande;160;160 Réparation majeure d'anomalie cardiaque par voie cardiothoracique;05;Chirurgical;64;0
Région flamande;161;161 Implantation d'un défibrillateur cardiaque et d'un système d'assistance cardiaque;05;Chirurgical;1 353;13
Région flamande;162;162 Procédures sur les valves cardiaques avec infarctus du myocarde aigu ou DP complexe;05;Chirurgical;271;0
Région flamande;163;163 Procédures sur les valves cardiaques sans infarctus du myocarde aigu ou DP complexe;05;Chirurgical;2 105;0
Région flamande;165;165 Pontage coronarien avec infarctus aigu du myocarde ou DP complexe;05;Chirurgical;531;0
Région flamande;166;166 Pontage coronarien sans infarctus aigu du myocarde ou DP complexe;05;Chirurgical;2 085;0
Région flamande;167;167 Autres procédures cardiothoraciques et thoracovasculaires;05;Chirurgical;1 055;197
Région flamande;169;169 Procédures vasculaires abdominales majeures;05;Chirurgical;902;5
Région flamande;170;170 Implantation du pacemaker permanent avec infarctus aigu du myocard., décomp. cardiaque ou choc;05;Chirurgical;38;0
Région flamande;171;171 Implantation du pacemaker permanent sans infarctus aigu du myocard., décomp. cardiaque ou choc;05;Chirurgical;4 295;10
Région flamande;174;174 Procédures coronariennes percutanées avec infarctus aigu du myocarde;05;Chirurgical;4 918;448
Région flamande;175;175 Procédures coronariennes percutanées sans infarctus aigu du myocarde;05;Chirurgical;16 451;2 407
Région flamande;176;176 Remplacement du pacemaker et du défibrillateur cardiaque;05;Chirurgical;1 260;196
Région flamande;177;177 Révision du pacemaker et du défibrillateur cardiaque, excepté le remplacement de l'appareil;05;Chirurgical;367;< 5
Région flamande;180;180 Autres procédures sur le système circulatoire;05;Chirurgical;1 057;9 271
Région flamande;181;181 Procédures sur les artères des membres inférieurs;05;Chirurgical;10 226;987
Région flamande;182;182 Autres procédures sur les vaisseaux périphériques;05;Chirurgical;2 259;2 004
Région flamande;190;190 Infarctus aigu du myocarde;05;Médical;3 697;497
Région flamande;191;191 Cathétérisme cardiaque pour maladie coronarienne;05;Médical;4 688;13 525
Région flamande;192;192 Cathétérisme cardiaque pour autres affections non coronariennes;05;Médical;6 314;5 529
Région flamande;193;193 Endocardite aiguë et subaiguë;05;Médical;129;< 5
Région flamande;194;194 Insuffisance cardiaque;05;Médical;12 656;76
Région flamande;196;196 Arrêt cardiaque et choc;05;Médical;514;91
Région flamande;197;197 Troubles vasculaires, périphériques et autres;05;Médical;2 134;981
Région flamande;198;198 Angine de poitrine et athérosclérose coronaire;05;Médical;2 055;37
Région flamande;199;199 Hypertension;05;Médical;1 098;29
Région flamande;200;200 Maladies cardiaques structurelles et valvulaires;05;Médical;521;180
Région flamande;201;201 Arythmie cardiaque et troubles de la conduction;05;Médical;9 146;5 471
Région flamande;203;203 Douleur thoracique;05;Médical;2 374;72
Région flamande;204;204 Syncope et collapsus;05;Médical;6 525;97
Région flamande;205;205 Cardiomyopathie;05;Médical;167;15
Région flamande;206;206 Dysfonctionnement, réaction et complic. du matériel ou de la procédure cardiaque/vasculaire;05;Médical;736;313
Région flamande;207;207 Autres diagnostics du système circulatoire;05;Médical;3 022;326
Région flamande;220;220 Procédures majeures sur l'oesophage, l'estomac et le duodénum;06;Chirurgical;1 637;14
Région flamande;222;222 Autres procédures sur l'oesophage, l'estomac et le duodénum;06;Chirurgical;632;160
Région flamande;223;223 Autres procédures sur l'intestin grêle et le gros intestin;06;Chirurgical;823;1 114
Région flamande;224;224 Adhésiolyse péritonéale;06;Chirurgical;1 113;107
Région flamande;226;226 Procédures sur l'anus;06;Chirurgical;1 778;4 819
Région flamande;227;227 Procédures pour hernie, excepté procédures pour hernie inguinale, fémorale et ombilicale;06;Chirurgical;2 962;1 744
Région flamande;228;228 Procédures pour hernie inguinale, fémorale et ombilicale;06;Chirurgical;5 171;7 983
Région flamande;229;229 Autres procédures sur le système digestif et l'abdomen;06;Chirurgical;1 468;437
Région flamande;230;230 Procédures majeures sur l'intestin grêle;06;Chirurgical;3 434;17
Région flamande;231;231 Procédures majeures sur le gros intestin;06;Chirurgical;6 615;185
Région flamande;232;232 Fundoplicature de l'estomac;06;Chirurgical;310;< 5
Région flamande;233;233 Appendicectomie avec diagnose principale complexe;06;Chirurgical;1 213;5
Région flamande;234;234 Appendicectomie sans diagnose principale complexe;06;Chirurgical;6 083;185
Région flamande;240;240 Affections malignes du système digestif;06;Médical;3 536;5 314
Région flamande;241;241 Ulcère peptique et gastrite;06;Médical;3 776;8 170
Région flamande;242;242 Troubles majeurs de l'oesophage;06;Médical;592;381
Région flamande;243;243 Autres troubles de l'oesophage;06;Médical;2 903;9 409
Région flamande;244;244 Diverticulite et diverticulose;06;Médical;5 023;10 195
Région flamande;245;245 Maladie inflammatoire de l'intestin;06;Médical;1 689;5 951
Région flamande;246;246 Insuffisance vasculaire gastro-intestinale;06;Médical;770;102
Région flamande;247;247 Obstruction intestinale;06;Médical;4 559;207
Région flamande;248;248 Infections gastro-intestinales et péritonéales majeures;06;Médical;2 743;144
Région flamande;249;249 Autre gastro-entérite, nausée et vomissement;06;Médical;12 802;4 522
Région flamande;251;251 Douleur abdominale;06;Médical;2 763;4 415
Région flamande;252;252 Dysfonctionnement, réaction et complic, de dispositif ou de procédure gastro-intestinaux;06;Médical;1 363;534
Région flamande;253;253 Hémorragie gastro-intestinale, autre et non specifiée;06;Médical;1 661;1 012
Région flamande;254;254 Autres diagnostics du système digestif;06;Médical;10 910;65 900
Région flamande;260;260 Procédures majeures sur pancréas, foie et shunt;07;Chirurgical;1 160;39
Région flamande;261;261 Procédures majeures sur les voies biliaires;07;Chirurgical;210;5
Région flamande;263;263 Cholécystectomie;07;Chirurgical;9 797;1 491
Région flamande;264;264 Autres procédures abdominales, sur système hépatobiliaire et pancréas;07;Chirurgical;717;196
Région flamande;279;279 Coma hépatique et autres troubles hépatiques majeurs aigus;07;Médical;906;38
Région flamande;280;280 Maladie hépatique alcoolique;07;Médical;1 859;213
Région flamande;281;281 Affection maligne du système hépatobiliaire et du pancréas;07;Médical;2 582;2 311
Région flamande;282;282 Troubles du pancréas excepté affections malignes;07;Médical;3 714;595
Région flamande;283;283 Autres troubles du foie;07;Médical;1 402;883
Région flamande;284;284 Troubles de la vésicule biliaire et des voies biliaires;07;Médical;6 748;658
Région flamande;301;301 Remplacement de l'articulation de la hanche;08;Chirurgical;16 752;16
Région flamande;302;302 Remplacement de l'articulation du genou;08;Chirurgical;13 592;29
Région flamande;303;303 Arthrodèse dorsale et lombaire pour déviation du dos;08;Chirurgical;160;0
Région flamande;304;304 Arthrodèse dorso-lombaire excepté déviation du dos;08;Chirurgical;4 113;0
Région flamande;305;305 Amputation du membre inférieur excepté les orteils;08;Chirurgical;533;7
Région flamande;308;308 Réparation d'une fracture de la hanche et du fémur;08;Chirurgical;6 302;11
Région flamande;309;309 Autre chirurgie significative de la hanche et du fémur;08;Chirurgical;1 983;1 160
Région flamande;310;310 Excision et décompression du disque intervertébral;08;Chirurgical;8 848;129
Région flamande;312;312 Greffe cutanée, excepté de la main, pour diagnostics musculo-squelettiques et du tissu conjonctif;08;Chirurgical;324;409
Région flamande;313;313 Procédures sur le genou et la jambe, excepté le pied;08;Chirurgical;9 366;20 866
Région flamande;314;314 Procédures sur le pied et les orteils;08;Chirurgical;7 201;4 461
Région flamande;315;315 Procédures sur l'épaule, le bras et l'avant-bras excepté le remplacement de l'articulation;08;Chirurgical;17 521;10 519
Région flamande;316;316 Procédures sur la main et le poignet;08;Chirurgical;2 709;17 868
Région flamande;317;317 Procédures sur le tendon, le muscle et autres tissus mous;08;Chirurgical;3 604;5 744
Région flamande;320;320 Autres procédures sur le système musculo-squelettique et le tissu conjonctif;08;Chirurgical;6 021;5 396
Région flamande;321;321 Arthrodèse cervicale et autres procédures sur le cou/dos, excepté excis./décompres. de disque;08;Chirurgical;3 622;32
Région flamande;322;322 Remplacement de l'articulation de l'épaule et du coude;08;Chirurgical;2 649;10
Région flamande;340;340 Fracture du fémur;08;Médical;943;6
Région flamande;341;341 Fracture du bassin ou luxation de la hanche;08;Médical;2 169;8
Région flamande;342;342 Fracture ou luxation excepté du fémur, du bassin et du dos;08;Médical;4 309;2 235
Région flamande;343;343 Affection maligne musc-squellet. et fracture pathol. dues à affection maligne musc-squellet.;08;Médical;1 311;1 043
Région flamande;344;344 Ostéomyélite, arthrite septique et autres infections musculo-squelettiques;08;Médical;724;71
Région flamande;346;346 Troubles du tissu conjonctif;08;Médical;1 682;1 026
Région flamande;347;347 Autres troubles, fractures et traumatismes du dos et du cou;08;Médical;9 525;11 324
Région flamande;349;349 Dysfonctionnement, réaction et complic. de matériel ou de procédure orthopédiques;08;Médical;1 187;349
Région flamande;351;351 Autres diagnostics du système musculo-squelettique et du tissu conjonctif;08;Médical;6 189;3 496
Région flamande;361;361 Greffe cutanée pour diagnotics de la peau et du tissu sous-cutane;09;Chirurgical;2 223;5 446
Région flamande;362;362 Procédures de mastectomie;09;Chirurgical;2 787;276
Région flamande;363;363 Procédures mammaires, excepté mastectomie;09;Chirurgical;7 295;3 658
Région flamande;364;364 Autres procédures sur la peau, les tissus sous-cutanés et procédures associées;09;Chirurgical;3 044;3 679
Région flamande;380;380 Ulcères cutanés;09;Médical;834;165
Région flamande;381;381 Troubles majeurs de la peau;09;Médical;373;453
Région flamande;382;382 Affections malignes du sein;09;Médical;448;3 583
Région flamande;383;383 Cellulite et autres infections de la peau;09;Médical;5 712;1 815
Région flamande;384;384 Contusion, plaie ouverte et autres traumatismes de la peau et du tissu sous-cutané;09;Médical;3 716;1 675
Région flamande;385;385 Autres troubles de la peau, du tissu sous-cutané et du sein;09;Médical;2 256;9 293
Région flamande;401;401 Procédures sur les surrénales et l'hypophyse;10;Chirurgical;146;0
Région flamande;403;403 Procédures pour obésité;10;Chirurgical;5 960;70
Région flamande;404;404 Procédures sur la thyroïde, les parathyroïdes ou le canal thyréoglosse;10;Chirurgical;3 058;42
Région flamande;405;405 Autres procédures pour troubles endocriniens, nutritionnels et métaboliques;10;Chirurgical;137;7
Région flamande;420;420 Diabète;10;Médical;5 113;40
Région flamande;421;421 Malnutrition, retard staturo-pondéral et autres troubles nutritionnels;10;Médical;3 481;910
Région flamande;422;422 Hypovolémie et troubles électrolytiques associés;10;Médical;1 999;< 5
Région flamande;423;423 Anomalies congénitales du métabolisme;10;Médical;245;226
Région flamande;424;424 Autres troubles endocriniens;10;Médical;651;122
Région flamande;425;425 Autres troubles électrolytiques non hypovolémiques;10;Médical;1 165;7
Région flamande;426;426 Troubles non hypovolémiques du bilan du sodium;10;Médical;1 490;< 5
Région flamande;427;427 Troubles thyroïdiens;10;Médical;640;36
Région flamande;440;440 Transplantation rénale;11;Chirurgical;202;0
Région flamande;441;441 Procédures majeures sur la vessie;11;Chirurgical;630;< 5
Région flamande;442;442 Procédures sur les reins et les voies urinaires pour affection maligne;11;Chirurgical;1 302;26
Région flamande;443;443 Procédures sur les reins et les voies urinaires pour affection non maligne;11;Chirurgical;2 310;749
Région flamande;444;444 Procédure pour installation du dispositif d'accès pour dialyse rénale et réparation de vaisseaux;11;Chirurgical;391;260
Région flamande;445;445 Autres procédures sur la vessie;11;Chirurgical;1 303;515
Région flamande;446;446 Procédures uréthrales et transuréthrales;11;Chirurgical;9 572;3 547
Région flamande;447;447 Autres procédures sur les reins, les voies urinaires et procédures associées;11;Chirurgical;179;25
Région flamande;461;461 Affection maligne des reins et voies urinaires;11;Médical;984;2 720
Région flamande;462;462 Néphrite et néphrose;11;Médical;401;160
Région flamande;463;463 Infections des reins et voies urinaires;11;Médical;12 520;725
Région flamande;465;465 Lithiases urinaires et obstruction acquise du tractus urinaire supérieur;11;Médical;6 264;8 443
Région flamande;466;466 Dysfonctionnement, réaction et complic. de matériel ou de procédure génito-urinaire;11;Médical;1 699;618
Région flamande;468;468 Autres diagnostics, signes et symptômes du rein et des voies urinaires;11;Médical;6 311;17 950
Région flamande;469;469 Traumatisme aigue du rein;11;Médical;1 342;24
Région flamande;470;470 Maladie rénale chronique;11;Médical;1 028;357
Région flamande;480;480 Procédures majeures sur le bassin masculin;12;Chirurgical;2 749;0
Région flamande;482;482 Prostatectomie transurétrale;12;Chirurgical;4 518;153
Région flamande;483;483 Procédures sur le pénis, les testicules et le scrotum;12;Chirurgical;1 165;3 617
Région flamande;484;484 Autres procédures sur le système reproducteur masculin et procédures associées;12;Chirurgical;760;128
Région flamande;500;500 Affection maligne du système reproducteur masculin;12;Médical;624;2 679
Région flamande;501;501 Diagnostics du système reproducteur masculin excepté affections malignes;12;Médical;2 652;14 546
Région flamande;510;510 Eviscération pelvienne, hystérectomie radicale et autres procédures gynécologiques radicales;13;Chirurgical;409;< 5
Région flamande;511;511 Procédures sur utérus et annexes pour affection maligne des ovaires et ses annexes;13;Chirurgical;424;55
Région flamande;512;512 Procédures sur utérus et annexes pour affections malignes excepté des ovaires et ses annexes;13;Chirurgical;659;52
Région flamande;513;513 Procédures sur uterus/annexes pour affection non maligne excepté léiomyome;13;Chirurgical;5 158;4 192
Région flamande;514;514 Procédures réconstructives du système reproducteur féminin;13;Chirurgical;1 266;88
Région flamande;517;517 Dilatation et curetage pour des diagnostics non-obstétricaux;13;Chirurgical;281;3 679
Région flamande;518;518 Autres procédures sur le système reproducteur féminin et procédures associées;13;Chirurgical;715;1 507
Région flamande;519;519 Procédures sur utérus/annexes pour léiomyome;13;Chirurgical;2 018;521
Région flamande;530;530 Affection maligne du système reproducteur féminin;13;Médical;698;1 066
Région flamande;531;531 Infections du système reproducteur féminin;13;Médical;357;211
Région flamande;532;532 Troubles menstruels et autres troubles du système reproducteur féminin;13;Médical;754;5 650
Région flamande;540;540 Accouchement par césarienne;14;Chirurgical;13 540;36
Région flamande;541;541 Accouchement par voie vaginale avec stérilisation et/ou dilatation et curetage;14;Chirurgical;1 364;52
Région flamande;542;542 Accouchement par voie vaginale avec proc. compl., excepté stérilisat. ou dilat. et curet.;14;Chirurgical;896;12
Région flamande;544;544 Dilatation et curetage, curetage par aspiration ou hystérotomie pour diagnostics obstétricaux;14;Chirurgical;721;4 172
Région flamande;545;545 Procédure pour grossesse ectopique;14;Chirurgical;628;126
Région flamande;546;546 Autres procédures en salle d'opération pour diagnostics obstétricaux excepté accouchement;14;Chirurgical;241;108
Région flamande;560;560 Accouchement par voie vaginale;14;Médical;45 297;1 286
Région flamande;561;561 Diagnostics du post-partum et post-avortement, sans procédure;14;Médical;896;81
Région flamande;563;563 Travail prématuré;14;Médical;967;5
Région flamande;564;564 Avortement, sans dilatation et curetage, curetage par aspiration ou hystérotomie;14;Médical;391;147
Région flamande;565;565 Faux travail;14;Médical;500;6
Région flamande;566;566 Autres diagnostics en antepartum;14;Médical;6 046;1 209
Région flamande;580;580 Nouveau-né, transferé dans les 5 jours, né ailleurs;15;Médical;43;< 5
Région flamande;581;581 Nouveau-né, transferé dans les 5 jours, né ici;15;Médical;20;0
Région flamande;583;583 Nouveau-né, avec ECMO;15;Chirurgical;6;0
Région flamande;588;588 Nouveau-né, poids de naissance < 1500g, avec procédure majeure;15;Chirurgical;26;0
Région flamande;589;589 Nouveau-né, poids de nais. <  500g, ou poids de nais. 500-999g et age gestat. < 24 semaines, ou poids de nais. 500-749g avec anomalie majeure ou sans intervention de maintien de la vie;15;Médical;11;0
Région flamande;591;591 Nouveau-né, poids de naissance 500-749g sans procédure majeure;15;Médical;48;0
Région flamande;593;593 Nouveau-né, poids de naissance 750-999g sans procédure majeure;15;Médical;107;0
Région flamande;602;602 Nouveau-né, poids de nais. 1000-1249g avec syndrôme de détresse resp./autres anom. resp. maj. ou anom. maj.;15;Médical;131;0
Région flamande;603;603 Nouveau-né, poids de naissance 1000-1249g avec ou sans autre affection significative;15;Médical;18;0
Région flamande;607;607 Nouveau-né, poids de nais. 1250-1499g avec syndrôme de détresse resp./autres anom. respir. maj. ou anom. maj.;15;Médical;143;0
Région flamande;608;608 Nouveau-né, poids de naissance 1250-1499g avec/sans autre affection significative;15;Médical;38;0
Région flamande;609;609 Nouveau-né, poids de naissance 1500-2499g avec procédure majeure;15;Chirurgical;37;0
Région flamande;611;611 Nouveau-né, poids de naissance 1500-1999g avec anomalie majeure;15;Médical;85;0
Région flamande;612;612 Nouveau-né, poids de naissance 1500-1999g avec syndrôme de détresse resp./autre affec. resp. majeure;15;Médical;176;0
Région flamande;613;613 Nouveau-né, poids de naissance 1500-1999g avec infection congénitale ou périnatale;15;Médical;17;0
Région flamande;614;614 Nouveau-né, poids de naissance 1500-1999g avec ou sans autre affection significative;15;Médical;184;0
Région flamande;621;621 Nouveau-né, poids de naissance 2000-2499g avec anomalie majeure;15;Médical;82;0
Région flamande;622;622 Nouveau-né, poids de naissance 2000-2499g avec syndrôme de détresse resp./autre affec. resp. majeure;15;Médical;109;0
Région flamande;623;623 Nouveau-né, poids de naissance 2000-2499g avec infections congénitales ou périnatales;15;Médical;17;0
Région flamande;625;625 Nouveau-né, poids de naissance 2000-2499g, né ici, avec autre affection significative;15;Médical;106;0
Région flamande;626;626 Nouveau-né, poids de naissance 2000-2499g, nouveau-né normal ou nouveau-né avec autre problème;15;Médical;137;0
Région flamande;630;630 Nouveau-né , poids de naissance > 2499g avec procédure cardiovasculaire majeure;15;Chirurgical;66;0
Région flamande;631;631 Nouveau-né, poids de naissance > 2499g avec autre procédure majeure;15;Chirurgical;42;0
Région flamande;633;633 Nouveau-né, poids de naissance > 2499g avec anomalie majeure;15;Médical;242;0
Région flamande;634;634 Nouveau-né, poids de naissance > 2499g avec syndrôme de détresse resp./autre affec. resp. majeure;15;Médical;318;0
Région flamande;636;636 Nouveau-né, poids de naissance > 2499g avec infection congénitale ou périnatale;15;Médical;115;0
Région flamande;639;639 Nouveau-né, poids de naissance > 2499g avec autre affection significative;15;Médical;320;0
Région flamande;640;640 Nouveau-né, poids de naissance > 2499g, nouveau-né normal ou nouveau-né avec autres problèmes;15;Médical;1 185;< 5
Région flamande;650;650 Splénectomie;16;Chirurgical;82;0
Région flamande;651;651 Autres procédures sur sang et organes hématopoïétiques;16;Chirurgical;366;471
Région flamande;660;660 Diagnostics hématol./immunol. majeurs excepté crise drépanocytaire et crise de la coagulation;16;Médical;1 842;2 825
Région flamande;661;661 Troubles de la coagulation et des plaquettes;16;Médical;557;1 050
Région flamande;662;662 Crise d'anémie à cellules falciformes;16;Médical;290;42
Région flamande;663;663 Autres anémies et troubles sanguins et troubles des organes hematopoïétiques;16;Médical;5 423;11 197
Région flamande;680;680 Procédures majeures en salle d'opération pour néoplasie lymphatique/hématopoïétique/autre;17;Chirurgical;528;26
Région flamande;681;681 Autres procédures en salle d'opération pour néoplasie lymphatique/hématopoïétique/autre;17;Chirurgical;1 730;1 034
Région flamande;690;690 Leucémie aiguë;17;Médical;689;3 069
Région flamande;691;691 Lymphome, myélome et leucémie non aiguë;17;Médical;1 625;4 956
Région flamande;692;692 Radiothérapie;17;Médical;166;72
Région flamande;694;694 Affections malignes, lymphatiques et autres, et néoplasmes de comportement incertain;17;Médical;1 448;9 105
Région flamande;695;695 Chimiotherapie pour leucémie aiguë;17;Médical;789;6 343
Région flamande;696;696 Autre chimiotherapie;17;Médical;13 018;271 257
Région flamande;710;710 Infections et maladies parasitaires incluant le HIV avec procédure en salle d'opération;18;Chirurgical;958;87
Région flamande;711;711 Infections d'un dispositif post-opératoires, post-traumatiques et autres avec procédure en salle d'opération;18;Chirurgical;1 089;376
Région flamande;720;720 Septicémie et infections disséminées;18;Médical;7 034;11
Région flamande;721;721 Infections d'un dispositif post-opératoires, post-traumatiques et autres;18;Médical;2 217;279
Région flamande;722;722 Fièvre;18;Médical;2 333;17
Région flamande;723;723 Maladie virale;18;Médical;4 714;40
Région flamande;724;724 Autres maladies infectieuses et parasitaires;18;Médical;1 656;147
Région flamande;740;740 Diagnostic de maladie mentale avec procédure en salle d'opération;19;Chirurgical;395;51
Région flamande;750;750 Schizophrénie;19;Médical;110;12
Région flamande;751;751 Troubles dépressifs majeurs et psychoses autres/non spécifiées;19;Médical;935;404
Région flamande;752;752 Troubles de la personnalité et du contrôle des impulsions;19;Médical;86;0
Région flamande;753;753 Troubles bipolaires;19;Médical;461;570
Région flamande;754;754 Dépression, excepté trouble dépressif majeur;19;Médical;908;51
Région flamande;755;755 Troubles de l'ajustement et névroses, excepté diagnostics dépressifs;19;Médical;1 148;69
Région flamande;756;756 Etats d'anxiété et de délire aigus;19;Médical;1 467;40
Région flamande;757;757 Troubles organiques de la santé mentale;19;Médical;696;83
Région flamande;758;758 Troubles comportementaux;19;Médical;125;8
Région flamande;759;759 Troubles de la nutrition;19;Médical;244;< 5
Région flamande;760;760 Autres troubles de la santé mentale;19;Médical;1 712;242
Région flamande;770;770 Abus ou dépendance à l'alcool et à la drogue, sortie contre l'avis medical;20;Médical;217;0
Région flamande;772;772 Dépendance à l'alcool et à la drogue avec revalidation ou thérapie de revalidation/désintoxication;20;Médical;282;12
Région flamande;773;773 Abus et dépendance aux opiacés;20;Médical;183;0
Région flamande;774;774 Abus et dépendance à la cocaïne;20;Médical;263;0
Région flamande;775;775 Abus et dépendance a l'alcool;20;Médical;3 424;12
Région flamande;776;776 Abus et dépendance à d'autres drogues;20;Médical;384;6
Région flamande;792;792 Procédures extensives en salle d'opération pour d'autres complications du traitement;21;Chirurgical;529;167
Région flamande;793;793 Procédures modérément extensives en salle d'opération pour d'autres complications du traitement;21;Chirurgical;1 226;586
Région flamande;794;794 Procédures non extensives en salle d'opération pour autres complications du traitement;21;Chirurgical;383;464
Région flamande;810;810 Hémorragie ou hématome dues à complication;21;Médical;1 048;83
Région flamande;811;811 Réactions allergiques;21;Médical;725;< 5
Région flamande;812;812 Empoisonnement par agents médicamenteux;21;Médical;2 096;26
Région flamande;813;813 Autres complications de traitement;21;Médical;1 609;856
